VARIABLE,VARIABLE_NAME,SERIES_ID,MEASURE,UNIT,FREQUENCY,MEASUREMENT_TYPE,SOURCE,GEO_NAME,COUNTERPARTY_GEO_NAME
"BIS,WS_CBS_PUB,1.0,Q.S.FI.4R.F.B.A.A.LC1.A.GB","Domestic banks(4B), excl. domestic positions from Finland - Consolidated Local claims in Local currency with residents of United Kingdom (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Local claims,USD,Quarterly,End of period,,Finland,United Kingdom
"BIS,WS_CBS_PUB,1.0,Q.S.JP.4R.F.I.A.U.TO1.A.BO","Domestic banks(4B), excl. domestic positions from Japan - Consolidated International claims in All currencies with residents of Bolivia (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Japan,Bolivia
"BIS,WS_CBS_PUB,1.0,Q.S.LU.4C.F.I.A.A.TO1.A.TT","Inside-area foreign banks consolidated by their parent from Luxembourg - Consolidated International claims in All currencies with residents of Trinidad and Tobago (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Luxembourg,Trinidad and Tobago
"BIS,WS_CBS_PUB,1.0,Q.S.NO.4B.Q.C.A.A.TO1.A.US","Domestic banks from Norway - Consolidated Total claims in All currencies with residents of United States (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Norway,United States
"BIS,WS_CBS_PUB,1.0,Q.S.NL.4R.U.W.A.A.TO1.A.BW","Domestic banks(4B), excl. domestic positions from Netherlands - Consolidated Guarantees extended in All currencies with residents of Botswana (Guarantor basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Guarantees extended,USD,Quarterly,End of period,,Netherlands,Botswana
"BIS,WS_CBS_PUB,1.0,Q.S.GB.4R.U.C.A.A.TO1.R.LS","Domestic banks(4B), excl. domestic positions from United Kingdom - Consolidated Total claims in All currencies with residents of Lesotho (Guarantor basis), Non-bank private sector (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,United Kingdom,Lesotho
"BIS,WS_CBS_PUB,1.0,Q.S.DE.4B.U.C.A.A.TO1.O.HK","Domestic banks from Germany - Consolidated Total claims in All currencies with residents of Hong Kong (Guarantor basis), Official sector (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Germany,Hong Kong
"BIS,WS_CBS_PUB,1.0,Q.S.PT.4O.Q.C.A.A.TO1.A.GR","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from Portugal - Consolidated Total claims in All currencies with residents of Greece (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Portugal,Greece
"BIS,WS_CBS_PUB,1.0,Q.S.PT.4R.O.C.A.A.TO1.A.GR","Domestic banks(4B), excl. domestic positions from Portugal - Consolidated Total claims in All currencies with residents of Greece (Outward risk transfers), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Portugal,Greece
"BIS,WS_CBS_PUB,1.0,Q.S.GB.4O.F.I.A.U.TO1.A.TG","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from United Kingdom - Consolidated International claims in All currencies with residents of Togo (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,United Kingdom,Togo
"BIS,WS_CBS_PUB,1.0,Q.S.FR.4B.F.I.A.A.TO1.A.GY","Domestic banks from France - Consolidated International claims in All currencies with residents of Guyana (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,France,Guyana
"BIS,WS_CBS_PUB,1.0,Q.S.DE.4B.F.I.A.A.TO1.A.KZ","Domestic banks from Germany - Consolidated International claims in All currencies with residents of Kazakhstan (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Germany,Kazakhstan
"BIS,WS_CBS_PUB,1.0,Q.S.AU.4R.U.C.A.A.TO1.B.PT","Domestic banks(4B), excl. domestic positions from Australia - Consolidated Total claims in All currencies with residents of Portugal (Guarantor basis), Banks, total (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Australia,Portugal
"BIS,WS_CBS_PUB,1.0,Q.S.NL.4R.F.I.A.U.TO1.A.DO","Domestic banks(4B), excl. domestic positions from Netherlands - Consolidated International claims in All currencies with residents of Dominican Republic (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Netherlands,Dominican Republic
"BIS,WS_CBS_PUB,1.0,Q.S.FR.4O.O.C.A.A.TO1.A.LI","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from France - Consolidated Total claims in All currencies with residents of Liechtenstein (Outward risk transfers), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,France,Liechtenstein
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.A.JPY.A.5J.A.5A.B.ZW.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Zimbabwe, Banks, total (Break in stocks, All instruments in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Zimbabwe
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.I.TO1.A.5J.A.5A.H.NP.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Nepal, Households and NPISHs (Amounts outstanding / Stocks, Derivatives and Other instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Nepal
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.G.JPY.A.5J.A.5A.F.CA.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Canada, Non-bank financial institutions (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Canada
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.G.EUR.A.5J.A.5A.B.FK.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Falkland Islands, Banks, total (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Falkland Islands
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.G.TO1.A.5J.A.IM.A.AZ.N","Isle of Man - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Azerbaijan, All sectors (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Isle of Man,Azerbaijan
"BIS,WS_CBS_PUB,1.0,Q.B.IT.4O.F.C.A.A.TO1.A.ID","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from Italy - Consolidated Total claims in All currencies with residents of Indonesia (Immediate counterparty basis), All sectors (Break in stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,Other data collection period,,Italy,Indonesia
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.EUR.A.5J.A.5A.A.2W.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Residual developing Africa and Middle East, All sectors (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Residual developing Africa and Middle East
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.TO1.F.5J.A.MO.A.5J.U","Macau - Unallocated Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), All sectors (Amounts outstanding / Stocks, All instruments in Foreign currency (ie currencies foreign to bank location country), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Macau,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.JPY.A.5J.A.5A.H.AO.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Angola, Households and NPISHs (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Angola
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.G.TO1.A.5J.A.IE.A.5J.A","Ireland - All Total claims of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), All sectors (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Ireland,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.G.UN9.U.5J.A.5A.A.FO.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Faroe Islands, All sectors (Break in stocks, Loans and deposits in Unclassified currency, Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Faroe Islands
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.A.TO1.A.5J.A.AU.N.NA.N","Australia - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Namibia, Non-banks, total (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Australia,Namibia
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.JPY.A.5J.A.5A.N.ML.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Mali, Non-banks, total (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Mali
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.G.TO1.A.5J.A.5A.N.TT.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Trinidad and Tobago, Non-banks, total (Break in stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Trinidad and Tobago
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.D.TO1.A.5J.A.5A.H.CR.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Costa Rica, Households and NPISHs (Amounts outstanding / Stocks, Debt securities in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Costa Rica
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.D.TO1.A.5J.A.5A.K.PY.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Paraguay, Unallocated non-financial sectors (Amounts outstanding / Stocks, Debt securities in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Paraguay
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.GBP.A.5J.A.5A.C.KG.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Kyrgyzstan, Non-financial corporations (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Pound (sterling), All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Kyrgyzstan
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.U.TO1.A.5J.A.5A.N.ER.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Eritrea, Non-banks, total (Annual growth (BIS calculated), Unallocated by instrument in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Eritrea
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.GBP.A.5J.A.5A.F.BB.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Barbados, Non-bank financial institutions (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), Pound (sterling), All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Barbados
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.G.UN9.A.5J.A.5A.C.AE.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of United Arab Emirates, Non-financial corporations (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,United Arab Emirates
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.U.TO1.A.5J.A.5A.H.AM.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Armenia, Households and NPISHs (Annual growth (BIS calculated), Unallocated by instrument in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Armenia
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.TO3.F.5J.A.NO.A.5J.A","Norway - All Total claims of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), All sectors (FX and break adjusted change (BIS calculated), All instruments in Foreign currency (ie currencies foreign to bank location country), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Norway,All countries (total)
