Car_name,Num_of_reviews,General_rate,Comfort,Interior design,Performance,Value for the money,Exterior styling,Reliability,Year,Brand,Model
2016     Audi     S4.,3.0,4.4,4.0,4.3,4.7,4.0,4.7,4.7,2016,Audi,S4.
2016     Audi     A3.,72.0,4.7,4.7,4.7,4.8,4.6,4.9,4.7,2016,Audi,A3.
2016     Audi     A4.,27.0,4.6,4.7,4.5,4.6,4.3,4.6,4.7,2016,Audi,A4.
2016     Audi     Q3.,33.0,4.7,4.8,4.5,4.6,4.5,4.8,4.7,2016,Audi,Q3.
2016     Audi     TTS.,4.0,4.8,4.0,5.0,5.0,4.8,5.0,4.8,2016,Audi,TTS.
2015     Audi     A8.,25.0,4.8,5.0,4.9,4.8,4.7,4.8,4.7,2015,Audi,A8.
2015     Audi     SQ5.,13.0,4.5,4.5,4.2,4.8,4.2,4.8,4.3,2015,Audi,SQ5.
2015     Audi     A5.,24.0,4.7,4.8,4.7,4.7,4.6,4.9,4.9,2015,Audi,A5.
2015     Audi     A4.,53.0,4.7,4.7,4.7,4.7,4.7,4.8,4.9,2015,Audi,A4.
2015     Audi     A6.,31.0,4.7,4.7,4.8,4.8,4.5,4.8,4.6,2015,Audi,A6.
2015     Audi     S3.,19.0,4.8,4.7,4.8,4.9,4.5,4.8,4.8,2015,Audi,S3.
2015     Audi     Q7.,44.0,4.7,4.8,4.5,4.8,4.5,4.6,4.7,2015,Audi,Q7.
2015     Audi     A7.,6.0,5.0,5.0,5.0,5.0,4.8,5.0,4.8,2015,Audi,A7.
2015     Audi     R8.,7.0,4.7,4.4,4.6,4.9,4.6,5.0,5.0,2015,Audi,R8.
2015     Audi     Q5.,60.0,4.6,4.7,4.6,4.7,4.3,4.8,4.6,2015,Audi,Q5.
2015     Audi     TT.,1.0,4.7,5.0,5.0,5.0,4.0,5.0,4.0,2015,Audi,TT.
2015     Audi     Q3.,18.0,4.5,4.6,4.6,4.6,4.4,4.5,4.4,2015,Audi,Q3.
2015     Audi     S8.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,2015,Audi,S8.
2015     Audi     S5.,13.0,4.8,4.8,4.8,5.0,4.6,4.9,4.8,2015,Audi,S5.
2015     Audi     A3.,95.0,4.5,4.6,4.5,4.6,4.4,4.6,4.4,2015,Audi,A3.
2015     Audi     S4.,17.0,4.7,4.5,4.7,4.8,4.5,4.6,4.8,2015,Audi,S4.
2015     Audi     allroad.,1.0,4.7,5.0,4.0,5.0,4.0,5.0,5.0,2015,Audi,allroad.
2015     Audi     TTS.,1.0,4.7,5.0,5.0,5.0,4.0,4.0,5.0,2015,Audi,TTS.
2015     Audi     RS 5.,7.0,4.7,4.6,4.9,4.9,4.3,5.0,4.6,2015,Audi,RS 5.
2015     Audi     S7.,1.0,4.7,4.0,5.0,5.0,4.0,5.0,5.0,2015,Audi,S7.
2015     Audi     S6.,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,2015,Audi,S6.
2015     Audi     RS 7.,4.0,4.8,5.0,4.5,5.0,4.8,4.5,5.0,2015,Audi,RS 7.
2014     Audi     A8.,25.0,4.8,4.9,4.8,5.0,4.6,4.9,4.7,2014,Audi,A8.
2014     Audi     S6.,8.0,4.5,4.8,4.9,4.5,4.1,4.6,4.2,2014,Audi,S6.
2014     Audi     A4.,59.0,4.6,4.6,4.6,4.7,4.4,4.8,4.5,2014,Audi,A4.
2014     Audi     Q7.,49.0,4.8,4.8,4.7,4.9,4.6,4.8,4.8,2014,Audi,Q7.
2014     Audi     allroad.,9.0,4.6,4.9,4.9,4.6,4.1,4.8,4.6,2014,Audi,allroad.
2014     Audi     RS 5.,15.0,4.8,4.7,4.9,4.8,4.6,4.9,4.8,2014,Audi,RS 5.
2014     Audi     S8.,16.0,4.8,4.9,4.9,4.9,4.7,4.6,4.7,2014,Audi,S8.
2014     Audi     RS 7.,4.0,4.8,5.0,4.8,5.0,4.5,4.8,4.5,2014,Audi,RS 7.
2014     Audi     S4.,26.0,4.7,4.7,4.9,4.7,4.4,4.7,4.5,2014,Audi,S4.
2014     Audi     S5.,21.0,4.7,4.7,4.7,4.9,4.5,4.9,4.8,2014,Audi,S5.
2014     Audi     A6.,46.0,4.8,4.8,4.9,4.7,4.5,4.9,4.7,2014,Audi,A6.
2014     Audi     TT.,6.0,4.1,4.0,4.2,4.7,3.7,4.7,3.8,2014,Audi,TT.
2014     Audi     S7.,10.0,4.8,4.7,5.0,4.9,4.6,5.0,4.9,2014,Audi,S7.
2014     Audi     SQ5.,8.0,4.5,4.5,4.4,4.8,4.1,4.5,4.7,2014,Audi,SQ5.
2014     Audi     Q5 hybrid.,2.0,4.8,5.0,5.0,4.5,4.5,5.0,4.5,2014,Audi,Q5 hybrid.
2014     Audi     A5.,36.0,4.8,4.8,4.8,4.8,4.6,4.9,4.8,2014,Audi,A5.
2014     Audi     R8.,9.0,4.8,4.6,4.8,4.9,4.8,5.0,5.0,2014,Audi,R8.
2014     Audi     A7.,21.0,4.6,4.5,4.7,4.8,4.2,4.9,4.7,2014,Audi,A7.
2014     Audi     Q5.,77.0,4.7,4.7,4.8,4.7,4.5,4.8,4.7,2014,Audi,Q5.
2014     Audi     TTS.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2014,Audi,TTS.
2013     Audi     S5.,35.0,4.9,4.9,4.9,4.9,4.5,4.9,4.9,2013,Audi,S5.
2013     Audi     S4.,29.0,4.7,4.6,4.8,4.9,4.4,4.8,4.8,2013,Audi,S4.
2013     Audi     A8.,28.0,4.8,4.9,5.0,4.9,4.7,4.8,4.6,2013,Audi,A8.
2013     Audi     allroad.,18.0,4.8,4.8,4.9,4.8,4.4,4.9,4.7,2013,Audi,allroad.
2013     Audi     S8.,10.0,5.0,5.0,5.0,4.9,4.8,4.9,5.0,2013,Audi,S8.
2013     Audi     Q7.,28.0,4.2,4.5,4.0,4.1,3.9,4.4,4.1,2013,Audi,Q7.
2013     Audi     S6.,22.0,4.6,4.5,4.9,4.6,4.5,4.5,4.5,2013,Audi,S6.
2013     Audi     TT RS.,12.0,4.8,4.4,4.7,5.0,4.9,5.0,4.8,2013,Audi,TT RS.
2013     Audi     A4.,58.0,4.7,4.7,4.7,4.7,4.6,4.9,4.7,2013,Audi,A4.
2013     Audi     S7.,4.0,4.3,4.7,4.5,4.0,4.0,5.0,3.7,2013,Audi,S7.
2013     Audi     A6.,49.0,4.8,4.8,4.9,4.7,4.6,4.9,4.8,2013,Audi,A6.
2013     Audi     A3.,13.0,4.5,4.4,4.5,4.4,4.5,4.7,4.5,2013,Audi,A3.
2013     Audi     Q5 hybrid.,1.0,4.9,5.0,5.0,5.0,4.0,5.0,5.0,2013,Audi,Q5 hybrid.
2013     Audi     TTS.,2.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,2013,Audi,TTS.
2013     Audi     Q5.,44.0,4.5,4.7,4.7,4.5,4.2,4.6,4.3,2013,Audi,Q5.
2013     Audi     A7.,19.0,4.8,4.9,4.8,4.9,4.5,5.0,4.8,2013,Audi,A7.
2013     Audi     RS 5.,15.0,4.4,4.4,4.4,4.5,4.1,4.7,4.3,2013,Audi,RS 5.
2013     Audi     A5.,45.0,4.6,4.6,4.6,4.5,4.5,4.9,4.5,2013,Audi,A5.
2013     Audi     TT.,5.0,4.2,3.8,4.8,4.2,4.0,4.2,4.0,2013,Audi,TT.
2012     Audi     A7.,56.0,4.6,4.7,4.7,4.6,4.2,4.9,4.5,2012,Audi,A7.
2012     Audi     Q7.,27.0,4.8,4.9,4.7,4.8,4.7,5.0,4.7,2012,Audi,Q7.
2012     Audi     Q5.,72.0,4.6,4.7,4.7,4.7,4.3,4.8,4.5,2012,Audi,Q5.
2012     Audi     R8.,16.0,4.8,4.6,4.9,4.9,4.5,5.0,4.7,2012,Audi,R8.
2012     Audi     A4.,50.0,4.6,4.7,4.7,4.7,4.4,4.8,4.5,2012,Audi,A4.
2012     Audi     S5.,24.0,4.6,4.6,4.6,4.6,4.2,4.9,4.3,2012,Audi,S5.
2012     Audi     A8.,12.0,4.6,4.9,4.8,4.8,4.3,4.8,4.1,2012,Audi,A8.
2012     Audi     TTS.,2.0,3.5,3.5,4.0,3.5,2.5,4.0,3.5,2012,Audi,TTS.
2012     Audi     A6.,62.0,4.7,4.8,4.7,4.7,4.5,4.7,4.6,2012,Audi,A6.
2012     Audi     A5.,28.0,4.6,4.7,4.7,4.5,4.5,4.9,4.6,2012,Audi,A5.
2012     Audi     TT.,3.0,4.9,4.7,5.0,5.0,4.7,5.0,4.7,2012,Audi,TT.
2012     Audi     A3.,15.0,4.6,4.6,4.5,4.5,4.5,4.8,4.6,2012,Audi,A3.
2023     BMW     X7.,2.0,4.9,5.0,5.0,5.0,4.5,4.5,5.0,2023,BMW,X7.
2023     BMW     760.,,,,,,,,,2023,BMW,760.
2023     BMW     740.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023,BMW,740.
2023     BMW     X5 PHEV.,,,,,,,,,2023,BMW,X5 PHEV.
2023     BMW     X5.,,,,,,,,,2023,BMW,X5.
2023     BMW     430.,,,,,,,,,2023,BMW,430.
2023     BMW     M550.,,,,,,,,,2023,BMW,M550.
2023     BMW     X6.,,,,,,,,,2023,BMW,X6.
2023     BMW     530e.,,,,,,,,,2023,BMW,530e.
2023     BMW     X3.,,,,,,,,,2023,BMW,X3.
2023     BMW     X6 M.,,,,,,,,,2023,BMW,X6 M.
2023     BMW     M440.,,,,,,,,,2023,BMW,M440.
2023     BMW     X4.,2.0,4.7,5.0,5.0,4.5,4.5,5.0,4.5,2023,BMW,X4.
2023     BMW     430 Gran Coupe.,,,,,,,,,2023,BMW,430 Gran Coupe.
2023     BMW     M340.,2.0,4.6,4.0,4.0,5.0,5.0,5.0,5.0,2023,BMW,M340.
2023     BMW     M440 Gran Coupe.,,,,,,,,,2023,BMW,M440 Gran Coupe.
2023     BMW     M4.,,,,,,,,,2023,BMW,M4.
2023     BMW     540.,,,,,,,,,2023,BMW,540.
2023     BMW     X3 M.,,,,,,,,,2023,BMW,X3 M.
2023     BMW     M8.,,,,,,,,,2023,BMW,M8.
2023     BMW     330.,,,,,,,,,2023,BMW,330.
2023     BMW     330e.,,,,,,,,,2023,BMW,330e.
2023     BMW     M5.,,,,,,,,,2023,BMW,M5.
2023     BMW     840 Gran Coupe.,,,,,,,,,2023,BMW,840 Gran Coupe.
2023     BMW     X5 M.,,,,,,,,,2023,BMW,X5 M.
2023     BMW     X1.,,,,,,,,,2023,BMW,X1.
2023     BMW     M235 Gran Coupe.,,,,,,,,,2023,BMW,M235 Gran Coupe.
2023     BMW     Z4.,,,,,,,,,2023,BMW,Z4.
2023     BMW     M3.,,,,,,,,,2023,BMW,M3.
2023     BMW     840.,,,,,,,,,2023,BMW,840.
2023     BMW     M240.,,,,,,,,,2023,BMW,M240.
2023     BMW     ALPINA B8 Gran Coupe.,,,,,,,,,2023,BMW,ALPINA B8 Gran Coupe.
2023     BMW     230.,,,,,,,,,2023,BMW,230.
2023     BMW     X4 M.,,,,,,,,,2023,BMW,X4 M.
2023     BMW     M850 Gran Coupe.,,,,,,,,,2023,BMW,M850 Gran Coupe.
2023     BMW     530.,,,,,,,,,2023,BMW,530.
2023     BMW     228 Gran Coupe.,,,,,,,,,2023,BMW,228 Gran Coupe.
2023     BMW     M850.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023,BMW,M850.
2023     BMW     M2.,,,,,,,,,2023,BMW,M2.
2023     BMW     X2.,,,,,,,,,2023,BMW,X2.
2022     BMW     M550.,1.0,4.9,5.0,5.0,5.0,4.0,5.0,5.0,2022,BMW,M550.
2022     BMW     430 Gran Coupe.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022,BMW,430 Gran Coupe.
2022     BMW     M5.,,,,,,,,,2022,BMW,M5.
2022     BMW     X3.,,,,,,,,,2022,BMW,X3.
2022     BMW     Z4.,,,,,,,,,2022,BMW,Z4.
2022     BMW     M4.,,,,,,,,,2022,BMW,M4.
2022     BMW     M340.,,,,,,,,,2022,BMW,M340.
2022     BMW     X2.,2.0,4.8,5.0,4.5,5.0,4.5,4.5,5.0,2022,BMW,X2.
2022     BMW     X5 PHEV.,,,,,,,,,2022,BMW,X5 PHEV.
2022     BMW     X6.,,,,,,,,,2022,BMW,X6.
2022     BMW     330e.,2.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,2022,BMW,330e.
2022     BMW     540.,1.0,4.4,4.0,5.0,5.0,4.0,4.0,5.0,2022,BMW,540.
2022     BMW     X7.,,,,,,,,,2022,BMW,X7.
2022     BMW     X5.,4.0,4.8,4.5,5.0,5.0,4.2,5.0,4.8,2022,BMW,X5.
2022     BMW     228 Gran Coupe.,,,,,,,,,2022,BMW,228 Gran Coupe.
2022     BMW     530.,,,,,,,,,2022,BMW,530.
2022     BMW     740.,,,,,,,,,2022,BMW,740.
2022     BMW     430.,,,,,,,,,2022,BMW,430.
2022     BMW     M3.,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,2022,BMW,M3.
2022     BMW     X3 M.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022,BMW,X3 M.
2022     BMW     750.,,,,,,,,,2022,BMW,750.
2022     BMW     M8.,,,,,,,,,2022,BMW,M8.
2022     BMW     M440 Gran Coupe.,,,,,,,,,2022,BMW,M440 Gran Coupe.
2022     BMW     330.,,,,,,,,,2022,BMW,330.
2022     BMW     M240.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022,BMW,M240.
2022     BMW     X5 M.,,,,,,,,,2022,BMW,X5 M.
2022     BMW     M235 Gran Coupe.,,,,,,,,,2022,BMW,M235 Gran Coupe.
2022     BMW     840.,,,,,,,,,2022,BMW,840.
2022     BMW     230.,,,,,,,,,2022,BMW,230.
2022     BMW     X6 M.,1.0,4.6,5.0,4.0,5.0,4.0,5.0,5.0,2022,BMW,X6 M.
2022     BMW     M440.,,,,,,,,,2022,BMW,M440.
2022     BMW     M850 Gran Coupe.,,,,,,,,,2022,BMW,M850 Gran Coupe.
2022     BMW     X1.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022,BMW,X1.
2022     BMW     ALPINA B8 Gran Coupe.,,,,,,,,,2022,BMW,ALPINA B8 Gran Coupe.
2022     BMW     840 Gran Coupe.,,,,,,,,,2022,BMW,840 Gran Coupe.
2022     BMW     X4 M.,,,,,,,,,2022,BMW,X4 M.
2022     BMW     ALPINA B7.,,,,,,,,,2022,BMW,ALPINA B7.
2022     BMW     X4.,,,,,,,,,2022,BMW,X4.
2022     BMW     530e.,,,,,,,,,2022,BMW,530e.
2022     BMW     M760.,,,,,,,,,2022,BMW,M760.
2022     BMW     M850.,,,,,,,,,2022,BMW,M850.
2022     BMW     745e.,,,,,,,,,2022,BMW,745e.
2021     BMW     X4 M.,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,2021,BMW,X4 M.
2021     BMW     X6.,6.0,4.8,5.0,5.0,4.7,4.5,5.0,4.7,2021,BMW,X6.
2021     BMW     750.,1.0,4.9,5.0,5.0,5.0,4.0,5.0,5.0,2021,BMW,750.
2021     BMW     M2.,2.0,4.4,2.5,4.0,5.0,5.0,5.0,4.5,2021,BMW,M2.
2021     BMW     740.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,740.
2021     BMW     228 Gran Coupe.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,228 Gran Coupe.
2021     BMW     530.,3.0,5.0,5.0,5.0,5.0,4.7,5.0,5.0,2021,BMW,530.
2021     BMW     X3.,29.0,4.7,4.8,4.7,4.8,4.5,4.8,4.6,2021,BMW,X3.
2021     BMW     ALPINA XB7.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,ALPINA XB7.
2021     BMW     M4.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,M4.
2021     BMW     X3 PHEV.,8.0,4.4,4.9,4.8,4.8,4.1,4.4,3.8,2021,BMW,X3 PHEV.
2021     BMW     M760.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021,BMW,M760.
2021     BMW     X5.,26.0,4.8,4.9,5.0,4.9,4.6,4.9,4.9,2021,BMW,X5.
2021     BMW     X1.,3.0,5.0,5.0,5.0,5.0,4.7,5.0,5.0,2021,BMW,X1.
2021     BMW     M850 Gran Coupe.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,M850 Gran Coupe.
2021     BMW     M3.,1.0,4.9,5.0,5.0,5.0,5.0,5.0,4.0,2021,BMW,M3.
2021     BMW     530e.,2.0,4.4,4.5,4.5,5.0,4.0,4.5,4.0,2021,BMW,530e.
2021     BMW     X4.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,X4.
2021     BMW     X5 M.,3.0,4.9,4.7,5.0,5.0,4.7,5.0,5.0,2021,BMW,X5 M.
2021     BMW     X7.,10.0,5.0,5.0,5.0,4.9,4.9,5.0,5.0,2021,BMW,X7.
2021     BMW     X6 M.,,,,,,,,,2021,BMW,X6 M.
2021     BMW     M8 Gran Coupe.,,,,,,,,,2021,BMW,M8 Gran Coupe.
2021     BMW     M440.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,M440.
2021     BMW     X3 M.,5.0,4.9,5.0,5.0,5.0,4.8,4.8,4.8,2021,BMW,X3 M.
2021     BMW     Z4.,1.0,4.4,4.0,5.0,5.0,4.0,4.0,4.0,2021,BMW,Z4.
2021     BMW     M550.,3.0,4.9,4.7,4.7,5.0,4.7,5.0,5.0,2021,BMW,M550.
2021     BMW     840 Gran Coupe.,,,,,,,,,2021,BMW,840 Gran Coupe.
2021     BMW     540.,4.0,4.9,5.0,5.0,5.0,4.8,5.0,4.8,2021,BMW,540.
2021     BMW     430.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,430.
2021     BMW     840.,,,,,,,,,2021,BMW,840.
2021     BMW     330.,12.0,4.9,4.8,4.8,4.9,4.8,4.9,4.8,2021,BMW,330.
2021     BMW     M235 Gran Coupe.,3.0,4.9,4.7,5.0,5.0,4.7,5.0,5.0,2021,BMW,M235 Gran Coupe.
2021     BMW     330e.,,,,,,,,,2021,BMW,330e.
2021     BMW     X2.,3.0,4.9,5.0,5.0,4.7,4.7,5.0,5.0,2021,BMW,X2.
2021     BMW     M5.,2.0,4.6,3.5,5.0,5.0,4.0,5.0,5.0,2021,BMW,M5.
2021     BMW     M340.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,M340.
2021     BMW     X5 PHEV.,6.0,4.5,4.7,4.5,4.8,4.0,4.3,4.7,2021,BMW,X5 PHEV.
2021     BMW     M850.,,,,,,,,,2021,BMW,M850.
2021     BMW     M240.,1.0,4.9,5.0,5.0,5.0,5.0,4.0,5.0,2021,BMW,M240.
2021     BMW     230.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,BMW,230.
2020     BMW     430 Gran Coupe.,,,,,,,,,2020,BMW,430 Gran Coupe.
2020     BMW     X6 M.,2.0,4.0,3.5,4.0,5.0,3.5,4.5,3.5,2020,BMW,X6 M.
2020     BMW     M4.,1.0,4.9,5.0,5.0,5.0,4.0,5.0,5.0,2020,BMW,M4.
2020     BMW     X4 M.,5.0,4.9,4.8,5.0,5.0,4.8,5.0,5.0,2020,BMW,X4 M.
2020     BMW     440 Gran Coupe.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,BMW,440 Gran Coupe.
2020     BMW     X5.,55.0,4.7,4.8,4.9,4.8,4.4,4.7,4.7,2020,BMW,X5.
2020     BMW     M340.,31.0,4.9,4.7,4.8,5.0,4.7,4.9,4.9,2020,BMW,M340.
2020     BMW     M850.,4.0,4.9,5.0,5.0,5.0,4.2,5.0,5.0,2020,BMW,M850.
2020     BMW     228 Gran Coupe.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,BMW,228 Gran Coupe.
2020     BMW     750.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,BMW,750.
2020     BMW     X7.,23.0,4.9,5.0,5.0,5.0,4.7,4.9,4.9,2020,BMW,X7.
2020     BMW     330.,26.0,4.6,4.8,4.7,4.5,4.2,4.7,4.7,2020,BMW,330.
2020     BMW     X6.,,,,,,,,,2020,BMW,X6.
2020     BMW     540.,2.0,4.8,5.0,5.0,5.0,4.0,5.0,4.5,2020,BMW,540.
2020     BMW     840.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,BMW,840.
2020     BMW     X3 M.,17.0,4.6,4.2,4.8,4.9,4.1,4.9,4.6,2020,BMW,X3 M.
2020     BMW     M235 Gran Coupe.,,,,,,,,,2020,BMW,M235 Gran Coupe.
2020     BMW     M2.,11.0,4.5,4.3,4.8,4.6,4.1,4.9,4.2,2020,BMW,M2.
2020     BMW     Z4.,13.0,4.7,4.8,4.6,5.0,4.5,4.9,4.5,2020,BMW,Z4.
2020     BMW     430.,8.0,4.9,4.9,5.0,4.9,4.8,5.0,5.0,2020,BMW,430.
2020     BMW     M5.,4.0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,2020,BMW,M5.
2020     BMW     530e.,,,,,,,,,2020,BMW,530e.
2020     BMW     X3.,51.0,4.9,5.0,4.9,4.9,4.7,4.9,4.9,2020,BMW,X3.
2020     BMW     740.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,BMW,740.
2020     BMW     M850 Gran Coupe.,6.0,4.9,4.7,5.0,5.0,4.8,4.8,4.8,2020,BMW,M850 Gran Coupe.
2020     BMW     X1.,14.0,4.9,4.7,4.9,5.0,4.7,4.9,4.9,2020,BMW,X1.
2020     BMW     X2.,12.0,4.9,4.8,5.0,5.0,4.8,5.0,4.9,2020,BMW,X2.
2020     BMW     840 Gran Coupe.,1.0,4.9,5.0,5.0,5.0,4.0,5.0,5.0,2020,BMW,840 Gran Coupe.
2020     BMW     440.,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,2020,BMW,440.
2020     BMW     M550.,7.0,4.9,5.0,5.0,5.0,4.7,4.3,4.9,2020,BMW,M550.
2020     BMW     M760.,1.0,3.3,3.0,3.0,4.0,4.0,3.0,,2020,BMW,M760.
2020     BMW     M8.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,BMW,M8.
2020     BMW     230.,5.0,4.9,4.8,4.6,5.0,4.8,5.0,5.0,2020,BMW,230.
2020     BMW     530.,4.0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,2020,BMW,530.
2020     BMW     X3 PHEV.,,,,,,,,,2020,BMW,X3 PHEV.
2020     BMW     ALPINA B7.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,BMW,ALPINA B7.
2020     BMW     X4.,7.0,4.9,5.0,5.0,4.9,4.7,4.9,5.0,2020,BMW,X4.
2020     BMW     745e.,,,,,,,,,2020,BMW,745e.
2020     BMW     X5 M.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,BMW,X5 M.
2020     BMW     M240.,8.0,4.8,4.9,4.5,5.0,4.5,4.5,5.0,2020,BMW,M240.
2020     BMW     i8.,,,,,,,,,2020,BMW,i8.
2019     BMW     X3.,100.0,4.7,4.7,4.7,4.8,4.3,4.8,4.6,2019,BMW,X3.
2019     BMW     330.,31.0,4.9,4.9,4.9,5.0,4.6,4.9,4.9,2019,BMW,330.
2019     BMW     530e.,11.0,4.7,4.9,4.7,4.6,4.7,4.7,4.5,2019,BMW,530e.
2019     BMW     X5.,56.0,4.7,4.9,4.8,4.9,4.4,4.7,4.6,2019,BMW,X5.
2019     BMW     530.,15.0,4.8,4.9,4.8,4.8,4.5,4.9,4.7,2019,BMW,530.
2019     BMW     M5.,8.0,4.7,4.6,4.8,5.0,4.4,4.8,4.8,2019,BMW,M5.
2019     BMW     X6 M.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2019,BMW,X6 M.
2019     BMW     M850.,5.0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,2019,BMW,M850.
2019     BMW     Z4.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2019,BMW,Z4.
2019     BMW     i8.,8.0,4.6,4.6,4.2,4.6,4.0,5.0,4.6,2019,BMW,i8.
2019     BMW     740.,2.0,4.4,5.0,4.0,4.5,4.0,4.0,4.5,2019,BMW,740.
2019     BMW     X4.,21.0,4.6,4.6,4.9,4.7,4.1,4.8,4.5,2019,BMW,X4.
2019     BMW     430 Gran Coupe.,16.0,4.7,4.8,4.7,4.9,4.4,4.9,4.6,2019,BMW,430 Gran Coupe.
2019     BMW     440 Gran Coupe.,10.0,4.8,4.9,4.8,5.0,4.4,5.0,4.9,2019,BMW,440 Gran Coupe.
2019     BMW     M6 Gran Coupe.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,2019,BMW,M6 Gran Coupe.
2019     BMW     ALPINA B7.,,,,,,,,,2019,BMW,ALPINA B7.
2019     BMW     M2.,8.0,4.8,4.6,4.5,5.0,4.6,4.9,5.0,2019,BMW,M2.
2019     BMW     750.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2019,BMW,750.
2019     BMW     X1.,18.0,4.7,4.8,4.7,4.8,4.7,4.8,4.6,2019,BMW,X1.
2019     BMW     M4.,2.0,4.6,4.0,4.5,5.0,4.0,5.0,4.5,2019,BMW,M4.
2019     BMW     X7.,22.0,4.1,4.5,4.6,4.0,3.4,4.5,3.5,2019,BMW,X7.
2019     BMW     M760.,,,,,,,,,2019,BMW,M760.
2019     BMW     540.,17.0,4.9,4.9,4.9,5.0,4.6,5.0,4.8,2019,BMW,540.
2019     BMW     X6.,8.0,4.0,4.0,4.5,3.5,3.6,4.8,3.5,2019,BMW,X6.
2019     BMW     X2.,7.0,4.6,4.7,4.9,4.6,4.1,4.9,4.7,2019,BMW,X2.
2019     BMW     440.,7.0,4.3,4.4,4.1,4.9,3.4,5.0,4.2,2019,BMW,440.
2019     BMW     640 Gran Coupe.,,,,,,,,,2019,BMW,640 Gran Coupe.
2019     BMW     740e.,,,,,,,,,2019,BMW,740e.
2019     BMW     650 Gran Coupe.,,,,,,,,,2019,BMW,650 Gran Coupe.
2019     BMW     M550.,3.0,4.5,5.0,4.7,5.0,3.7,4.0,4.0,2019,BMW,M550.
2019     BMW     430.,8.0,4.9,4.9,4.8,5.0,4.9,5.0,5.0,2019,BMW,430.
2019     BMW     230.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2019,BMW,230.
2019     BMW     640 Gran Turismo.,3.0,4.7,5.0,5.0,5.0,3.7,4.7,5.0,2019,BMW,640 Gran Turismo.
2019     BMW     M240.,6.0,4.7,4.8,4.8,5.0,4.2,4.8,4.3,2019,BMW,M240.
2018     BMW     X2.,42.0,4.7,4.6,4.7,4.7,4.5,4.9,4.6,2018,BMW,X2.
2018     BMW     X5.,67.0,4.8,4.8,4.9,4.9,4.5,4.9,4.8,2018,BMW,X5.
2018     BMW     M240.,20.0,4.6,4.6,4.4,4.8,4.4,4.6,4.8,2018,BMW,M240.
2018     BMW     540d.,1.0,4.7,5.0,5.0,5.0,3.0,5.0,5.0,2018,BMW,540d.
2018     BMW     330e.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2018,BMW,330e.
2018     BMW     530.,19.0,4.8,4.8,4.8,4.8,4.4,4.8,4.8,2018,BMW,530.
2018     BMW     340.,16.0,4.9,4.9,4.8,5.0,4.7,4.9,4.9,2018,BMW,340.
2018     BMW     M550.,13.0,4.6,4.8,4.8,4.9,4.3,4.5,4.2,2018,BMW,M550.
