id,case_id,party_number,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,direction_of_travel,party_safety_equipment_1,party_safety_equipment_2,financial_responsibility,hazardous_materials,cellphone_in_use,cellphone_use_type,school_bus_related,oaf_violation_code,oaf_violation_category,oaf_violation_section,oaf_violation_suffix,other_associate_factor_1,other_associate_factor_2,party_number_killed,party_number_injured,movement_preceding_collision,vehicle_year,vehicle_make,statewide_vehicle_type,chp_vehicle_type_towing,chp_vehicle_type_towed,party_race
125,3982886,2,driver,1,male,21,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other unsafe turning,2007,toyota,passenger car,"passenger car, station",00,other
126,3982887,1,,1,,,impairment unknown,G,,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1980,ford,,,00,
127,3982887,2,driver,0,male,17,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2001,ford,,,00,white
128,3982888,1,driver,1,male,82,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,backing,1999,ford,other vehicle,motor home,00,white
129,3982888,2,driver,0,female,57,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,1993,isuzu,passenger car,"passenger car, station",00,white
130,3982890,1,driver,1,,,impairment unknown,G,west,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,entering traffic,,,pickup or panel truck,pickups & panels,00,
131,3982890,2,driver,0,male,78,had not been drinking,,west,other,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,1992,nissan,passenger car,"passenger car, station",00,white
132,3982891,1,driver,1,male,26,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2007,ford,,,00,white
133,3982891,2,driver,0,male,35,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2002,ford,,,00,black
134,3982892,1,driver,1,female,30,"had been drinking, not under influence",,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other unsafe turning,2000,toyota,passenger car,"passenger car, station",00,hispanic
135,3982892,2,parked vehicle,0,,,not applicable,not applicable,north,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,crossed into opposing lane,1995,toyota,passenger car,"passenger car, station",00,
136,3982894,1,driver,1,male,21,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,1995,ford,passenger car,"passenger car, station",00,other
137,3982894,2,driver,0,male,47,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2007,dodge,passenger car,"passenger car, station",00,white
138,3982895,1,driver,1,male,16,had not been drinking,,south,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,passing other vehicle,2006,scion,passenger car,"passenger car, station",00,hispanic
139,3982896,1,driver,1,male,20,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,entering traffic,2004,ford,pickup or panel truck,pickups & panels,00,white
140,3982896,2,driver,0,male,22,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2001,mercury,passenger car,"passenger car, station",00,black
141,3982898,1,driver,1,male,18,had not been drinking,,north,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,entering traffic,2003,mazda,passenger car,,,other
142,3982898,2,driver,0,female,71,had not been drinking,,north,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1999,toyota,passenger car,,,hispanic
143,3982899,1,driver,1,female,81,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1991,chevrolet,passenger car,"passenger car, station",00,white
144,3982899,2,driver,0,female,18,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,dodge,passenger car,"passenger car, station",00,hispanic
145,3982899,3,driver,0,female,17,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,honda,passenger car,"passenger car, station",00,hispanic
146,3982900,1,driver,0,male,31,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2008,gmc,passenger car,sport utility vehicle,00,black
147,3982900,2,driver,1,,,impairment unknown,G,west,unknown,,,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,,,pickup or panel truck,pickups & panels,00,
148,3982902,1,driver,1,female,20,had not been drinking,,south,lap/shoulder harness used,,proof of insurance obtained,,1,cellphone in use,,,,,,none apparent,,0,1,proceeding straight,2008,toyota,passenger car,,,other
149,3982902,2,driver,0,male,33,had not been drinking,,south,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2007,honda,passenger car,,,hispanic
150,3982903,1,driver,1,male,37,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,toyota,pickup or panel truck,pickups & panels,00,white
151,3982903,2,driver,0,male,18,had not been drinking,,west,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,2,proceeding straight,2000,toyota,passenger car,"passenger car, station",00,hispanic
152,3982904,1,driver,1,female,61,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,proceeding straight,1996,toyota,passenger car,"passenger car, station",00,white
153,3982904,2,driver,0,female,57,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,stopped,2003,chrysler,passenger car,"passenger car, station",00,white
154,3982904,3,driver,0,female,46,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,stopped,2003,chevrolet,passenger car,sport utility vehicle,00,white
155,3982906,1,driver,1,female,67,"had been drinking, impairment unknown",,north,lap/shoulder harness used,,proof of insurance obtained,,,no cellphone/unknown,,,,,,,,0,0,making left turn,2005,toyota,passenger car,,,asian
156,3982906,2,driver,0,male,25,impairment unknown,G,west,"driver, motorcycle helmet used",,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,1,proceeding straight,2008,kawasaki,motorcycle or scooter,,,white
157,3982907,1,driver,1,male,36,had not been drinking,,south,,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,backing,1990,chevrolet,,,00,hispanic
158,3982907,2,driver,0,male,35,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,1995,ford,,,00,hispanic
159,3982908,1,driver,1,female,50,had not been drinking,,south,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,inattention,,0,0,proceeding straight,2000,subaru,passenger car,"passenger car, station",00,white
160,3982908,2,driver,0,male,25,had not been drinking,,south,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2006,lexus,passenger car,"passenger car, station",00,white
161,3982908,3,driver,0,male,51,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2004,volvo,passenger car,"passenger car, station",00,white
162,3982908,4,driver,0,female,43,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2009,dodge,passenger car,"passenger car, station",00,hispanic
163,3982910,1,bicyclist,1,male,15,had not been drinking,,south,,,not applicable,,0,cellphone not in use,,,,,,violation,,0,1,proceeding straight,,,bicycle,,,asian
164,3982910,2,driver,0,male,58,had not been drinking,,west,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2007,mercedes-benz,passenger car,,,other
165,3982911,1,driver,1,female,40,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,inattention,,0,0,proceeding straight,2002,toyota,,,00,hispanic
166,3982911,2,driver,0,male,47,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,1989,dodge,,,00,white
167,3982911,3,driver,0,male,54,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2008,ford,,,00,white
168,3982912,1,driver,0,male,78,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2001,honda,passenger car,"passenger car, station",00,white
169,3982912,2,driver,0,male,22,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,pontiac,passenger car,"passenger car, station",00,white
170,3982914,1,bicyclist,1,male,21,had not been drinking,,west,,,not applicable,,1,cellphone in use,,,,,,none apparent,,0,1,traveling wrong way,,,bicycle,,,hispanic
171,3982914,2,driver,0,,43,had not been drinking,,north,lap/shoulder harness used,,no proof of insurance obtained,,1,cellphone in use,,,,,,none apparent,,0,0,making right turn,2003,honda,passenger car,,,white
172,3982915,1,driver,0,female,19,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,1996,honda,passenger car,"passenger car, station",00,hispanic
173,3982915,2,driver,0,female,22,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1999,ford,passenger car,"passenger car, station",00,white
174,3982916,1,driver,1,female,49,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,inattention,,0,0,proceeding straight,2007,ford,passenger car,mini-vans,00,white
175,3982916,2,driver,0,female,39,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,2005,toyota,passenger car,mini-vans,00,asian
176,3982918,1,bicyclist,1,male,59,had not been drinking,,west,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,,,bicycle,,,asian
177,3982918,2,driver,0,female,49,had not been drinking,,north,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2005,honda,passenger car,,,asian
178,3982919,1,driver,1,male,18,,,north,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,,,0,0,,2003,toyota,,,00,hispanic
179,3982919,2,driver,0,male,20,,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,,,0,1,,2004,ford,,,00,
180,3982920,1,driver,1,male,29,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,chevrolet,pickup or panel truck,pickups & panels,00,white
181,3982920,2,driver,0,female,49,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2004,mazda,passenger car,"passenger car, station",00,hispanic
182,3982922,1,driver,1,male,51,had not been drinking,,east,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,unsafe speed,22350,,violation,,0,0,changing lanes,2004,ford,pickup or panel truck,,,other
183,3982922,2,driver,0,female,84,had not been drinking,,east,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,2,proceeding straight,2000,saturn,passenger car,,,white
184,3982923,1,driver,1,male,32,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,dodge,,,00,hispanic
185,3982923,2,driver,0,female,47,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2004,mercury,,,00,white
186,3982924,1,driver,1,male,64,had not been drinking,,north,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,1994,chevrolet,passenger car,"passenger car, station",00,other
