"name","nickname","wins","losses","draws","height_cm","weight_in_kg","reach_in_cm","stance","date_of_birth","significant_strikes_landed_per_minute","significant_striking_accuracy","significant_strikes_absorbed_per_minute","significant_strike_defence","average_takedowns_landed_per_15_minutes","takedown_accuracy","takedown_defense","average_submissions_attempted_per_15_minutes"
"Matt Horwich","Suave","30","25","1","185.42","83.91","","Orthodox","1978-10-02","1.11","62.0","2.16","38.0","0.33","9.0","28.0","2.7"
"Charles McCarthy","Chainsaw","10","5","0","177.8","83.91","180.34","Orthodox","1980-08-06","0.18","12.0","4.03","56.0","2.67","60.0","0.0","2.7"
"Jeff Bedard","Little Popeye","13","3","0","167.64","65.77","","Orthodox","1970-02-06","0.8","51.0","0.0","100.0","3.43","66.0","100.0","2.6"
"Roybert Echeverria","The Unbroken","7","1","0","165.1","56.7","170.18","Switch","1995-08-21","2.95","53.0","2.52","57.0","0.0","0.0","71.0","2.6"
"Julian Marquez","The Cuban Missile Crisis","9","4","0","187.96","83.91","182.88","Orthodox","1990-05-08","4.86","44.0","4.99","51.0","0.0","0.0","53.0","2.6"
"Allan Goes","","10","5","2","182.88","92.99","","Orthodox","1971-04-20","0.64","52.0","1.35","41.0","1.75","40.0","0.0","2.6"
"Joseph Morales","","9","2","0","167.64","56.7","175.26","Switch","1994-08-22","1.58","37.0","1.72","60.0","0.53","50.0","23.0","2.6"
"Nick Thompson","The Goat","38","14","1","185.42","77.11","187.96","Orthodox","1981-06-23","1.87","42.0","1.8","49.0","1.06","100.0","35.0","2.6"
"Dustin Pague","The Disciple","12","11","0","175.26","61.23","187.96","Orthodox","1987-08-05","1.65","53.0","2.96","41.0","1.03","44.0","55.0","2.6"
"Coty Wheeler","Ox","14","5","0","167.64","61.23","170.18","Orthodox","1978-10-11","1.88","22.0","3.16","59.0","0.87","37.0","33.0","2.6"
"Lu Kai","The Last Gladiator","8","5","0","175.26","65.77","175.26","Orthodox","1994-03-01","3.76","43.0","5.51","55.0","2.62","50.0","100.0","2.6"
"Renato Sobral","Babalu","37","11","0","185.42","92.99","190.5","Orthodox","1975-09-07","2.23","45.0","1.53","57.0","2.48","42.0","65.0","2.6"
"Daniel Roberts","Ninja","15","7","0","177.8","77.11","187.96","Southpaw","1980-08-05","0.73","20.0","2.27","46.0","2.46","44.0","40.0","2.5"
"Keigo Kunihara","","3","2","0","182.88","106.59","","Orthodox","","0.17","10.0","1.99","57.0","4.97","40.0","100.0","2.5"
"Jeimeson Saudino","The Minion","8","5","0","167.64","61.23","","","","0.66","30.0","0.82","84.0","2.47","50.0","0.0","2.5"
"Marloes Coenen","","23","8","0","175.26","65.77","170.18","","","2.15","51.0","1.9","67.0","0.82","30.0","41.0","2.5"
"Daniel Spohn","Dragon","15","6","0","193.04","92.99","200.66","Southpaw","1984-10-12","2.42","49.0","1.6","53.0","0.0","0.0","28.0","2.5"
"Andre Petroski","","10","3","0","182.88","83.91","185.42","Switch","1991-06-12","3.61","51.0","3.03","51.0","4.48","54.0","71.0","2.5"
"Dave Menne","The Warrior","45","17","2","177.8","77.11","","Orthodox","1974-07-29","1.84","44.0","1.99","42.0","0.46","50.0","57.0","2.5"
"Kyle Kurtz","","7","5","0","","77.11","","","","1.31","36.0","2.95","52.0","1.23","20.0","0.0","2.5"
"Renato Verissimo","Charuto","7","5","0","185.42","77.11","","Orthodox","1973-08-03","0.92","48.0","1.87","47.0","1.46","30.0","50.0","2.5"
"Ken Shamrock","The World's Most Dangerous Man","28","17","2","185.42","92.99","182.88","Orthodox","1964-02-11","1.47","46.0","4.3","39.0","0.94","60.0","44.0","2.5"
"Lumumba Sayers","","6","5","0","182.88","83.91","","","","2.54","41.0","2.37","48.0","7.63","75.0","0.0","2.5"
"Dale Hartt","","6","3","0","177.8","70.31","175.26","Orthodox","1979-04-04","1.14","35.0","1.55","66.0","1.22","100.0","25.0","2.5"
"Thomas Petersen","The Train","8","1","0","185.42","119.75","187.96","Southpaw","1995-03-30","3.59","73.0","2.45","40.0","7.34","100.0","100.0","2.5"
"Tom Murphy","","8","0","0","187.96","102.97","","Southpaw","1974-11-19","2.5","71.0","0.17","84.0","7.51","85.0","0.0","2.5"
"Naoki Inoue","","11","1","0","175.26","56.7","180.34","Orthodox","1997-06-14","3.67","35.0","3.37","60.0","0.0","0.0","60.0","2.5"
"Phil Cardella","","8","5","0","180.34","70.31","","","","2.47","50.0","2.0","57.0","0.0","0.0","11.0","2.5"
"Clayton Carpenter","","7","0","0","167.64","56.7","167.64","Orthodox","1996-06-09","4.5","51.0","2.85","60.0","2.47","50.0","0.0","2.5"
"Ivan Salaverry","","14","9","0","182.88","83.91","","Orthodox","1971-01-11","3.01","47.0","1.19","76.0","0.49","18.0","36.0","2.5"
"Keisuke Fujiwara","","17","12","5","167.64","63.05","","Switch","","0.73","44.0","1.2","47.0","0.0","0.0","23.0","2.5"
"Cody McKenzie","","16","10","0","182.88","70.31","182.88","Switch","1987-12-16","1.74","34.0","2.5","67.0","2.5","25.0","14.0","2.5"
"Tamdan McCrory","The Barncat","14","5","0","193.04","83.91","193.04","Switch","1986-11-05","2.07","49.0","1.6","46.0","2.28","50.0","33.0","2.5"
"Liam McGeary","","12","2","0","198.12","92.99","","","","1.28","48.0","1.92","50.0","0.51","100.0","0.0","2.5"
"Jailton Almeida","Malhadinho","20","2","0","190.5","92.99","200.66","Orthodox","1991-06-26","2.78","64.0","0.52","43.0","5.14","55.0","75.0","2.4"
"Doug Marshall","The Rhino","18","8","0","177.8","92.99","","Orthodox","1975-09-09","6.99","46.0","4.02","60.0","0.0","0.0","66.0","2.4"
"Mark Weir","The Wizard","21","18","1","187.96","83.91","","Southpaw","1967-09-19","1.54","56.0","2.5","38.0","0.8","50.0","25.0","2.4"
"Shane del Rosario","","11","2","0","193.04","113.4","","Southpaw","1983-09-23","3.93","60.0","2.97","54.0","1.2","40.0","16.0","2.4"
"Juan Espino","El Guapo","11","2","0","190.5","115.67","203.2","Orthodox","1980-10-09","2.38","70.0","1.95","40.0","8.93","78.0","50.0","2.4"
"Jason Lambert","The Punisher","26","13","0","190.5","83.91","190.5","Orthodox","1975-06-03","3.21","58.0","1.84","50.0","1.35","36.0","28.0","2.4"
"Noad Lahat","Neo","11","2","0","175.26","65.77","175.26","Orthodox","1984-06-08","2.79","46.0","1.47","63.0","2.37","26.0","16.0","2.4"
"Paddy Pimblett","The Baddy","20","3","0","177.8","70.31","185.42","Orthodox","1995-01-03","4.19","46.0","3.48","41.0","0.97","25.0","56.0","2.4"
"Gabriel Miranda","Fly","17","6","0","180.34","65.77","180.34","Orthodox","1990-03-25","3.52","51.0","6.88","39.0","4.8","40.0","0.0","2.4"
"Rob Kimmons","The Rosedale Reaper","25","9","0","177.8","83.91","185.42","Orthodox","1981-01-30","1.86","48.0","4.79","38.0","2.08","46.0","25.0","2.4"
"Hermes Franca","","24","17","0","167.64","70.31","180.34","Orthodox","1974-08-26","1.78","39.0","2.85","55.0","1.53","36.0","37.0","2.4"
"Cesar Arzamendia","Goku","8","3","0","180.34","70.31","","Orthodox","1991-01-31","5.37","45.0","5.2","56.0","7.32","75.0","0.0","2.4"
"Antonio Rodrigo Nogueira","Minotauro","34","10","1","190.5","108.86","195.58","Orthodox","1976-06-02","1.95","42.0","2.4","55.0","1.3","29.0","36.0","2.4"
"Chris Lytle","Lights Out","31","18","5","180.34","77.11","172.72","Orthodox","1974-08-18","3.76","45.0","3.03","58.0","0.7","55.0","55.0","2.4"
"Ramiz Brahimaj","","10","4","0","177.8","77.11","182.88","Orthodox","1992-11-17","2.47","41.0","4.08","50.0","1.9","66.0","58.0","2.4"
"Eugene Jackson","The Wolf","15","9","1","172.72","83.91","","Orthodox","1966-09-23","2.19","33.0","3.44","32.0","1.91","71.0","16.0","2.3"
"Joe Doerksen","El Dirte","51","16","0","182.88","83.91","190.5","Orthodox","1977-10-09","1.43","42.0","2.79","50.0","2.02","33.0","33.0","2.3"
"Wes Sims","The Project","24","14","1","208.28","117.93","","Orthodox","1979-08-04","0.98","51.0","2.95","37.0","0.0","0.0","40.0","2.3"
"JP Buys","Young Savage","9","6","0","165.1","61.23","170.18","Orthodox","1996-04-30","1.88","39.0","3.02","40.0","1.55","25.0","25.0","2.3"
"Brandon Royval","Raw Dawg","15","6","0","175.26","56.7","172.72","Southpaw","1992-08-16","3.45","38.0","2.63","50.0","0.66","100.0","39.0","2.3"
"Nate Smith","The Savage","6","1","0","167.64","56.7","175.26","Switch","1995-04-09","1.28","38.0","2.04","35.0","0.0","0.0","33.0","2.3"
"Mats Nilsson","","11","4","1","185.42","77.11","","Orthodox","1983-12-05","2.99","39.0","5.62","63.0","3.87","83.0","44.0","2.3"
"Hideo Tokoro","","34","29","2","170.18","61.23","","Orthodox","1977-08-22","1.78","37.0","2.01","65.0","0.87","34.0","44.0","2.3"
"Jose Maria","No Chance","37","7","0","165.1","56.7","","Orthodox","1982-01-04","3.2","53.0","3.98","52.0","2.32","27.0","33.0","2.3"
"Yoshiki Takahashi","Kazuo","30","27","3","180.34","90.26","","Southpaw","1969-03-13","2.26","51.0","6.47","44.0","0.0","0.0","66.0","2.3"
"Ikram Aliskerov","","15","1","0","182.88","83.91","193.04","Southpaw","1992-12-07","8.24","65.0","7.15","36.0","2.33","33.0","0.0","2.3"
"Mike Joy","","11","8","0","167.64","70.31","","Southpaw","1985-07-18","0.57","33.0","1.71","47.0","0.78","33.0","0.0","2.3"
"Kimo Leopoldo","","10","7","1","190.5","106.59","","Orthodox","1968-01-05","0.76","83.0","2.12","30.0","4.55","100.0","0.0","2.3"
"Chas Skelly","The Scrapper","19","3","0","180.34","65.77","182.88","Orthodox","1985-05-11","2.01","40.0","3.21","49.0","1.74","34.0","39.0","2.3"
"Ruan Potts","Fangzz","11","6","0","187.96","112.04","190.5","Orthodox","1978-02-23","0.85","37.0","5.92","22.0","0.75","16.0","33.0","2.3"
"Mark Holst","Boots","12","6","0","182.88","70.31","","Orthodox","1985-08-14","0.25","19.0","1.67","47.0","0.76","100.0","60.0","2.3"
"Seth Petruzelli","The Silverback","14","8","0","182.88","92.99","193.04","Orthodox","1979-12-03","2.17","41.0","2.08","55.0","0.46","50.0","47.0","2.3"
"Christian Morecraft","","8","3","0","198.12","117.93","205.74","Orthodox","1986-09-08","2.82","34.0","2.46","46.0","3.26","66.0","50.0","2.2"
"Niklas Backstrom","","11","3","0","185.42","65.77","","Orthodox","1989-08-22","1.12","41.0","3.65","40.0","2.92","80.0","72.0","2.2"
"Kaynan Kruschewsky","Bahia","15","2","0","182.88","70.31","185.42","Orthodox","1991-04-04","5.08","39.0","4.79","47.0","2.18","100.0","0.0","2.2"
"Drew Fickett","The Master","42","21","0","177.8","70.31","177.8","Orthodox","1979-12-14","2.33","41.0","2.29","57.0","1.3","35.0","30.0","2.2"
"Ryan Thomas","The Tank Engine","20","8","0","182.88","77.11","","Orthodox","1984-11-05","2.01","36.0","4.17","30.0","5.59","33.0","0.0","2.2"
"Ryan Hall","The Wizard","9","2","0","177.8","65.77","177.8","Southpaw","1985-02-22","2.38","50.0","1.33","65.0","0.22","9.0","0.0","2.2"
"Dustin Kimura","The Diamond","11","3","0","170.18","61.23","180.34","Orthodox","1989-05-21","1.33","21.0","3.82","51.0","0.93","37.0","50.0","2.2"
"Alex Gilpin","","11","1","0","170.18","65.77","","Orthodox","1992-03-26","6.8","54.0","12.29","42.0","2.17","25.0","0.0","2.2"
"Josh Grispi","The Fluke","14","5","0","180.34","65.77","187.96","Orthodox","1988-10-14","1.44","41.0","3.71","50.0","1.97","36.0","16.0","2.2"
"Anthony Torres","The Crush","5","3","0","172.72","77.11","","Orthodox","1978-07-31","3.54","48.0","7.52","45.0","0.0","0.0","100.0","2.2"
"Danny Henry","The Hatchet","12","4","0","182.88","65.77","185.42","Orthodox","1988-07-17","5.2","51.0","4.16","45.0","0.74","33.0","50.0","2.2"
"Hidehiko Yoshida","","6","8","1","180.34","102.06","","Orthodox","1969-09-03","1.05","36.0","1.89","62.0","1.09","33.0","71.0","2.2"
"Joe Stevenson","Daddy","33","16","0","170.18","65.77","177.8","Orthodox","1982-06-15","2.05","44.0","2.44","60.0","2.75","44.0","39.0","2.2"
"Everett Cummings","","12","0","0","","92.99","","","","0.43","60.0","4.34","45.0","0.0","0.0","0.0","2.2"
"Jose Landi-Jons","Pele","29","16","0","180.34","77.11","","Orthodox","1973-09-09","0.99","40.0","0.77","43.0","2.2","80.0","40.0","2.2"
"Wilson Gouveia","","14","8","0","185.42","83.91","193.04","Orthodox","1978-10-03","3.02","39.0","4.06","56.0","0.9","66.0","57.0","2.2"
"Chris Price","The Exorcist","19","4","0","187.96","83.91","","Southpaw","1982-11-09","1.44","66.0","2.59","48.0","0.0","0.0","33.0","2.2"
"Fredson Paixao","","10","5","0","167.64","65.77","167.64","Orthodox","1979-05-13","1.71","54.0","2.31","62.0","0.62","11.0","10.0","2.2"
"Jake Hadley","White Kong","10","2","0","170.18","56.7","177.8","Southpaw","1996-08-03","3.42","44.0","3.2","60.0","0.32","25.0","35.0","2.2"
"Chase Hooper","The Dream","13","3","1","185.42","70.31","187.96","Southpaw","1999-09-13","4.86","51.0","3.59","36.0","1.42","22.0","55.0","2.2"
"Daniel Gracie","","5","4","1","187.96","102.06","","Orthodox","","1.9","38.0","1.33","59.0","0.36","100.0","80.0","2.1"
"Masakazu Imanari","","36","16","2","162.56","63.05","","Southpaw","1976-02-10","0.55","30.0","1.74","57.0","0.0","0.0","0.0","2.1"
"Andrew Holbrook","","12","3","0","180.34","70.31","177.8","Southpaw","1986-02-06","2.2","49.0","3.0","54.0","0.85","18.0","10.0","2.1"
"Mike Cook","","13","13","0","185.42","92.99","","Orthodox","","1.72","49.0","2.4","46.0","1.03","33.0","55.0","2.1"
"Polyana Viana","Dama de Ferro","13","6","0","165.1","52.16","170.18","Orthodox","1992-06-14","3.19","41.0","2.63","55.0","0.93","33.0","43.0","2.1"
"Logan Clark","","18","6","0","187.96","83.91","","Orthodox","1985-02-16","2.2","54.0","1.49","53.0","0.31","100.0","30.0","2.1"
"Nate Loughran","","11","2","0","187.96","83.91","","Orthodox","1980-07-28","1.81","40.0","4.11","59.0","0.0","0.0","0.0","2.1"
"Tim McKenzie","","14","9","0","182.88","83.91","187.96","Orthodox","1982-07-21","1.37","54.0","2.96","44.0","0.0","0.0","28.0","2.1"
"Mackens Semerzier","Da Menace","8","4","0","175.26","65.77","182.88","Orthodox","1980-11-03","2.91","45.0","3.48","46.0","2.14","50.0","50.0","2.1"
"Dennis Hallman","Superman","53","20","2","175.26","70.31","182.88","Orthodox","1975-12-02","1.12","44.0","1.96","43.0","1.79","30.0","25.0","2.1"
"Chris Brennan","The Westside Strangler","21","13","1","172.72","77.11","","Orthodox","1971-10-12","0.6","40.0","0.97","50.0","0.0","0.0","25.0","2.1"
"Josh Sampo","The Gremlin","11","5","0","162.56","56.7","162.56","Orthodox","1984-07-24","1.99","36.0","2.96","55.0","1.06","33.0","40.0","2.1"
"Katsuhisa Fujii","Shamoji","9","18","1","182.88","92.99","","Orthodox","1972-08-15","4.0","50.0","4.43","64.0","2.14","25.0","50.0","2.1"
"Brooke Mayo","The Bully","0","1","0","170.18","56.7","","","","1.92","34.0","3.2","63.0","3.2","60.0","0.0","2.1"
"Satoru Kitaoka","","40","14","9","167.64","69.85","","","","0.68","33.0","2.15","45.0","0.62","10.0","27.0","2.1"
"Daermisi Zhawupasi","","7","1","0","172.72","61.23","172.72","Switch","2000-03-13","1.24","51.0","2.75","34.0","6.19","75.0","64.0","2.1"
"Jeremiah Metcalf","","13","7","0","185.42","83.91","","Orthodox","","1.74","59.0","0.27","60.0","4.02","66.0","100.0","2.0"
"Harry Hunsucker","The Hurricane","7","6","0","187.96","92.99","190.5","Orthodox","1989-01-03","3.54","52.0","6.53","42.0","0.0","0.0","0.0","2.0"
"Charles Bennett","Krazy Horse","30","33","2","172.72","70.31","","Orthodox","1979-11-23","1.39","39.0","1.35","64.0","2.02","100.0","36.0","2.0"
"Kevin Syler","El Nino Bala","10","1","0","175.26","70.31","180.34","Switch","1993-07-29","5.6","69.0","4.03","48.0","1.0","40.0","77.0","2.0"
"Mike Zichelle","","8","4","0","","92.99","","","","0.87","35.0","0.87","40.0","0.0","0.0","0.0","2.0"
"Dave Galera","Scarecrow","5","1","0","180.34","61.23","","Orthodox","1978-01-12","1.67","69.0","0.53","33.0","0.0","0.0","14.0","2.0"
"Kaik Brito","","16","5","0","180.34","77.11","182.88","Orthodox","1997-03-26","2.8","38.0","3.87","55.0","0.0","0.0","55.0","2.0"
"Josh Thornburg","","8","8","0","182.88","77.11","","","","1.2","50.0","3.13","38.0","2.0","66.0","42.0","2.0"
"Chad Reiner","The Grinder","33","18","0","180.34","77.11","","Orthodox","1981-06-29","0.53","20.0","1.97","46.0","0.99","33.0","25.0","2.0"
"Jacob Volkmann","Christmas","19","7","0","175.26","70.31","180.34","Southpaw","1980-09-05","1.19","34.0","1.78","52.0","3.19","48.0","52.0","2.0"
"Brock Larson","","42","10","0","180.34","77.11","180.34","Southpaw","1977-08-23","1.39","46.0","1.5","55.0","2.67","34.0","43.0","2.0"
"Christian Lohsen","Hollywood","4","2","0","187.96","70.31","195.58","Southpaw","1995-01-24","5.27","49.0","6.93","44.0","0.0","0.0","0.0","2.0"
"Brent Primus","","8","0","0","177.8","70.31","","","","1.73","39.0","2.27","59.0","5.0","38.0","0.0","2.0"
"Nick Serra","The Mad Monkey","7","3","0","175.26","77.11","","Orthodox","1978-03-27","0.0","0.0","1.73","43.0","1.0","10.0","0.0","2.0"
"Chris Holdsworth","","6","0","0","180.34","61.23","","","","1.85","29.0","1.94","58.0","3.38","62.0","100.0","2.0"
"David Mitchell","Daudi","22","7","0","182.88","77.11","190.5","Orthodox","1979-10-24","1.74","32.0","2.06","55.0","0.66","50.0","29.0","2.0"
"John Halverson","The Hurricane","16","8","0","175.26","70.31","","Southpaw","1972-09-08","2.94","43.0","5.29","47.0","0.0","0.0","66.0","2.0"
"Sean Holden","","5","2","0","177.8","77.11","","","","2.4","59.0","0.6","59.0","5.0","83.0","0.0","2.0"
"Eric Wray","","5","1","0","182.88","77.11","","Orthodox","","1.76","48.0","3.12","28.0","4.07","66.0","0.0","2.0"
"Kevin Haley","The North Woods Nightmare","6","4","0","187.96","92.99","","","","0.87","59.0","0.87","64.0","3.0","100.0","0.0","2.0"
"Mariusz Ksiazkiewicz","The Iron Pol","8","1","0","190.5","83.91","190.5","Southpaw","1989-10-04","0.93","45.0","3.4","39.0","4.0","100.0","0.0","2.0"
"Young Sam Jung","","4","8","0","172.72","63.05","","Orthodox","1985-10-27","0.53","9.0","2.79","63.0","0.0","0.0","0.0","2.0"
"Luis Rodriguez","Lazy Boy","11","2","0","167.64","56.7","165.1","Orthodox","1999-05-07","1.27","37.0","3.2","54.0","2.0","50.0","100.0","2.0"
"Jarrod Kwitty","","2","2","0","172.72","83.91","","","","0.53","50.0","4.4","32.0","8.0","50.0","0.0","2.0"
"Jimmy Crute","","12","4","1","187.96","92.99","187.96","Orthodox","1996-03-04","3.68","54.0","3.04","44.0","4.84","57.0","60.0","2.0"
"Joe Lauzon","","28","16","0","177.8","70.31","180.34","Orthodox","1984-05-22","2.84","39.0","5.39","54.0","2.39","45.0","54.0","2.0"
"Tomoya Miyashita","","17","9","7","170.18","63.05","","Southpaw","","1.67","65.0","0.93","33.0","4.0","80.0","0.0","2.0"
"Jack Cartwright","","10","1","0","175.26","61.23","172.72","Orthodox","1994-05-26","0.8","38.0","3.33","29.0","6.0","66.0","0.0","2.0"
"Jafel Filho","Pastor","15","3","0","170.18","56.7","172.72","Orthodox","1993-05-05","2.0","37.0","2.31","45.0","1.53","27.0","55.0","2.0"
"Mark Scanlon","","9","2","0","175.26","77.11","","Orthodox","","2.2","35.0","3.33","48.0","3.0","75.0","25.0","2.0"
"Eric Esch","Butterbean","15","10","1","180.34","158.76","","Orthodox","1968-08-03","3.07","71.0","1.74","43.0","0.0","0.0","0.0","2.0"
"Chris Tickle","BadBoy","9","9","0","175.26","70.31","","","","1.07","40.0","1.13","43.0","1.0","25.0","20.0","2.0"
"Ivana Petrovic","","6","1","0","172.72","56.7","177.8","Southpaw","1994-06-11","1.47","35.0","2.73","52.0","2.0","33.0","66.0","2.0"
"Kazuki Okubo","","7","9","0","180.34","79.38","","Orthodox","","1.53","38.0","1.97","46.0","0.51","25.0","36.0","2.0"
"Abdul-Kerim Edilov","","17","4","0","187.96","92.99","","Orthodox","1991-11-25","10.22","61.0","0.13","92.0","3.98","100.0","0.0","2.0"
"Eddy Ellis","Fast","21","16","1","175.26","77.11","","Orthodox","","3.4","69.0","1.53","68.0","4.0","66.0","50.0","2.0"
"Jason MacDonald","The Athlete","25","16","0","190.5","83.91","203.2","Orthodox","1975-06-03","1.55","52.0","2.7","46.0","1.43","16.0","35.0","2.0"
"Micah Miller","Maverick","20","8","0","182.88","65.77","","Orthodox","1987-02-14","1.33","33.0","2.15","54.0","0.98","37.0","21.0","2.0"
"Allan Begosso","Mini","7","2","1","165.1","61.23","167.64","Orthodox","1995-11-23","1.8","40.0","7.73","34.0","0.0","0.0","25.0","2.0"
"Yuma Horiuchi","Ichiban","9","5","0","167.64","56.7","170.18","Switch","1997-09-22","3.73","30.0","5.0","35.0","2.0","16.0","0.0","2.0"
"John Gunderson","Quick Guns","35","16","2","175.26","70.31","175.26","Orthodox","1979-01-05","1.04","27.0","1.71","58.0","1.67","33.0","11.0","2.0"
"Chris Haseman","The Hammer","20","17","0","180.34","92.99","","Orthodox","1969-06-02","0.93","70.0","4.67","28.0","0.0","0.0","40.0","2.0"
"Josh Smith","","9","8","0","182.88","70.31","","Orthodox","1982-07-02","0.73","28.0","1.4","54.0","0.0","0.0","57.0","2.0"
"Martin Kampmann","The Hitman","20","7","0","182.88","77.11","182.88","Orthodox","1982-04-17","3.22","42.0","3.28","62.0","1.86","41.0","78.0","2.0"
"Frank Mir","","18","11","0","190.5","119.75","200.66","Southpaw","1979-05-24","2.18","47.0","3.84","38.0","2.02","40.0","54.0","2.0"
"Mitch Gagnon","","12","5","0","165.1","61.23","165.1","Southpaw","1984-10-10","2.76","46.0","2.21","61.0","1.16","25.0","65.0","1.9"
