sport,event,year,athlete_id,country_id,medal
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,85499,71,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,85559,195,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,85559,195,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,86147,107,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,86427,178,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,86427,178,Bronze
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,86502,34,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,86502,34,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,86502,34,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,86532,66,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,86532,66,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,86532,66,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,86532,66,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,86532,66,Gold
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,86533,66,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,86533,66,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,86533,66,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,86533,66,Silver
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,86533,66,Silver
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,86605,92,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,86717,92,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,86717,92,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,86717,92,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,86717,92,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,86734,67,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,86879,195,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,86879,195,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,86879,195,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,86879,195,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,87005,136,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,87005,136,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,87005,136,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,87005,136,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,87005,136,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,87091,66,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,87091,66,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,87113,52,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,87113,52,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,87121,52,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,87121,52,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,87121,52,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,87121,52,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,87124,24,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,87124,24,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,87148,18,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,87148,18,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,87148,18,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,87148,18,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,87155,152,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,87171,49,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,87171,49,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,87223,146,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,87223,146,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,87223,146,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,87223,146,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,87223,146,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,87549,195,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,87736,92,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,87736,92,Bronze
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,87736,92,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,87736,92,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,87736,92,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,87736,92,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,88082,144,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,88082,144,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,88083,144,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,88083,144,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,88177,189,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,88177,189,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,88356,62,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,88356,62,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,88774,5,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,88774,5,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,88774,5,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,88774,5,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,88969,178,Silver
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,88969,178,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,88969,178,Gold
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,88977,178,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,89132,94,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,89132,94,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,89208,102,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,89208,102,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,89424,173,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,89424,173,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,89424,173,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,89705,34,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,89705,34,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,89896,136,Silver
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,89896,136,Gold
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,89948,166,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,90475,173,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,90475,173,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,90475,173,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,90611,102,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,90611,102,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,90896,66,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,91036,193,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,91138,96,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,91138,96,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,91138,96,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,91138,96,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,91231,51,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,91231,51,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,91367,199,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,91421,92,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,91421,92,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,91421,92,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,91529,171,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,91529,171,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,91911,92,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,92183,52,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,92183,52,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,92183,52,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,92465,146,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,92465,146,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,92465,146,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,92465,146,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,92465,146,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,92465,146,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,92760,71,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,92760,71,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,92760,71,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,92760,71,Silver
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,92760,71,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,92850,116,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,92850,116,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,92851,92,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,92859,92,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,92859,92,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,93071,66,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,93098,151,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,93098,151,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,93098,151,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,93098,151,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,93147,11,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,93147,11,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,93220,193,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,93220,193,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,93479,179,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,93479,179,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,93479,179,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,93479,179,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,93525,34,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,93525,34,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,93525,34,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,93525,34,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,93555,67,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,93555,67,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,93555,67,Bronze
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,93829,109,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,93934,178,Silver
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,93934,178,Bronze
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,94162,162,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,94162,162,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,94162,162,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,94162,162,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,94162,162,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,94273,152,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,94358,107,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,94358,107,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,94400,34,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,94501,34,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,94501,34,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,94648,193,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,94648,193,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,94648,193,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,94648,193,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,94648,193,Gold
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,94651,193,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,94651,193,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,94757,178,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,94757,178,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,94884,92,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,94884,92,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,94884,92,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,94884,92,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,95033,12,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,95067,67,Bronze
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,95067,67,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,95067,67,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,95070,121,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,95184,18,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,95184,18,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,95337,24,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,95337,24,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,95552,146,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,95552,146,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,95552,146,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,95552,146,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,95582,152,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,95737,67,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,95737,67,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,95823,166,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,95823,166,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,95934,96,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,95934,96,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,95934,96,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,96082,92,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,96082,92,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,96082,92,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,96591,66,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,96591,66,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,96821,34,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,96821,34,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,96905,71,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,96905,71,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,96905,71,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,96905,71,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,96961,34,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,96961,34,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,96961,34,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,97052,151,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,97052,151,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,97055,29,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,97055,29,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,97106,166,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,97106,166,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,97106,166,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,97310,193,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,97310,193,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,97310,193,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,97310,193,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,97391,151,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,97391,151,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,97391,151,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,97407,173,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,97407,173,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,97626,52,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,97626,52,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,97626,52,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,97626,52,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,97836,181,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,97986,8,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,97986,8,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,98318,96,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,98401,12,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,98401,12,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,98537,74,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,98537,74,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,98821,195,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,98821,195,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,98821,195,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,98821,195,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,98873,62,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,98873,62,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,98873,62,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,98873,62,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,98983,108,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,98983,108,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,98983,108,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,99075,102,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,99075,102,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,99075,102,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,99075,102,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,99267,96,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,99314,167,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,99314,167,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,99331,52,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,99331,52,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,99331,52,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,99334,92,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,99394,71,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,99394,71,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,99394,71,Bronze
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,99623,62,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,99623,62,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,99623,62,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,99623,62,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,99921,40,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,99921,40,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,100281,89,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,100407,26,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,100568,178,Bronze
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,100568,178,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,100568,178,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,100568,178,Gold
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,100778,5,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,100912,136,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,101031,110,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,101031,110,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,101607,102,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,101607,102,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,101607,102,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,102098,173,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,102098,173,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,102098,173,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,102098,173,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,102260,152,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,102260,152,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,102260,152,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,102260,152,Silver
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,102633,96,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,102633,96,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,102633,96,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,102633,96,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,102698,195,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,102698,195,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,102698,195,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,102783,90,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,103138,136,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,103138,136,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,103148,136,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,103271,24,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,103271,24,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,103384,173,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,103384,173,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,103495,92,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,103851,73,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,103961,166,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,103961,166,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,103961,166,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,103961,166,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,103975,66,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,103975,66,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,103975,66,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,103975,66,Silver
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,103975,66,Silver
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,104094,71,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,104094,71,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,104094,71,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,104094,71,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,104094,71,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,105037,49,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,105303,66,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,105494,18,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,105494,18,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,105494,18,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,105719,151,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,105719,151,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,105719,151,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,105736,66,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,105774,195,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,105774,195,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,105904,94,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,106207,89,
