tag,date,question_count,question_pct,unanswered_count,unanswered_pct
amazon-vpc,2018-09-18,718,4.36e-5,216,4.51e-5
applepay,2018-09-18,356,2.16e-5,173,3.62e-5
dropbox-api,2018-09-18,2073,1.2588e-4,831,1.7366e-4
amazon-web-services,2018-09-18,63604,0.003862257,25006,0.005225701
ios,2018-09-18,576645,0.035015958,189021,0.039501401
amazon-cloudfront,2018-09-17,2253,1.3687e-4,882,1.84445e-4
windows,2018-09-17,124567,0.007567401,38913,0.008137475
amazon-rds,2018-09-17,2513,1.52665e-4,1011,2.11422e-4
amazon-cloudsearch,2018-09-17,319,1.94e-5,135,2.82e-5
amazon-vpc,2018-09-17,717,4.36e-5,215,4.5e-5
android-pay,2018-09-17,489,2.97e-5,220,4.6e-5
ios8,2018-09-17,9400,5.71051e-4,3213,6.7191e-4
dropbox,2018-09-17,3068,1.86381e-4,1169,2.44462e-4
amazon-mws,2018-09-17,703,4.27e-5,276,5.77e-5
amazon-elastic-beanstalk,2018-09-17,651,3.95e-5,319,6.67e-5
citrix,2018-09-17,593,3.6e-5,288,6.02e-5
excel,2018-09-17,177071,0.01075701,61634,0.012888911
actionscript,2018-09-17,9100,5.52825e-4,2443,5.10884e-4
amazon-cloudformation,2018-09-17,2485,0.00015096400000000001,873,1.82563e-4
amazon-cognito,2018-09-17,1889,1.14757e-4,812,1.69806e-4
cognos,2018-09-17,849,5.16e-5,381,7.97e-5
amazon-dynamodb,2018-09-17,5939,3.60794e-4,2152,4.50029e-4
stripe-payments,2018-09-17,4940,3.00104e-4,1783,3.72849e-4
amazon-ses,2018-09-17,930,5.65e-5,355,7.42e-5
amazon-rds-aurora,2018-09-17,318,1.93e-5,144,3.01e-5
dropbox-api,2018-09-17,2071,1.25813e-4,829,1.73361e-4
amazon-sqs,2018-09-17,1572,9.55e-5,553,1.15644e-4
ios9,2018-09-17,4182,2.54057e-4,1580,3.30412e-4
azure,2018-09-17,60919,0.003700806,20975,0.004386258
amazon-simpledb,2018-09-17,392,2.38e-5,78,1.63e-5
amazon-ec2,2018-09-17,22687,0.001378235,8475,0.001772303
amazon-cloudwatch,2018-09-17,1159,7.04e-5,494,1.03306e-4
amazon-redshift,2018-09-17,3466,2.10559e-4,1250,2.61402e-4
amazon-data-pipeline,2018-09-17,402,2.44e-5,199,4.16e-5
amazon-web-services,2018-09-17,63542,0.003860175,24969,0.005221554
sql-server,2018-09-17,241801,0.014689323,60629,0.012678716
amazon-swf,2018-09-17,232,1.41e-5,77,1.61e-5
amazon-elasticache,2018-09-17,431,2.62e-5,177,3.7e-5
amazon-elb,2018-09-17,1061,6.45e-5,382,7.99e-5
amazon-route53,2018-09-17,1090,6.62e-5,384,8.03e-5
amazon-kinesis,2018-09-17,758,4.6e-5,374,7.82e-5
amazon-s3,2018-09-17,25329,0.001538736,9968,0.002084522
google-spreadsheet,2018-09-17,15586,9.46845e-4,5942,0.001242593
osx,2018-09-17,87347,0.005306339,87347,0.018266201
ios,2018-09-17,576462,0.035020125,188933,0.039510127
amazon-emr,2018-09-17,3034,1.84315e-4,1237,2.58683e-4
amazon-ebs,2018-09-17,338,2.05e-5,55,1.15e-5
amazon-sns,2018-09-17,1394,8.47e-5,598,1.25054e-4
android,2018-09-17,1136508,0.069042565,424131,0.088694467
amazon-glacier,2018-09-17,191,1.16e-5,58,1.21e-5
amazon-lambda,2018-09-17,7920,4.81139e-4,7920,0.001656237
actionscript-3,2018-09-17,41147,0.00249968,11029,0.002306402
amazon-ecs,2018-09-17,950,5.77e-5,447,9.35e-5
mongodb,2018-09-17,103837,0.006308066,36433,0.007618874
amazon,2018-09-17,3635,2.20826e-4,1412,2.9528e-4
paypal,2018-09-17,18039,0.001095882,8401,0.001756799
applepayjs,2018-09-17,30,1.82e-6,19,3.97e-6
applepay,2018-09-17,356,2.16e-5,173,3.62e-5
amazon-route53,2018-09-16,1090,6.62e-5,384,8.03e-5
amazon-rds,2018-09-16,2513,1.52699e-4,1013,2.11912e-4
amazon-sqs,2018-09-16,1570,9.54e-5,552,1.15474e-4
azure,2018-09-16,60904,0.00370074,20968,0.004386346
amazon-swf,2018-09-16,232,1.41e-5,77,1.61e-5
amazon-ebs,2018-09-16,338,2.05e-5,55,1.15e-5
amazon-data-pipeline,2018-09-16,402,2.44e-5,199,4.16e-5
ios8,2018-09-16,9400,5.71179e-4,3213,6.72136e-4
dropbox-api,2018-09-16,2071,1.25841e-4,829,1.7342e-4
osx,2018-09-16,87329,0.005306431,87329,0.018268565
amazon-kinesis,2018-09-16,758,4.61e-5,374,7.82e-5
sql-server,2018-09-16,241768,0.014690674,60612,0.012679526
cognos,2018-09-16,849,5.16e-5,381,7.97e-5
dropbox,2018-09-16,3069,1.86483e-4,1170,2.44755e-4
amazon-redshift,2018-09-16,3465,2.10546e-4,1251,2.617e-4
applepayjs,2018-09-16,30,1.82e-6,19,3.97e-6
amazon-lambda,2018-09-16,7918,4.81126e-4,7918,0.001656385
amazon-sns,2018-09-16,1394,8.47e-5,598,1.25097e-4
amazon-ecs,2018-09-16,950,5.77e-5,447,9.35e-5
amazon-elastic-beanstalk,2018-09-16,651,3.96e-5,319,6.67e-5
amazon-dynamodb,2018-09-16,5937,3.60754e-4,2150,4.49764e-4
applepay,2018-09-16,356,2.16e-5,173,3.62e-5
amazon-cloudformation,2018-09-16,2485,1.50998e-4,874,1.82834e-4
mongodb,2018-09-16,103806,0.006307619,36422,0.007619178
stripe-payments,2018-09-16,4936,2.99928e-4,1780,3.72362e-4
amazon-cloudwatch,2018-09-16,1160,7.05e-5,493,1.03132e-4
android-pay,2018-09-16,488,2.97e-5,219,4.58e-5
windows,2018-09-16,124553,0.007568278,38905,0.008138602
amazon-glacier,2018-09-16,191,1.16e-5,58,1.21e-5
actionscript-3,2018-09-16,41146,0.002500182,11029,0.002307183
amazon,2018-09-16,3633,2.20754e-4,1410,2.94961e-4
excel,2018-09-16,177048,0.010758061,61630,0.012892485
actionscript,2018-09-16,9100,5.52949e-4,2443,5.11057e-4
amazon-elb,2018-09-16,1061,6.45e-5,382,7.99e-5
amazon-emr,2018-09-16,3034,1.84357e-4,1236,2.58562e-4
google-spreadsheet,2018-09-16,15577,9.46514e-4,5935,0.001241553
ios,2018-09-16,576392,0.035023706,188912,0.039518974
amazon-web-services,2018-09-16,63519,0.003859646,24959,0.005221229
amazon-vpc,2018-09-16,716,4.35e-5,215,4.5e-5
amazon-ec2,2018-09-16,22683,0.001378302,8473,0.001772486
amazon-s3,2018-09-16,25323,0.001538718,9966,0.0020848110000000002
amazon-rds-aurora,2018-09-16,318,1.93e-5,144,3.01e-5
amazon-elasticache,2018-09-16,431,2.62e-5,177,3.7e-5
ios9,2018-09-16,4182,2.54114e-4,1580,3.30524e-4
amazon-cognito,2018-09-16,1885,1.14539e-4,808,1.69027e-4
amazon-mws,2018-09-16,703,4.27e-5,276,5.77e-5
amazon-cloudsearch,2018-09-16,319,1.94e-5,135,2.82e-5
paypal,2018-09-16,18036,0.00109593,8398,0.0017568
amazon-cloudfront,2018-09-16,2252,1.3684e-4,881,1.84298e-4
citrix,2018-09-16,593,3.6e-5,288,6.02e-5
amazon-ses,2018-09-16,930,5.65e-5,355,7.43e-5
amazon-simpledb,2018-09-16,392,2.38e-5,78,1.63e-5
android,2018-09-16,1136239,0.06904191,423967,0.088690347
mongodb,2018-09-15,103776,0.006307172,36405,0.007618229
amazon-data-pipeline,2018-09-15,402,2.44e-5,199,4.16e-5
amazon-elastic-beanstalk,2018-09-15,650,3.95e-5,318,6.65e-5
amazon-cloudformation,2018-09-15,2482,1.50848e-4,872,1.82478e-4
applepay,2018-09-15,356,2.16e-5,173,3.62e-5
amazon-rds-aurora,2018-09-15,318,1.93e-5,144,3.01e-5
amazon-route53,2018-09-15,1090,6.62e-5,384,8.04e-5
amazon-simpledb,2018-09-15,392,2.38e-5,78,1.63e-5
amazon-s3,2018-09-15,25316,0.001538628,9966,0.002085529
citrix,2018-09-15,593,3.6e-5,288,6.03e-5
paypal,2018-09-15,18028,0.001095683,8393,0.001756344
amazon-ec2,2018-09-15,22680,0.001378421,8476,0.001773725
ios8,2018-09-15,9400,5.71303e-4,3213,6.72368e-4
amazon-rds,2018-09-15,2513,1.52732e-4,1014,2.12194e-4
dropbox-api,2018-09-15,2070,1.25808e-4,828,1.7327e-4
android-pay,2018-09-15,488,2.97e-5,219,4.58e-5
osx,2018-09-15,87307,0.005306253,87307,0.018270272
amazon-cloudsearch,2018-09-15,319,1.94e-5,135,2.83e-5
amazon-cloudfront,2018-09-15,2252,1.3687e-4,881,1.84362e-4
amazon-mws,2018-09-15,703,4.27e-5,276,5.78e-5
amazon-kinesis,2018-09-15,757,4.6e-5,373,7.81e-5
applepayjs,2018-09-15,30,1.82e-6,19,3.98e-6
windows,2018-09-15,124532,0.007568653,38894,0.008139086
amazon-ecs,2018-09-15,948,5.76e-5,445,9.31e-5
amazon-vpc,2018-09-15,715,4.35e-5,215,4.5e-5
amazon-web-services,2018-09-15,63502,0.003859457,24956,0.005222402
amazon-cloudwatch,2018-09-15,1160,7.05e-5,493,1.03167e-4
ios,2018-09-15,576303,0.035025941,188872,0.039524241
google-spreadsheet,2018-09-15,15570,9.46295e-4,5930,0.001240933
android,2018-09-15,1135957,0.069039877,423816,0.088689279
amazon-elasticache,2018-09-15,431,2.62e-5,177,3.7e-5
amazon-emr,2018-09-15,3034,1.84397e-4,1235,2.58441e-4
amazon-cognito,2018-09-15,1885,1.14564e-4,809,1.69295e-4
sql-server,2018-09-15,241725,0.014691266,60592,0.012679673
amazon,2018-09-15,3632,2.20742e-4,1409,2.94854e-4
cognos,2018-09-15,848,5.15e-5,380,7.95e-5
dropbox,2018-09-15,3069,1.86524e-4,1169,2.44629e-4
amazon-sqs,2018-09-15,1570,9.54e-5,552,1.15514e-4
ios9,2018-09-15,4182,2.54169e-4,1580,3.30638e-4
amazon-glacier,2018-09-15,191,1.16e-5,58,1.21e-5
amazon-elb,2018-09-15,1061,6.45e-5,383,8.01e-5
amazon-dynamodb,2018-09-15,5934,3.6065e-4,2150,4.49918e-4
actionscript-3,2018-09-15,41143,0.002500546,11025,0.002307143
stripe-payments,2018-09-15,4933,2.99811e-4,1777,3.7186e-4
azure,2018-09-15,60890,0.003700696,20958,0.004385735
amazon-redshift,2018-09-15,3464,2.10531e-4,1252,2.61999e-4
amazon-swf,2018-09-15,232,1.41e-5,77,1.61e-5
amazon-lambda,2018-09-15,7914,4.80988e-4,7914,0.001656115
actionscript,2018-09-15,9100,5.5307e-4,2443,5.11234e-4
amazon-ebs,2018-09-15,338,2.05e-5,55,1.15e-5
excel,2018-09-15,177030,0.010759315,61628,0.012896478
amazon-ses,2018-09-15,930,5.65e-5,355,7.43e-5
amazon-sns,2018-09-15,1394,8.47e-5,598,1.2514e-4
applepayjs,2018-09-14,30,1.82e-6,19,3.97e-6
amazon,2018-09-14,3638,2.21067e-4,1414,2.95545e-4
actionscript-3,2018-09-14,41143,0.002500098,11026,0.002304581
amazon-simpledb,2018-09-14,392,2.38e-5,78,1.63e-5
amazon-lambda,2018-09-14,7904,4.80294e-4,7904,0.001652042
amazon-ses,2018-09-14,928,5.64e-5,354,7.4e-5
citrix,2018-09-14,595,3.62e-5,291,6.08e-5
amazon-cloudfront,2018-09-14,2251,1.36784e-4,880,1.83932e-4
stripe-payments,2018-09-14,4932,2.99696e-4,1779,3.71832e-4
android,2018-09-14,1136362,0.069052094,424344,0.088693568
amazon-rds,2018-09-14,2515,1.52827e-4,1019,2.12985e-4
amazon-cloudformation,2018-09-14,2481,1.50761e-4,871,1.82051e-4
paypal,2018-09-14,18047,0.001096641,8415,0.00175884
applepay,2018-09-14,356,2.16e-5,173,3.62e-5
amazon-cloudsearch,2018-09-14,319,1.94e-5,135,2.82e-5
amazon-mws,2018-09-14,703,4.27e-5,276,5.77e-5
amazon-elasticache,2018-09-14,431,2.62e-5,177,3.7e-5
amazon-cloudwatch,2018-09-14,1156,7.02e-5,494,1.03253e-4
amazon-cognito,2018-09-14,1885,1.14544e-4,813,1.69928e-4
amazon-dynamodb,2018-09-14,5935,3.60646e-4,2156,4.50633e-4
ios9,2018-09-14,4184,2.54245e-4,1582,3.30659e-4
amazon-sqs,2018-09-14,1571,9.55e-5,554,1.15793e-4
azure,2018-09-14,60863,0.003698392,20956,0.00438007
amazon-swf,2018-09-14,232,1.41e-5,77,1.61e-5
amazon-ebs,2018-09-14,338,2.05e-5,55,1.15e-5
amazon-elastic-beanstalk,2018-09-14,651,3.96e-5,319,6.67e-5
amazon-data-pipeline,2018-09-14,403,2.45e-5,200,4.18e-5
amazon-rds-aurora,2018-09-14,319,1.94e-5,145,3.03e-5
amazon-s3,2018-09-14,25314,0.001538232,9967,0.002083238
amazon-route53,2018-09-14,1089,6.62e-5,384,8.03e-5
amazon-ec2,2018-09-14,22682,0.001378295,8488,0.001774106
ios8,2018-09-14,9400,5.71201e-4,3213,6.7156e-4
dropbox-api,2018-09-14,2071,1.25846e-4,828,1.73063e-4
android-pay,2018-09-14,489,2.97e-5,220,4.6e-5
osx,2018-09-14,87323,0.005306275,87323,0.018251667
amazon-kinesis,2018-09-14,760,4.62e-5,377,7.88e-5
windows,2018-09-14,124570,0.007569606,38949,0.00814085
amazon-ecs,2018-09-14,947,5.75e-5,445,9.3e-5
amazon-vpc,2018-09-14,715,4.34e-5,215,4.49e-5
amazon-web-services,2018-09-14,63502,0.003858766,24987,0.005222619
ios,2018-09-14,576430,0.035027388,189062,0.039516485
google-spreadsheet,2018-09-14,15588,9.47219e-4,5955,0.001244675
actionscript,2018-09-14,9101,5.53032e-4,2444,5.10829e-4
amazon-emr,2018-09-14,3034,1.84364e-4,1234,2.57923e-4
sql-server,2018-09-14,241717,0.014688148,60650,0.01267664
cognos,2018-09-14,848,5.15e-5,381,7.96e-5
dropbox,2018-09-14,3070,1.86552e-4,1171,2.44754e-4
amazon-glacier,2018-09-14,191,1.16e-5,58,1.21e-5
amazon-elb,2018-09-14,1063,6.46e-5,385,8.05e-5
amazon-redshift,2018-09-14,3457,2.10068e-4,1247,2.6064e-4
mongodb,2018-09-14,103837,0.006309747,36467,0.007622081
excel,2018-09-14,177106,0.010762001,61736,0.012903628
amazon-sns,2018-09-14,1394,8.47e-5,599,1.25199e-4
stripe-payments,2018-09-13,4927,2.99526e-4,1775,3.71248e-4
amazon-cloudformation,2018-09-13,2478,1.50645e-4,873,1.82593e-4
applepay,2018-09-13,356,2.16e-5,174,3.64e-5
amazon-cloudwatch,2018-09-13,1155,7.02e-5,494,1.03323e-4
amazon-dynamodb,2018-09-13,5928,3.60382e-4,2151,4.49894e-4
amazon-elastic-beanstalk,2018-09-13,651,3.96e-5,319,6.67e-5
android-pay,2018-09-13,489,2.97e-5,220,4.6e-5
amazon-ecs,2018-09-13,946,5.75e-5,444,9.29e-5
windows,2018-09-13,124538,0.007571028,38938,0.008144073
amazon-glacier,2018-09-13,191,1.16e-5,58,1.21e-5
amazon-sns,2018-09-13,1395,8.48e-5,600,1.25494e-4
amazon-lambda,2018-09-13,7890,4.79657e-4,7890,0.001650237
actionscript-3,2018-09-13,41143,0.002501213,11026,0.002306158
amazon,2018-09-13,3637,2.21105e-4,1414,2.95747e-4
applepayjs,2018-09-13,30,1.82e-6,19,3.97e-6
amazon-web-services,2018-09-13,63431,0.003856169,24951,0.005218654
excel,2018-09-13,176989,0.010759681,61683,0.0129013
amazon-redshift,2018-09-13,3453,2.09919e-4,1247,2.60817e-4
amazon-elb,2018-09-13,1063,6.46e-5,386,8.07e-5
dropbox,2018-09-13,3068,1.86513e-4,1170,2.44712e-4
cognos,2018-09-13,847,5.15e-5,380,7.95e-5
sql-server,2018-09-13,241602,0.014687689,60600,0.012674783
amazon-emr,2018-09-13,3031,1.84264e-4,1233,2.57889e-4
actionscript,2018-09-13,9101,5.53278e-4,2444,5.11178e-4
google-spreadsheet,2018-09-13,15569,9.46486e-4,5943,0.001243008
ios,2018-09-13,576271,0.035033358,189005,0.039531673
amazon-vpc,2018-09-13,712,4.33e-5,213,4.46e-5
osx,2018-09-13,87301,0.005307308,87301,0.018259598
amazon-kinesis,2018-09-13,759,4.61e-5,376,7.86e-5
dropbox-api,2018-09-13,2071,1.25902e-4,828,1.73181e-4
ios8,2018-09-13,9400,5.71456e-4,3213,6.72021e-4
amazon-ec2,2018-09-13,22671,0.001378241,8483,0.00177427
amazon-route53,2018-09-13,1087,6.61e-5,383,8.01e-5
amazon-data-pipeline,2018-09-13,403,2.45e-5,200,4.18e-5
amazon-s3,2018-09-13,25292,0.00153758,9952,0.002081521
amazon-rds-aurora,2018-09-13,319,1.94e-5,145,3.03e-5
amazon-ebs,2018-09-13,338,2.05e-5,55,1.15e-5
amazon-swf,2018-09-13,232,1.41e-5,77,1.61e-5
azure,2018-09-13,60812,0.003696938,20923,0.004376147
amazon-sqs,2018-09-13,1569,9.54e-5,552,1.15454e-4
ios9,2018-09-13,4184,2.54359e-4,1583,3.31095e-4
amazon-cognito,2018-09-13,1879,1.1423e-4,808,1.68998e-4
amazon-mws,2018-09-13,702,4.27e-5,276,5.77e-5
amazon-elasticache,2018-09-13,431,2.62e-5,177,3.7e-5
amazon-cloudsearch,2018-09-13,319,1.94e-5,135,2.82e-5
paypal,2018-09-13,18042,0.001096825,8412,0.00175941
amazon-rds,2018-09-13,2513,1.52773e-4,1018,2.12921e-4
android,2018-09-13,1135961,0.069058482,424158,0.088714881
amazon-cloudfront,2018-09-13,2248,1.36663e-4,878,1.83639e-4
citrix,2018-09-13,596,3.62e-5,292,6.11e-5
amazon-ses,2018-09-13,928,5.64e-5,354,7.4e-5
amazon-simpledb,2018-09-13,392,2.38e-5,78,1.63e-5
mongodb,2018-09-13,103774,0.006308727,36423,0.007618053
amazon-cognito,2018-09-12,1875,1.14041e-4,804,1.6829e-4
amazon-cloudsearch,2018-09-12,319,1.94e-5,135,2.83e-5
amazon-elasticache,2018-09-12,429,2.61e-5,175,3.66e-5
amazon-cloudwatch,2018-09-12,1151,7e-5,491,1.02774e-4
amazon-mws,2018-09-12,700,4.26e-5,274,5.74e-5
actionscript-3,2018-09-12,41143,0.0025024,11028,0.002308342
amazon-redshift,2018-09-12,3445,2.09532e-4,1243,2.6018e-4
amazon-lambda,2018-09-12,7875,4.78973e-4,7875,0.001648365
amazon-glacier,2018-09-12,191,1.16e-5,58,1.21e-5
amazon-elb,2018-09-12,1062,6.46e-5,385,8.06e-5
amazon-simpledb,2018-09-12,392,2.38e-5,78,1.63e-5
dropbox,2018-09-12,3067,1.86541e-4,1169,2.4469e-4
applepayjs,2018-09-12,30,1.82e-6,19,3.98e-6
cognos,2018-09-12,847,5.15e-5,380,7.95e-5
sql-server,2018-09-12,241486,0.01468762,60570,0.012678219
amazon-emr,2018-09-12,3028,1.84169e-4,1233,2.58087e-4
amazon-ses,2018-09-12,928,5.64e-5,354,7.41e-5
actionscript,2018-09-12,9101,5.53541e-4,2444,5.11569e-4
google-spreadsheet,2018-09-12,15553,9.45963e-4,5933,0.00124187
amazon-sns,2018-09-12,1394,8.48e-5,599,1.2538e-4
ios,2018-09-12,576082,0.035038496,188914,0.039542819
amazon-web-services,2018-09-12,63361,0.003853742,24906,0.005213228
amazon-vpc,2018-09-12,712,4.33e-5,213,4.46e-5
citrix,2018-09-12,596,3.62e-5,292,6.11e-5
amazon-cloudfront,2018-09-12,2246,1.36606e-4,877,1.8357e-4
osx,2018-09-12,87267,0.005307758,87267,0.01826642
amazon-kinesis,2018-09-12,759,4.62e-5,376,7.87e-5
android-pay,2018-09-12,489,2.97e-5,220,4.6e-5
amazon-ecs,2018-09-12,944,5.74e-5,443,9.27e-5
dropbox-api,2018-09-12,2070,1.25901e-4,827,1.73104e-4
stripe-payments,2018-09-12,4925,2.99546e-4,1773,3.71113e-4
excel,2018-09-12,176888,0.010758652,61639,0.012901974
windows,2018-09-12,124494,0.007571953,38907,0.008143825
ios8,2018-09-12,9400,5.71727e-4,3213,6.72534e-4
mongodb,2018-09-12,103697,0.006307043,36374,0.007613633
amazon-ec2,2018-09-12,22658,0.001378105,8471,0.001773117
amazon-data-pipeline,2018-09-12,403,2.45e-5,200,4.19e-5
amazon-route53,2018-09-12,1085,6.6e-5,382,8e-5
android,2018-09-12,1135496,0.069063029,423927,0.088734623
amazon-s3,2018-09-12,25268,0.00153685,9936,0.002079765
amazon-elastic-beanstalk,2018-09-12,651,3.96e-5,319,6.68e-5
amazon-cloudformation,2018-09-12,2470,1.5023e-4,866,1.81268e-4
amazon-rds-aurora,2018-09-12,319,1.94e-5,145,3.04e-5
amazon-rds,2018-09-12,2512,1.52785e-4,1019,2.13293e-4
amazon,2018-09-12,3635,2.21088e-4,1411,2.95345e-4
amazon-ebs,2018-09-12,338,2.06e-5,55,1.15e-5
paypal,2018-09-12,18030,0.001096617,8403,0.001758874
amazon-swf,2018-09-12,232,1.41e-5,77,1.61e-5
applepay,2018-09-12,356,2.17e-5,174,3.64e-5
amazon-sqs,2018-09-12,1566,9.52e-5,550,1.15124e-4
ios9,2018-09-12,4182,2.54358e-4,1581,3.30929e-4
amazon-dynamodb,2018-09-12,5924,3.60309e-4,2148,4.49611e-4
azure,2018-09-12,60766,0.003695898,20900,0.004374681
amazon-elastic-beanstalk,2018-09-10,650,3.96e-5,318,6.67e-5
amazon,2018-09-10,3632,2.21101e-4,1409,2.9532e-4
amazon-cloudsearch,2018-09-10,319,1.94e-5,136,2.85e-5
android-pay,2018-09-10,489,2.98e-5,220,4.61e-5
amazon-lambda,2018-09-10,7833,4.7684e-4,7833,0.00164176
amazon-cloudfront,2018-09-10,2241,1.36423e-4,872,1.82767e-4
cognos,2018-09-10,847,5.16e-5,380,7.96e-5
dropbox,2018-09-10,3065,1.86584e-4,1168,2.44807e-4
amazon-mws,2018-09-10,700,4.26e-5,274,5.74e-5
applepayjs,2018-09-10,30,1.83e-6,19,3.98e-6
amazon-web-services,2018-09-10,63241,0.003849848,24834,0.005205098
amazon-elasticache,2018-09-10,428,2.61e-5,174,3.65e-5
android,2018-09-10,1134655,0.069072967,423513,0.088766304
actionscript-3,2018-09-10,41141,0.002504493,11027,0.002311212
sql-server,2018-09-10,241242,0.014685775,60482,0.012676741
amazon-rds-aurora,2018-09-10,317,1.93e-5,143,3e-5
citrix,2018-09-10,595,3.62e-5,290,6.08e-5
amazon-data-pipeline,2018-09-10,402,2.45e-5,199,4.17e-5
amazon-kinesis,2018-09-10,758,4.61e-5,375,7.86e-5
amazon-dynamodb,2018-09-10,5914,3.6002e-4,2143,4.49164e-4
amazon-cloudformation,2018-09-10,2462,1.49876e-4,862,1.80671e-4
amazon-emr,2018-09-10,3017,1.83662e-4,1224,2.56545e-4
amazon-glacier,2018-09-10,191,1.16e-5,58,1.22e-5
amazon-elb,2018-09-10,1063,6.47e-5,385,8.07e-5
amazon-ses,2018-09-10,925,5.63e-5,351,7.36e-5
amazon-swf,2018-09-10,232,1.41e-5,77,1.61e-5
amazon-sqs,2018-09-10,1562,9.51e-5,547,1.14649e-4
google-spreadsheet,2018-09-10,15531,9.45461e-4,5926,0.001242061
amazon-ecs,2018-09-10,937,5.7e-5,438,9.18e-5
applepay,2018-09-10,353,2.15e-5,171,3.58e-5
amazon-cognito,2018-09-10,1871,1.13899e-4,803,1.68305e-4
amazon-sns,2018-09-10,1391,8.47e-5,599,1.25548e-4
paypal,2018-09-10,18019,0.001096918,8392,0.001758917
amazon-simpledb,2018-09-10,392,2.39e-5,78,1.63e-5
amazon-rds,2018-09-10,2508,1.52677e-4,1015,2.1274e-4
amazon-ebs,2018-09-10,337,2.05e-5,54,1.13e-5
amazon-route53,2018-09-10,1084,6.6e-5,382,8.01e-5
actionscript,2018-09-10,9100,5.5397e-4,2443,5.12042e-4
amazon-ec2,2018-09-10,22631,0.001377681,8455,0.001772131
dropbox-api,2018-09-10,2068,1.25891e-4,825,1.72916e-4
ios,2018-09-10,575736,0.035048451,188760,0.039563361
amazon-redshift,2018-09-10,3435,2.09108e-4,1239,2.59689e-4
excel,2018-09-10,176642,0.010753207,61541,0.012898708
ios8,2018-09-10,9400,5.72233e-4,3213,6.73432e-4
amazon-cloudwatch,2018-09-10,1149,6.99e-5,491,1.02911e-4
windows,2018-09-10,124412,0.007573668,38856,0.008144036
mongodb,2018-09-10,103580,0.006305507,36332,0.007615015
stripe-payments,2018-09-10,4919,2.99446e-4,1769,3.70771e-4
azure,2018-09-10,60653,0.003692291,20849,0.004369839
osx,2018-09-10,87225,0.0053099,87225,0.018282009
amazon-s3,2018-09-10,25235,0.001536201,9915,0.002078141
ios9,2018-09-10,4182,2.54583e-4,1581,3.31371e-4
amazon-vpc,2018-09-10,711,4.33e-5,211,4.42e-5
citrix,2018-09-09,595,3.62e-5,290,6.08e-5
amazon-web-services,2018-09-09,63222,0.003849548,24821,0.005204191
amazon-ecs,2018-09-09,937,5.71e-5,438,9.18e-5
excel,2018-09-09,176609,0.010753595,61533,0.012901534
amazon-dynamodb,2018-09-09,5910,3.59856e-4,2141,4.48901e-4
amazon-swf,2018-09-09,232,1.41e-5,77,1.61e-5
amazon-mws,2018-09-09,700,4.26e-5,275,5.77e-5
amazon-cloudfront,2018-09-09,2241,1.36453e-4,872,1.82831e-4
amazon-data-pipeline,2018-09-09,402,2.45e-5,199,4.17e-5
amazon-rds-aurora,2018-09-09,317,1.93e-5,144,3.02e-5
amazon-cognito,2018-09-09,1869,1.13802e-4,803,1.68364e-4
dropbox-api,2018-09-09,2068,1.25919e-4,825,1.72977e-4
actionscript-3,2018-09-09,41138,0.002504868,11024,0.002311389
ios9,2018-09-09,4182,2.54639e-4,1581,3.31486e-4
android-pay,2018-09-09,489,2.98e-5,220,4.61e-5
osx,2018-09-09,87216,0.005310531,87216,0.018286477
stripe-payments,2018-09-09,4918,2.99453e-4,1768,3.70692e-4
amazon-sns,2018-09-09,1390,8.46e-5,599,1.25592e-4
applepay,2018-09-09,353,2.15e-5,171,3.59e-5
amazon-kinesis,2018-09-09,757,4.61e-5,374,7.84e-5
amazon-cloudformation,2018-09-09,2461,1.49849e-4,862,1.80735e-4
android,2018-09-09,1134378,0.06907149,423380,0.088769555
amazon,2018-09-09,3632,2.2115e-4,1410,2.95633e-4
amazon-rds,2018-09-09,2508,1.52711e-4,1015,2.12814e-4
dropbox,2018-09-09,3066,1.86687e-4,1168,2.44893e-4
amazon-elb,2018-09-09,1062,6.47e-5,385,8.07e-5
amazon-lambda,2018-09-09,7822,4.76276e-4,7822,0.00164003
paypal,2018-09-09,18018,0.001097102,8392,0.001759536
amazon-cloudsearch,2018-09-09,319,1.94e-5,136,2.85e-5
amazon-s3,2018-09-09,25229,0.001536178,9910,0.002077819
amazon-elastic-beanstalk,2018-09-09,649,3.95e-5,318,6.67e-5
cognos,2018-09-09,847,5.16e-5,380,7.97e-5
amazon-sqs,2018-09-09,1562,9.51e-5,547,1.14689e-4
sql-server,2018-09-09,241216,0.014687466,60475,0.012679696
amazon-emr,2018-09-09,3013,1.8346e-4,1220,2.55796e-4
amazon-ses,2018-09-09,924,5.63e-5,351,7.36e-5
google-spreadsheet,2018-09-09,15522,9.45124e-4,5923,0.001241867
amazon-elasticache,2018-09-09,428,2.61e-5,174,3.65e-5
amazon-glacier,2018-09-09,191,1.16e-5,58,1.22e-5
amazon-simpledb,2018-09-09,392,2.39e-5,78,1.64e-5
amazon-ebs,2018-09-09,337,2.05e-5,54,1.13e-5
actionscript,2018-09-09,9100,5.54093e-4,2443,5.12221e-4
amazon-ec2,2018-09-09,22627,0.001377744,8452,0.001772122
amazon-route53,2018-09-09,1084,6.6e-5,382,8.01e-5
windows,2018-09-09,124400,0.007574626,38853,0.00814625
ios,2018-09-09,575662,0.035051724,188717,0.03956809
