name,city,state,zipcode,country,cuisines,pickup_enabled,delivery_enabled,weighted_rating_value,aggregated_rating_count
Wild Burger,Manitowoc,WI,54220,US,"American, American Food, Bar/Pub Food, Burgers, Chicken, Free Delivery, Subs & Sandwiches, Wings",TRUE,TRUE,2.7,124
Falafel Me,Austin,TX,78701,US,"Exclusive To Eats, Falafel, Greek, Mediterranean, Only Available Here",TRUE,TRUE,1.0,2
Chinese Bites,Irving,TX,75039,US,"Asian, Asian Fusion, Chinese, Indian, Vegetarian",TRUE,TRUE,1.8,17
Buddy V's Cake Slice,Tampa,FL,33635,US,"Bakery, Cake, Cake Shop, Cakes, Dessert, Desserts, Pastries",TRUE,TRUE,4.4,22
European Bakery & Deli,Calgary,AB,T2S 0A9,CA,"Allergy Friendly, American, Bakery, Boulangerie/Pâtisserie, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Dessert, Desserts, European, Européen, International, Offers, Offres",TRUE,TRUE,4.8,18
Petro-Canada,London,ON,N6E,CA,"Ben & Jerry's, Convenience, Cool Treats, Dépanneur, Everyday Essentials, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Hot Deal Summer, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nouveau, Offers, Offres, Pepsi, Promos D'été, Snacks",TRUE,TRUE,3.6,1
Starbucks,Bradford,ON,L3Z 1X8,CA,"Bakery, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.5,37
Taouk,Sainte-Thérèse,QC,J7E 2B4,CA,"Chicken, Healthy, Middle Eastern, Moyen-Oriental, Salads, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé",TRUE,TRUE,4.7,1
Atlas Cafe,New York,NY,10003,US,"American, Breakfast, Coffee And Tea, Dessert, Dinner, Gluten Free Pizza, Gluten-Free, Healthy, Healthy Pizza, Italian, Lunch Specials, Organic, Pasta, Pizza, Soup, Vegan Pizza, Veggie Pizza",FALSE,TRUE,2.0,1285
Nashville Kickn-Chicken,Villa Rica,GA,30180,US,"American, Chicken, Chicken Tenders, Chicken Wings, Sandwiches, Southern, Vegan Friendly, Vegetarian, Vegetarian Friendly, Wings",TRUE,TRUE,2.8,10
Petro-Canada,Montréal,QC,H4B,CA,"Convenience, Everyday Essentials, Grocery, Home & Personal Care, Home &Amp; Personal Care, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Offers, Offres, Snacks",TRUE,TRUE,4.6,22
Thrilled Cheese,Raleigh,NC,27604,US,"Comfort Food, Deli, Dinner, Late Night, Lunch, New American, Sandwich, Sandwiches",TRUE,TRUE,2.6,12
Starbucks,San Pablo,CA,94806,US,"Bakery, Breakfast And Brunch, Cafe, Coffee & Tea, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.3,53
Etoile Mirabel,Mirabel,QC,J7J,CA,"American, Beau, Bon, Local, Burgers, Dessert, Desserts, Fruits De Mer, Hamburgers, Italian, Italien, Local Goods, Local Legends, Légendes Locales, Pasta, Pizza, Pâtes, Seafood",TRUE,TRUE,4.6,35
Petro-Canada,Burlington,ON,L7L,CA,"Baby, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.5,1
Andy's Pizza Bethesda,Bethesda,MD,20814,US,"American, Breakfast, Deli, Dinner, Italian, Lunch, Pizza, Sandwiches, Subs & Sandwiches",TRUE,TRUE,4.7,118
Petro-Canada,St. Albert,AB,T8N3P8,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.0,1
Kfc,Memphis,TN,38114,US,"American, Bowls, Chicken, Dinner, Fast Food, Lunch, Potato, Sandwiches, Southern, Wings",TRUE,TRUE,3.5,48
Marco's Pizza,Oshkosh,WI,54902,US,"Gluten Free, Italian, Pizza, Sandwich, Subs & Sandwiches",TRUE,TRUE,3.1,41
Church's Texas Chicken,Americus,GA,31709,US,"American, Chicken, Chicken Tenders, Chicken Wings, Family Friendly, Family Meals, Fast Food, Fried Chicken, Sandwiches, Southern, Wings",TRUE,TRUE,3.8,85
More Taters Please,Windsor,ON,N8W,CA,"Ailes, American, Américain, Burgers, Canadian, Canadien, Catering, Chicken, Comfort Food, Dessert, Desserts, Dîner, Fall Food Moments, Family Meals, Fast Food, Food & Drinks, Hamburgers, Healthy, Lunch, Nourriture Et Boissons, Offers, Offres, Pitas, Poulet, Prêt-À-Manger, Pub Food, Santé, Saveurs D’Automne, Souper, Southwestern, Sud-Ouest Américain, Traiteur, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.2,38
Ricky's Country Restaurant,Coquitlam,BC,V3K,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Burgers, Canadian, Canadien, Déjeuner Et Brunch, Dîner, Fait-Maison, Family Meals, Gauffres, Hamburgers, Healthy, Homemade, Lunch, Offers, Offres, Pasta, Repas Familial, Salads, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Waffles",TRUE,TRUE,4.6,45
MrBeast Burger,Waxahachie,TX,75165,US,"American, Desserts",TRUE,TRUE,2.9,20
New Mandarin Seafood Restaurant,Vancouver,BC,V5N 0G5,CA,"Allergy Friendly, Asian, Asian Fusion, Breakfast & Brunch, Cantonese, Chicken, Chinese, Chinois, Comfort Food, Congee, Congee Rice, Fait-Maison, Family Friendly, Family Meals, Fruits De Mer, Gourmet, Healthy, Homemade, Locally Sourced, Noodle Shop, Nouilles, Poulet, Seafood, Source Locale, South Asian, Vegetarian, Vegetarian Friendly, Végétarien",FALSE,TRUE,3.6,1
Pdq Chicken,Brandenton,FL,34211,US,"American, Chicken, Desserts, Family Meals, Group Friendly, Healthy, Salad, Salads, Sandwich, Sandwiches",TRUE,TRUE,4.5,130
Greasy Goods,Albuquerque,NM,87108,US,"Alcohol, American, Burgers, Sandwiches",FALSE,TRUE,2.7,18
Bonfires Bar And Grill,Oviedo,FL,32765,US,"American, Bbq, Dinner, Lunch, Wings",TRUE,TRUE,2.0,129
A&W,Barrie,ON,L4N 9B1,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Canadian, Canadien, Chicken, Déjeuner Et Brunch, Family Meals, Fast Food, Hamburgers, Locally Sourced, Poulet, Prêt-À-Manger, Repas Familial, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale",TRUE,TRUE,3.6,15
Zorba's Greek Kitchen,Surrey,BC,V3W9G2,CA,"Ailes, Chicken, Dîner, Fast Food, Fruits De Mer, Grec, Greek, Group Friendly, Halal, Healthy, Lunch, Mediterranean, Méditerranéen, Offers, Offres, Pitas, Salads, Santé, Seafood, Snacks, Vegetarian, Wings",TRUE,TRUE,4.4,135
A&W,Barrie,ON,L4M,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Canadian, Canadien, Chicken, Déjeuner Et Brunch, Fast Food, Hamburgers, Locally Sourced, Poulet, Prêt-À-Manger, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale, Vegetarian, Végétarien",TRUE,TRUE,4.2,20
Chicken Sammy's,Avondale,AZ,85392,US,"American, Burgers, Chicken, Chicken Tenders, Dinner, Fried Chicken, Lunch, Salads, Sandwich, Sandwiches",TRUE,TRUE,4.2,37
Sharon's BBQ,Abilene,TX,79606,US,"American, BBQ, Bbq, Chicken, Sandwiches, Southern, Steakhouse",FALSE,TRUE,4.0,42
Cov Live,Covington,KY,41011,US,"American, Burgers, Sandwiches",TRUE,TRUE,2.9,69
McDonald's,Bessemer,AL,35022,US,"American, Breakfast, Burger, Cheeseburger, Chicken, Coffee, Desserts, Fast Food, Hamburger, Salad, Sandwiches",FALSE,TRUE,3.2,76
"Don Tequilas - Columbia, Sc",Columbia,SC,29212,US,"Burritos, Chicken, Mexican, Salad, Seafood, Southern, Steak, Taco, Tacos, Tex-Mex",TRUE,TRUE,4.3,443
Ennio's Pasta House,Waterloo,ON,N2J 4G8,CA,"Beau, Bon, Local, Chicken, Comfort Food, Fait-Maison, Fruits De Mer, Group Friendly, Homemade, Italian, Italien, Local Goods, Local Legends, Légendes Locales, Noodle Shop, Nouilles, Pasta, Pizza, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Vegetarian, Végétarien",TRUE,TRUE,4.7,134
Little Caesars,Dayton,OH,45414,US,"American, Italian, Pizza",TRUE,TRUE,2.9,15
Jack's Famous Wings,Memphis,TN,38106,US,Chicken Wings,FALSE,TRUE,3.4,9
Morris Ramen,Madison,WI,53703,US,"Aapi-Owned, Asian Food, Free Delivery, Japanese Food, Noodles, Ramen",FALSE,TRUE,4.4,202
Etta's Greeklish Eatery,Windsor,ON,N8S 1M9,CA,"Alcohol, Alcool, Barbecue, Bbq, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Déjeuner Et Brunch, Fall Food Moments, Food & Drinks, Grec, Greek, Hamburgers, Mediterranean, Méditerranéen, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Saveurs D’Automne",TRUE,TRUE,5.0,1
Petro-Canada,Montréal,QC,H4P,CA,"Convenience, Everyday Essentials, Grocery, Home & Personal Care, Home &Amp; Personal Care, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Snacks",TRUE,TRUE,4.3,43
D Jackson Bbq,Dallas,TX,75211,US,"Barbecue, Bbq, Caterers, Food Truck, Food Trucks, Pickup, Takeout",FALSE,TRUE,2.3,3
7 West Cafe,Toronto,ON,M4Y 1R4,CA,"2Pour1, 2pour1, Alcohol, Alcool, Allergy Friendly, Beau, Bon, Local, Beer, Ben & Jerry's, Bière, Bogo, Breakfast, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Chicken, Comfort Food, Corona, Crèmerie, Desserts, Déjeuner Et Brunch, Dîner, Fait-Maison, Family Meals, Food & Drinks, Fringales Nocturnes, Group Friendly, Holiday Offers, Homemade, Ice Cream & Frozen Treats, Italian, Italien, Labatt, Late Night Cravings, Local Goods, Local Legends, Lunch, Légendes Locales, Nourriture Et Boissons, Offers, Offres, Offres Des Fêtes, Pizza, Poulet, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Spirits, Spiritueux, Stella Artois, Vin, Wine",TRUE,TRUE,4.4,354
Zesty - Shawarma & Halal Grill,Oakville,ON,L6K 3E1,CA,"Ben & Jerry's, Burgers, Canadian, Canadien, Crèmerie, Dessert, Desserts, Donair, Group Friendly, Halal, Hamburgers, Ice Cream & Frozen Treats, Mediterranean, Middle Eastern, Moyen-Oriental, Offers, Offres, Pitas",TRUE,TRUE,4.8,32
Little Caesars,Little Chute,WI,54140,US,"American, Fast Food, Italian, National Brand, Pizza, Wings",TRUE,TRUE,3.3,22
Petro-Canada,Montréal,QC,H4B,CA,"Convenience, Everyday Essentials, Grocery, Home & Personal Care, Home &Amp; Personal Care, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Offers, Offres, Snacks",TRUE,TRUE,4.6,22
Empire Chef,Aurora,ON,L4G 1N2,CA,"Ailes, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Chicken, Chinese, Chinois, Dîner, Family Meals, Fruits De Mer, International, Local Goods, Lunch, Noodle Shop, Nouilles, Poulet, Seafood, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.7,1
McDonald's,Des Moines,IA,50322,US,"American, Bakery, Breakfast, Burger, Burgers, Cafe, Cheeseburger, Chicken, Coffee, Coffee And Tea, Dinner, Fast Food, Hamburger, Hamburgers, Ice Cream, Kids Menu, Lunch, Sandwiches",FALSE,TRUE,3.6,95
McDonald's,Topeka,KS,66605,US,"American, Bakery, Breakfast, Burger, Burgers, Cafe, Cheeseburger, Chicken, Coffee, Coffee & Tea, Coffee And Tea, Dessert, Dinner, Fast Food, Hamburger, Hamburgers, Healthy Food, Ice Cream, Ice Cream & Frozen Yogurt, Kids Menu, Lunch, National Brand, Sandwiches, Subs & Sandwiches",FALSE,TRUE,3.7,78
Super Mega Dilla,Jupiter,FL,33458,US,"Mexican, New American, Sandwiches, Tex Mex",TRUE,TRUE,3.1,10
Petro-Canada,Chestermere,AB,T1X,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nourriture Et Boissons, Nouveau, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Petro-Canada,Montréal,QC,H4B,CA,"Convenience, Everyday Essentials, Grocery, Home & Personal Care, Home &Amp; Personal Care, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Offers, Offres, Snacks",TRUE,TRUE,4.6,22
Firebelly Wings,Fort Wayne,IN,46808,US,"American, Chicken, Comfort Food, Dinner, Fast Food, Late Night, Lunch, Soul Food, Wings",TRUE,TRUE,2.8,34
Wingmen,Roswell,GA,30075,US,"American, Chicken, Chicken Wings, Classic, Comfort Food, Dinner, Fast Food, Kids Friendly, Lunch, Southern, Wings",TRUE,TRUE,2.4,13
Firehouse Subs-Old Field CrossinG-156,Jacksonville,FL,32223,US,"American, Desserts, Dinner, Healthy, Lunch, Salad, Salads, Sandwich, Sandwiches, Soup, Subs",TRUE,TRUE,4.7,60
A&W,Red Deer,AB,T4R 1H1,CA,"American, Breakfast & Brunch, Burgers, Canadian, Canadien, Chicken, Crèmerie, Déjeuner Et Brunch, Family Meals, Fast Food, Hamburgers, Ice Cream & Frozen Treats, Locally Sourced, Poulet, Prêt-À-Manger, Repas Familial, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale, Vegetarian, Végétarien",TRUE,TRUE,4.2,1
Eola Wine Co,Orlando,FL,32801,US,"American, Breakfast, Lunch, Tapas, Tapas Bars, Wraps",FALSE,TRUE,3.7,11
A1 Pizza Lethbridge,Lethbridge,AB,T1H 2S4,CA,"Ailes, American, Bistro, Diner, Dîner, Italian, Lunch, Pizza, Wings",TRUE,TRUE,4.5,1
Taouk,Sainte-Thérèse,QC,J7E 2B4,CA,"Chicken, Healthy, Middle Eastern, Moyen-Oriental, Salads, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé",TRUE,TRUE,4.7,1
Starbucks,Vancouver,BC,V5S 4W2,CA,"Bakery, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.5,36
Empire Chef,Aurora,ON,L4G 1N2,CA,"Ailes, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Chicken, Chinese, Chinois, Dîner, Family Meals, Fruits De Mer, International, Local Goods, Lunch, Noodle Shop, Nouilles, Poulet, Seafood, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.7,1
Zubu Ramen,West Vancouver,BC,V7P,CA,"Asian, Beau, Bon, Local, Chicken, Comfort Food, Fait-Maison, Group Friendly, Homemade, Japanese, Japonais, Local Goods, Noodles, Poulet, Ramen, Vegan, Vegetarian, Végétalien, Végétarien",TRUE,TRUE,4.7,146
3 Brothers Shawarma & Poutine,Gatineau,QC,J8X,CA,"Ailes, American, Bistro, Burgers, Canadian, Canadien, Chicken, Dessert, Desserts, Diner, Donair, Dîner, European, Européen, Fast Food, Food & Drinks, Hamburgers, Healthy, Italian, Italien, Lunch, Mediterranean, Middle Eastern, Moyen-Oriental, Méditerranéen, Nourriture Et Boissons, Pasta, Pitas, Poulet, Prêt-À-Manger, Pâtes, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.3,52
Tony's Pizzeria,Miami,FL,33135,US,"American, Italian, Pizza",TRUE,TRUE,2.9,11
Hot Chx Nashville Hot Chicken,Los Angeles,CA,90007,US,"Fried Chicken, Sandwiches, Southern",TRUE,TRUE,1.9,12
Leo & Ken's,Lawton,OK,73501,US,"American, Breakfast, Coffee, Dessert, Desserts, Dinner, Lunch, Sandwiches, Soup",TRUE,TRUE,3.0,4
Petro-Canada,Surrey,BC,V3S,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.7,1
Poke Picnic,Peoria,AZ,85345,US,"Alcohol, Fish, Hawaiian, Japanese, Poke",FALSE,TRUE,2.9,29
A&W,Richmond,BC,V6X 4C4,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Canadian, Canadien, Chicken, Déjeuner Et Brunch, Fast Food, Hamburgers, Locally Sourced, Poulet, Prêt-À-Manger, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale",TRUE,TRUE,4.4,20
Mexican Post,Plainsboro Township,NJ,8536,US,"Burritos, Healthy, Mexican, Quesadillas, Salads, Tacos, Tex Mex",FALSE,TRUE,1.0,3
Montana's Bbq & Bar,Kitchener,ON,N2E,CA,"Alcohol, Alcool, American, Américain, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Group Friendly, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,4.6,100
Petro-Canada,Oakville,ON,L6M4J7,CA,"Baby, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nourriture Et Boissons, Nouveau, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.7,1
La Cabanita Taqueria Y Mariscos,Little Rock,AR,72204,US,"Breakfast, Group Friendly, Latin, Latin American, Mexican, New Mexican, Sandwiches, Seafood, Taco",TRUE,TRUE,4.4,77
Petro-Canada,Edmonton,AB,T5A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.3,24
Tropical Smoothie Cafe,Saint Johns,FL,32259,US,"American, Chicken, Desserts, Fast Food, Healthy, Juice And Smoothies, Sandwich, Sandwiches, Smoothies, Smoothies And Juices, Vegan, Wraps",TRUE,TRUE,5.0,84
Munchie Vibez,Panama City,FL,32401,US,"American (Traditional), Food Trucks",FALSE,TRUE,4.1,139
A1 Sweets & Restaurant,Oakville,ON,L6H 7K7,CA,"Asian, Asiatique, Dessert, Desserts, Fait-Maison, Group Friendly, Healthy, Homemade, Indian, Indien, International, Vegetarian, Végétarien",TRUE,TRUE,3.9,25
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Starbucks,Halifax,NS,B3S 1P1,CA,"Bakery, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.6,200
Little Caesars,Kalamazoo,MI,49008,US,"American, Comfort Food, Fast Food, Pizza",TRUE,TRUE,1.8,18
Just Wing It,Santa Ana,CA,92705,US,"American, Chicken, Chicken Wings, Comfort Food, Wings",TRUE,TRUE,2.6,86
A&W,Red Deer,AB,T4R,CA,"American, Breakfast & Brunch, Burgers, Canadian, Canadien, Chicken, Crèmerie, Déjeuner Et Brunch, Fast Food, Hamburgers, Ice Cream & Frozen Treats, Locally Sourced, Poulet, Prêt-À-Manger, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale",TRUE,TRUE,3.7,1
9 Queen Chinese Express,Brampton,ON,L6W 2A7,CA,"Alcohol, Alcool, Allergy Friendly, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Beer, Bière, Boissons Alcoolisées, Chicken, Chinese, Chinois, Fall Food Moments, Family Meals, Featured Restos, Food & Drinks, Fringales Nocturnes, Global Diversity Month, Group Friendly, Healthy, International, Late Night Cravings, Liquor, Local Goods, Mois Mondial De La Diversité, Noodle Shop, Nouilles, Nourriture Et Boissons, Poulet, Restos Vedettes, Santé, Saveurs D’Automne",TRUE,TRUE,4.3,201
A&W,Richmond,BC,V6X 4C4,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Canadian, Canadien, Chicken, Déjeuner Et Brunch, Fast Food, Hamburgers, Locally Sourced, Poulet, Prêt-À-Manger, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale",TRUE,TRUE,4.4,20
3 Amigos,Terrebonne,QC,J6W 3W5,CA,"Alcohol, Alcool, Beau, Bon, Local, Beer, Bistro, Bière, Burgers, Chicken, Dessert, Desserts, Diner, Favoris Du Quartier, Fruits De Mer, Group Friendly, Hamburgers, International, Local Favourites, Local Goods, Local Legends, Légendes Locales, Mexicain, Mexican, New, Nouveau, Offers, Offres, Poulet, Pub Food, Seafood, Souper, Tacos, Vegetarian, Vin, Végétarien, Wine",TRUE,TRUE,3.5,36
Petro-Canada,Kitchener,ON,N2E,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.1,11
Desserts To-Go,Oklahoma City,OK,73108,US,"Breakfast, Sandwich, burger",FALSE,TRUE,2.0,1
Zubu Ramen Bar,Burnaby,BC,V5H 4J5,CA,"Asian, Asiatique, Chicken, Comfort Food, Crèmerie, Fait-Maison, Group Friendly, Homemade, Hot Deal Summer, Ice Cream & Frozen Treats, International, Japanese, Japonais, Noodle Shop, Noodles, Nouilles, Offers, Offres, Poulet, Promos D'été, Ramen, Rice &Amp; Curry, Vegetarian, Végétarien",TRUE,TRUE,4.6,146
