home_player_Y3,SJH,away_player_1,BWH,match_api_id,home_player_X7,VCH,away_player_9,id,away_player_Y7,home_player_10,cross,shoton,away_team_api_id,away_player_10,home_player_Y2,LBH,away_player_Y4,home_team_api_id,B365H,VCA,home_player_Y8,home_player_X4,home_player_3,away_player_X7,home_player_X1,BWD,home_player_6,card,goal,away_player_5,away_player_X1,B365D,home_player_Y4,home_player_1,away_player_Y10,away_player_3,away_player_X9,BSD,away_player_X4,home_player_Y9,away_player_X10,WHA,IWD,IWA,LBA,season,home_player_X2,league_id,BSH,date,away_player_Y9,home_player_Y7,away_player_Y6,home_player_Y10,home_player_9,home_player_5,home_player_Y11,away_player_X3,away_player_7,country_id,away_player_6,home_player_X10,shotoff,away_player_Y11,away_player_X11,GBA,home_player_4,home_player_Y1,home_team_goal,PSA,SJA,corner,home_player_11,away_player_X2,B365A,away_player_X5,away_player_Y5,home_player_Y6,BSA,LBD,home_player_X6,home_player_7,home_player_8,GBH,home_player_Y5,WHH,stage,GBD,BWA,WHD,away_player_X8,home_player_X3,possession,home_player_X9,IWH,away_player_Y8,away_player_Y2,home_player_X8,PSD,PSH,away_player_Y3,away_player_11,away_player_X6,home_player_X5,away_team_goal,SJD,foulcommit,home_player_2,away_player_Y1,VCD,home_player_X11,away_player_2,away_player_4,away_player_8
3.0,1.75,37990.0,1.67,493061,4.0,1.65,38366.0,190,7.0,38253.0,,,8342,27423.0,3.0,1.7,3.0,8635,1.67,5.0,7.0,6.0,38388.0,4.0,1.0,3.4,38798.0,,,37858.0,1.0,3.5,3.0,34480.0,10.0,21812.0,8.0,3.4,6.0,7.0,4.0,4.33,3.4,4.3,4.33,2008/2009,2.0,1,1.73,2009-04-12 00:00:00,7.0,7.0,7.0,10.0,38393.0,38389.0,10.0,4.0,27364.0,1,37983.0,4.0,,10.0,6.0,4.5,13423.0,1.0,1,,4.75,,37069.0,2.0,5.0,8.0,3.0,7.0,4.2,3.3,2.0,30949.0,38383.0,1.7,3.0,1.67,29,3.4,4.8,3.4,6.0,4.0,,8.0,1.7,7.0,3.0,6.0,,,3.0,38440.0,2.0,8.0,0,3.4,,33620.0,1.0,3.4,6.0,39578.0,11736.0,38336.0
3.0,3.2,37937.0,3.1,493062,4.0,2.8,32690.0,191,7.0,37945.0,,,9987,37202.0,3.0,2.75,3.0,9999,3.2,2.25,7.0,6.0,16387.0,4.0,1.0,3.3,26669.0,,,148314.0,1.0,3.25,3.0,38318.0,10.0,38293.0,8.0,3.2,6.0,7.0,4.0,2.2,3.1,2.2,2.2,2008/2009,2.0,1,2.8,2009-04-10 00:00:00,7.0,7.0,7.0,10.0,148336.0,94284.0,10.0,4.0,43158.0,1,38782.0,4.0,,10.0,6.0,2.1,94288.0,1.0,1,,2.15,,33622.0,2.0,2.25,8.0,3.0,7.0,2.25,3.25,2.0,33671.0,163670.0,3.2,3.0,2.8,29,3.2,2.1,3.2,6.0,4.0,,8.0,2.8,7.0,3.0,6.0,,,3.0,38794.0,2.0,8.0,0,3.3,,46580.0,1.0,3.25,6.0,38789.0,104411.0,20445.0
3.0,1.85,37900.0,1.75,493063,4.0,1.83,131530.0,192,7.0,41021.0,,,10000,38231.0,3.0,1.91,3.0,9993,1.91,3.75,7.0,6.0,36849.0,4.0,1.0,3.4,30910.0,,,94030.0,1.0,3.5,3.0,38391.0,10.0,37903.0,8.0,3.3,6.0,7.0,4.0,3.6,3.2,3.5,3.5,2008/2009,2.0,1,1.91,2009-04-11 00:00:00,7.0,7.0,7.0,10.0,94308.0,38322.0,10.0,4.0,37981.0,1,37886.0,4.0,,10.0,6.0,3.8,,1.0,1,,4.0,,38792.0,2.0,4.0,8.0,3.0,7.0,3.5,3.2,2.0,41106.0,38786.0,1.85,3.0,1.83,29,3.3,4.2,3.3,6.0,4.0,,8.0,1.85,7.0,3.0,6.0,,,3.0,75500.0,2.0,8.0,2,3.4,,42812.0,1.0,3.25,6.0,37100.0,37889.0,131531.0
3.0,1.33,30934.0,1.3,493064,4.0,1.35,38945.0,193,7.0,37262.0,,,9994,,3.0,1.36,3.0,9985,1.33,7.5,7.0,6.0,38800.0,4.0,1.0,4.35,39631.0,,,38273.0,1.0,4.75,3.0,38797.0,10.0,11569.0,8.0,4.2,6.0,7.0,4.0,8.0,4.2,8.0,7.0,2008/2009,2.0,1,1.36,2009-04-11 00:00:00,7.0,7.0,7.0,10.0,148335.0,119117.0,10.0,4.0,95609.0,1,12099.0,4.0,,10.0,6.0,8.0,37861.0,1.0,1,,9.0,,38369.0,2.0,10.0,8.0,3.0,7.0,7.0,4.0,2.0,39591.0,47411.0,1.35,3.0,1.3,29,4.25,9.5,4.33,6.0,4.0,,8.0,1.3,7.0,3.0,6.0,,,3.0,69629.0,2.0,8.0,0,4.5,,30692.0,1.0,4.0,6.0,38292.0,14642.0,38257.0
3.0,1.95,39153.0,1.9,493065,4.0,1.91,67896.0,194,7.0,148327.0,,,7947,149367.0,3.0,1.91,3.0,8571,2.0,3.5,7.0,6.0,40521.0,4.0,1.0,3.35,67940.0,,,45413.0,1.0,3.3,3.0,33676.0,10.0,26606.0,8.0,3.2,6.0,7.0,4.0,3.2,3.1,3.2,3.5,2008/2009,2.0,1,2.1,2009-04-11 00:00:00,7.0,7.0,7.0,10.0,149279.0,67939.0,10.0,4.0,15662.0,1,34031.0,4.0,,10.0,6.0,3.4,46231.0,1.0,1,,3.75,,148329.0,2.0,3.8,8.0,3.0,7.0,3.1,3.25,2.0,39625.0,,2.0,3.0,2.0,29,3.25,3.6,3.2,6.0,4.0,,8.0,2.0,7.0,3.0,6.0,,,3.0,116788.0,2.0,8.0,2,3.3,,6803.0,1.0,3.3,6.0,46459.0,,178291.0
3.0,2.25,39573.0,2.3,493066,4.0,2.4,67959.0,195,7.0,31810.0,,,8203,17276.0,3.0,2.3,3.0,9998,2.25,2.65,7.0,6.0,40008.0,4.0,1.0,3.3,,,,67958.0,1.0,3.3,3.0,38252.0,10.0,67950.0,8.0,3.2,6.0,7.0,4.0,2.8,3.2,2.5,2.62,2008/2009,2.0,1,2.38,2009-04-11 00:00:00,7.0,7.0,7.0,10.0,39158.0,166554.0,10.0,4.0,37112.0,1,38791.0,4.0,,10.0,6.0,2.8,,1.0,0,,3.1,,38947.0,2.0,3.2,8.0,3.0,7.0,2.62,3.2,2.0,39145.0,46890.0,2.25,3.0,2.2,29,3.3,2.75,3.2,6.0,4.0,,8.0,2.3,7.0,3.0,6.0,,,3.0,26502.0,2.0,8.0,1,3.3,,39156.0,1.0,3.25,6.0,38801.0,67941.0,
3.0,2.05,148308.0,1.95,493067,4.0,2.0,94289.0,196,7.0,38419.0,,,9996,,3.0,1.91,3.0,9986,1.95,3.4,7.0,6.0,,4.0,1.0,3.25,38423.0,,,39878.0,1.0,3.4,3.0,95597.0,10.0,38788.0,8.0,3.2,6.0,7.0,4.0,3.3,3.1,3.0,3.5,2008/2009,2.0,1,2.0,2009-04-11 00:00:00,7.0,7.0,7.0,10.0,167619.0,94462.0,10.0,4.0,37846.0,1,,4.0,,10.0,6.0,3.4,38246.0,1.0,1,,3.5,,104389.0,2.0,3.8,8.0,3.0,7.0,3.4,3.2,2.0,38435.0,131409.0,2.0,3.0,1.95,29,3.25,3.55,3.2,6.0,4.0,,8.0,2.1,7.0,3.0,6.0,,,3.0,,2.0,8.0,0,3.25,,,1.0,3.25,6.0,,38312.0,26916.0
3.0,1.4,148297.0,1.45,493068,4.0,1.4,,197,7.0,12692.0,,,4049,9144.0,3.0,1.44,3.0,9984,1.4,7.0,7.0,6.0,37021.0,4.0,1.0,3.8,32863.0,,,,1.0,4.5,3.0,36835.0,10.0,148289.0,8.0,4.0,6.0,7.0,4.0,7.0,3.9,6.0,6.5,2008/2009,2.0,1,1.4,2009-04-11 00:00:00,7.0,7.0,7.0,10.0,104386.0,38186.0,10.0,4.0,148292.0,1,37085.0,6.0,,10.0,6.0,7.0,37051.0,1.0,4,,8.0,,38357.0,2.0,8.0,8.0,3.0,7.0,7.0,3.6,2.0,37957.0,37909.0,1.4,3.0,1.4,29,4.0,6.8,3.75,6.0,4.0,,8.0,1.4,7.0,3.0,6.0,,,3.0,39157.0,2.0,8.0,1,4.2,,37047.0,1.0,4.0,4.0,35580.0,,
,1.83,,1.75,493069,,1.7,,198,,,,,10001,,,1.73,,9991,1.8,4.5,,,,,,3.4,,,,,,3.3,,,,,,3.3,,,,4.0,3.1,3.8,4.0,2008/2009,,1,1.8,2009-04-12 00:00:00,,,,,,,,,,1,,,,,,4.25,,,2,,4.25,,,,4.2,,,,4.0,3.4,,,,1.75,,1.73,29,3.4,4.2,3.4,,,,,1.8,,,,,,,,,,0,3.4,,,,3.4,,,,
,1.25,,1.23,492491,,1.22,,199,,,,,8571,,,1.2,,8635,1.29,10.0,,,,,,5.0,,,,,,4.75,,,,,,5.0,,,,8.5,4.3,8.5,9.0,2008/2009,,1,1.25,2008-08-30 00:00:00,,,,,,,,,,1,,,,,,9.0,,,4,,11.0,,,,9.0,,,,9.0,5.5,,,,1.25,,1.3,3,5.0,10.0,4.2,,,,,1.27,,,,,,,,,,0,5.0,,,,5.0,,,,
,1.67,,1.7,492492,,1.6,,200,,,,,9994,,,1.72,,9987,1.62,5.0,,,,,,3.35,,,,,,3.4,,,,,,3.4,,,,4.5,3.2,4.2,4.0,2008/2009,,1,1.67,2008-08-30 00:00:00,,,,,,,,,,1,,,,,,4.6,,,1,,5.0,,,,5.5,,,,4.5,3.4,,,,1.65,,1.65,3,3.4,4.5,3.4,,,,,1.7,,,,,,,,,,0,3.5,,,,3.4,,,,
,1.62,,1.65,492493,,1.65,,201,,,,,9998,,,1.57,,9984,1.7,4.5,,,,,,3.4,,,,,,3.25,,,,,,3.4,,,,4.5,3.2,4.2,5.0,2008/2009,,1,1.7,2008-08-30 00:00:00,,,,,,,,,,1,,,,,,5.0,,,2,,5.5,,,,4.75,,,,4.33,3.5,,,,1.6,,1.65,3,3.4,4.7,3.4,,,,,1.7,,,,,,,,,,1,3.5,,,,3.4,,,,
,1.67,,1.65,492494,,1.65,,202,,,,,9986,,,1.72,,9991,1.62,4.5,,,,,,3.4,,,,,,3.5,,,,,,3.4,,,,4.5,3.4,4.6,4.0,2008/2009,,1,1.62,2008-08-31 00:00:00,,,,,,,,,,1,,,,,,4.3,,,2,,4.5,,,,5.0,,,,5.0,3.4,,,,1.7,,1.7,3,3.4,4.8,3.25,,,,,1.6,,,,,,,,,,0,3.75,,,,3.4,,,,
,2.5,,2.45,492495,,2.5,,203,,,,,9996,,,2.5,,7947,2.5,2.5,,,,,,3.2,,,,,,3.3,,,,,,3.2,,,,2.6,3.2,2.4,2.5,2008/2009,,1,2.5,2008-08-30 00:00:00,,,,,,,,,,1,,,,,,2.6,,,1,,2.63,,,,2.5,,,,2.5,3.2,,,,2.4,,2.3,3,3.2,2.55,3.3,,,,,2.4,,,,,,,,,,2,3.25,,,,3.2,,,,
,2.1,,2.2,492496,,2.0,,204,,,,,10000,,,2.1,,8203,2.0,3.3,,,,,,3.2,,,,,,3.4,,,,,,3.3,,,,2.8,3.0,3.1,3.0,2008/2009,,1,2.1,2008-08-30 00:00:00,,,,,,,,,,1,,,,,,3.0,,,0,,3.25,,,,3.25,,,,3.0,3.2,,,,2.15,,2.2,3,3.2,2.9,3.2,,,,,2.1,,,,,,,,,,2,3.25,,,,3.2,,,,
,5.0,,4.7,492497,,6.0,,205,,,,,9985,,,4.5,,9999,5.5,1.45,,,,,,3.65,,,,,,3.6,,,,,,3.6,,,,1.65,3.3,1.65,1.61,2008/2009,,1,5.5,2008-08-31 00:00:00,,,,,,,,,,1,,,,,,1.65,,,1,,1.67,,,,1.57,,,,1.53,3.5,,,,4.5,,4.5,3,3.5,1.6,3.4,,,,,4.4,,,,,,,,,,1,3.5,,,,3.75,,,,
,5.5,,5.35,492498,,5.5,,206,,,,,8342,,,6.0,,4049,7.0,1.5,,,,,,3.75,,,,,,3.75,,,,,,3.6,,,,1.57,3.7,1.5,1.44,2008/2009,,1,6.0,2008-08-29 00:00:00,,,,,,,,,,1,,,,,,1.55,,,1,,1.57,,,,1.53,,,,1.5,3.75,,,,5.25,,5.0,3,3.6,1.52,3.5,,,,,5.0,,,,,,,,,,4,3.75,,,,4.0,,,,
,2.38,,2.4,492499,,2.2,,207,,,,,9993,,,2.2,,10001,2.25,3.0,,,,,,3.2,,,,,,3.3,,,,,,3.2,,,,2.9,3.0,2.7,2.8,2008/2009,,1,2.38,2008-08-30 00:00:00,,,,,,,,,,1,,,,,,2.75,,,1,,2.8,,,,2.8,,,,2.62,3.2,,,,2.3,,2.15,3,3.2,2.6,3.2,,,,,2.3,,,,,,,,,,0,3.2,,,,3.2,,,,
3.0,4.25,34480.0,4.05,493070,4.0,4.5,38393.0,208,7.0,17883.0,,,8635,38253.0,3.0,4.0,3.0,10001,4.5,1.65,7.0,6.0,37953.0,4.0,1.0,3.4,38343.0,,,38389.0,1.0,3.5,3.0,38341.0,10.0,38388.0,8.0,3.4,6.0,7.0,4.0,1.8,3.2,1.75,1.72,2008/2009,2.0,1,4.2,2009-04-19 00:00:00,7.0,7.0,7.0,10.0,47410.0,,10.0,4.0,30949.0,1,38798.0,4.0,,10.0,6.0,1.75,38339.0,1.0,0,,1.8,,50160.0,2.0,1.73,8.0,3.0,7.0,1.75,3.4,2.0,38353.0,21834.0,4.25,3.0,3.75,30,3.4,1.75,3.3,6.0,4.0,,8.0,4.0,7.0,3.0,6.0,,,3.0,37069.0,2.0,8.0,1,3.4,,38349.0,1.0,3.4,6.0,33620.0,13423.0,38383.0
3.0,4.8,38797.0,5.0,493071,4.0,5.5,148335.0,209,7.0,,,,9985,37262.0,3.0,5.5,3.0,9996,6.0,1.55,7.0,6.0,38312.0,4.0,1.0,3.5,,,,47411.0,1.0,3.75,3.0,148308.0,10.0,38800.0,8.0,3.5,6.0,7.0,4.0,1.6,3.4,1.65,1.53,2008/2009,2.0,1,5.0,2009-04-18 00:00:00,7.0,7.0,7.0,10.0,94289.0,39878.0,10.0,4.0,39631.0,1,35412.0,4.0,,10.0,6.0,1.67,37846.0,1.0,0,,1.67,,,2.0,1.57,8.0,3.0,7.0,1.62,3.5,2.0,26916.0,,4.5,3.0,5.0,30,3.5,1.6,3.3,6.0,4.0,,8.0,4.2,7.0,3.0,6.0,,,3.0,148315.0,2.0,8.0,3,3.65,,38788.0,1.0,3.5,6.0,30692.0,37861.0,39591.0
3.0,1.17,38252.0,1.2,493072,4.0,1.2,,210,7.0,38440.0,,,9998,39145.0,3.0,1.16,3.0,8342,1.29,11.0,7.0,6.0,11736.0,4.0,1.0,5.35,37979.0,,,166554.0,1.0,5.25,3.0,37990.0,10.0,46890.0,8.0,6.5,6.0,7.0,4.0,9.0,5.5,11.0,12.0,2008/2009,2.0,1,1.17,2009-04-18 00:00:00,7.0,7.0,7.0,10.0,27423.0,37858.0,10.0,4.0,40008.0,1,,4.0,,10.0,6.0,13.0,38441.0,1.0,3,,14.0,,34025.0,2.0,9.5,8.0,3.0,7.0,10.0,5.5,2.0,38336.0,38366.0,1.15,3.0,1.2,30,6.5,11.0,5.5,6.0,4.0,,8.0,1.17,7.0,3.0,6.0,,,3.0,119118.0,2.0,8.0,2,6.5,,38342.0,1.0,5.5,6.0,39156.0,38947.0,39158.0
3.0,3.5,95597.0,4.0,493073,4.0,4.0,104389.0,211,7.0,9144.0,,,9986,38920.0,3.0,3.5,3.0,4049,4.33,1.85,7.0,6.0,37976.0,4.0,1.0,3.3,37085.0,,,94462.0,1.0,3.5,3.0,32990.0,10.0,,8.0,3.25,6.0,7.0,4.0,1.8,,,1.9,2008/2009,2.0,1,3.4,2009-04-18 00:00:00,7.0,7.0,7.0,10.0,,,10.0,4.0,38423.0,1,38246.0,4.0,,10.0,6.0,1.85,148289.0,1.0,3,,2.0,,39157.0,2.0,1.83,8.0,3.0,7.0,1.95,3.2,2.0,37972.0,148292.0,3.75,3.0,3.75,30,3.3,1.8,3.3,6.0,4.0,,8.0,,7.0,3.0,6.0,,,3.0,131409.0,2.0,8.0,1,3.4,,35580.0,1.0,3.3,6.0,,37571.0,38435.0
3.0,2.1,36835.0,2.15,493074,4.0,2.35,38251.0,212,7.0,33657.0,,,9984,37065.0,3.0,2.2,3.0,8203,2.38,2.65,7.0,6.0,67950.0,4.0,1.0,3.1,38801.0,,,38186.0,1.0,3.25,3.0,39573.0,10.0,37051.0,8.0,3.1,6.0,7.0,4.0,2.75,3.2,3.1,3.0,2008/2009,2.0,1,2.25,2009-04-18 00:00:00,7.0,7.0,7.0,10.0,,67958.0,10.0,4.0,37957.0,1,27110.0,4.0,,10.0,6.0,3.0,67941.0,1.0,0,,3.4,,148286.0,2.0,3.0,8.0,3.0,7.0,2.88,3.0,2.0,67898.0,,2.2,3.0,2.25,30,3.2,3.1,3.2,6.0,4.0,,8.0,2.0,7.0,3.0,6.0,,,3.0,78462.0,2.0,8.0,1,3.25,,36393.0,1.0,3.25,6.0,37021.0,37038.0,104386.0
3.0,2.6,37854.0,2.4,493075,4.0,2.6,39875.0,213,7.0,37202.0,,,9991,38229.0,3.0,2.3,3.0,9987,2.62,2.6,7.0,6.0,38293.0,4.0,1.0,3.25,9307.0,,,,1.0,3.3,3.0,170323.0,10.0,38337.0,8.0,3.1,6.0,7.0,4.0,2.62,3.1,2.5,2.62,2008/2009,2.0,1,2.38,2009-04-17 00:00:00,7.0,7.0,7.0,10.0,32690.0,148314.0,10.0,4.0,37044.0,1,33662.0,4.0,,10.0,6.0,2.7,104411.0,1.0,2,,2.6,,38794.0,2.0,2.62,8.0,3.0,7.0,2.7,3.2,2.0,39498.0,20445.0,2.35,3.0,2.38,30,3.25,2.6,3.1,6.0,4.0,,8.0,2.4,7.0,3.0,6.0,,,3.0,12574.0,2.0,8.0,2,3.25,,38789.0,1.0,3.25,6.0,36841.0,38255.0,32760.0
3.0,2.5,38318.0,2.25,493076,4.0,2.5,148336.0,214,7.0,,,,9999,33622.0,3.0,2.25,3.0,7947,2.38,2.5,7.0,6.0,34031.0,4.0,1.0,3.3,,,,94288.0,1.0,3.3,3.0,39153.0,10.0,38247.0,8.0,3.2,6.0,7.0,4.0,2.75,3.0,2.9,2.75,2008/2009,2.0,1,2.3,2009-04-19 00:00:00,7.0,7.0,7.0,10.0,45413.0,,10.0,4.0,33671.0,1,26669.0,4.0,,10.0,6.0,2.75,26606.0,1.0,3,,2.63,,149367.0,2.0,2.62,8.0,3.0,7.0,2.75,3.2,2.0,15662.0,178291.0,2.3,3.0,2.25,30,3.3,2.75,3.2,6.0,4.0,,8.0,2.2,7.0,3.0,6.0,,,3.0,32637.0,2.0,8.0,1,3.3,,39575.0,1.0,3.25,6.0,46580.0,16387.0,163670.0
3.0,1.75,33676.0,1.7,493077,4.0,1.7,131486.0,215,7.0,40433.0,,,8571,,3.0,1.72,3.0,10000,1.73,4.35,7.0,6.0,37903.0,4.0,1.0,3.4,37886.0,,,67939.0,1.0,3.4,3.0,37900.0,10.0,,8.0,3.4,6.0,7.0,4.0,4.33,3.3,4.0,4.33,2008/2009,2.0,1,1.7,2009-04-18 00:00:00,7.0,7.0,7.0,10.0,130027.0,94030.0,10.0,4.0,149279.0,1,148302.0,4.0,,10.0,6.0,4.25,37889.0,1.0,5,,4.5,,38231.0,2.0,5.0,8.0,3.0,7.0,4.33,3.2,2.0,131531.0,131530.0,1.75,3.0,1.7,30,3.4,4.4,3.3,6.0,4.0,,8.0,1.7,7.0,3.0,6.0,,,3.0,37900.0,2.0,8.0,1,3.45,,37100.0,1.0,3.4,6.0,6803.0,40521.0,148327.0
3.0,2.25,38391.0,2.15,493078,4.0,2.35,94308.0,216,7.0,38945.0,,,9993,41021.0,3.0,2.25,3.0,9994,2.38,2.65,7.0,6.0,11569.0,4.0,1.0,3.15,12099.0,,,38322.0,1.0,3.25,3.0,30934.0,10.0,36849.0,8.0,3.1,6.0,7.0,4.0,2.75,3.2,2.75,2.87,2008/2009,2.0,1,2.38,2009-04-18 00:00:00,7.0,7.0,7.0,10.0,95609.0,38273.0,10.0,4.0,30910.0,1,38371.0,4.0,,10.0,6.0,3.1,14642.0,1.0,1,,3.2,,69629.0,2.0,3.0,8.0,3.0,7.0,2.7,3.0,2.0,38290.0,,2.2,3.0,2.25,30,3.1,3.05,3.2,6.0,4.0,,8.0,2.2,7.0,3.0,6.0,,,3.0,38786.0,2.0,8.0,0,3.1,,38292.0,1.0,3.25,6.0,42812.0,,38784.0
3.0,2.75,37990.0,2.7,493079,4.0,2.4,27423.0,217,7.0,41106.0,,,8342,38440.0,3.0,2.8,3.0,9993,2.6,2.6,7.0,6.0,36849.0,4.0,1.0,3.25,38371.0,,,39578.0,1.0,3.2,3.0,38391.0,10.0,38342.0,8.0,3.2,6.0,7.0,4.0,2.4,3.1,2.2,2.2,2008/2009,2.0,1,2.75,2009-04-24 00:00:00,7.0,7.0,7.0,10.0,38786.0,38322.0,10.0,4.0,38336.0,1,37979.0,4.0,,10.0,6.0,2.45,,1.0,2,,2.5,,41021.0,2.0,2.75,8.0,3.0,7.0,2.3,3.2,2.0,30910.0,38784.0,2.6,3.0,2.6,31,3.2,2.3,3.1,6.0,4.0,,8.0,2.8,7.0,3.0,6.0,,,3.0,34025.0,2.0,8.0,0,3.25,,42812.0,1.0,3.2,6.0,37988.0,37858.0,38366.0
3.0,,37937.0,,493080,4.0,,20445.0,218,7.0,37065.0,,,9987,32690.0,3.0,,3.0,9984,,,7.0,6.0,37051.0,4.0,1.0,,37957.0,,,148314.0,1.0,,3.0,36835.0,10.0,38293.0,8.0,,6.0,7.0,4.0,,,,,2008/2009,2.0,1,,2009-04-26 00:00:00,7.0,7.0,7.0,10.0,38357.0,38186.0,10.0,4.0,39498.0,1,9307.0,4.0,,10.0,6.0,,37038.0,1.0,1,,,,12692.0,2.0,,8.0,3.0,7.0,,,2.0,37909.0,104386.0,,3.0,,31,,,,6.0,4.0,,8.0,,7.0,3.0,6.0,,,3.0,37202.0,2.0,8.0,2,,,37047.0,1.0,,6.0,38789.0,104411.0,43158.0
3.0,2.2,37900.0,2.1,493081,4.0,2.1,130027.0,219,7.0,164732.0,,,10000,38231.0,3.0,2.2,3.0,9986,2.1,3.2,7.0,6.0,37571.0,4.0,1.0,3.25,38246.0,,,94030.0,1.0,3.3,3.0,95597.0,10.0,37903.0,8.0,3.25,6.0,7.0,4.0,2.9,3.2,2.75,2.8,2008/2009,2.0,1,2.2,2009-04-25 00:00:00,7.0,7.0,7.0,10.0,167619.0,131409.0,10.0,4.0,37981.0,1,37886.0,4.0,,10.0,6.0,3.0,94462.0,1.0,1,,3.2,,38920.0,2.0,3.2,8.0,3.0,7.0,2.88,3.2,2.0,38423.0,38435.0,2.15,3.0,2.15,31,3.25,3.15,3.2,6.0,4.0,,8.0,2.2,7.0,3.0,6.0,,,3.0,75500.0,2.0,8.0,0,3.3,,,1.0,3.2,6.0,37100.0,37889.0,131531.0
3.0,3.1,104378.0,2.85,493082,4.0,3.2,38229.0,220,7.0,33622.0,,,9991,12574.0,3.0,3.4,3.0,9999,3.2,2.1,7.0,6.0,16387.0,4.0,1.0,3.25,45832.0,,,104382.0,1.0,3.3,3.0,38318.0,10.0,38255.0,8.0,3.25,6.0,7.0,4.0,2.15,3.2,2.2,1.91,2008/2009,2.0,1,2.88,2009-04-26 00:00:00,7.0,7.0,7.0,10.0,163670.0,94284.0,10.0,4.0,38233.0,1,33662.0,4.0,,10.0,6.0,2.15,94288.0,1.0,1,,2.2,,32637.0,2.0,2.1,8.0,3.0,7.0,2.2,3.25,2.0,26669.0,33671.0,3.0,3.0,2.9,31,3.25,2.2,3.2,6.0,4.0,,8.0,2.75,7.0,3.0,6.0,,,3.0,46335.0,2.0,8.0,3,3.3,,46580.0,1.0,3.2,6.0,38337.0,12473.0,32760.0
3.0,1.14,39153.0,1.15,493083,4.0,1.18,,221,7.0,38253.0,,,7947,,3.0,1.17,3.0,8635,1.14,12.0,7.0,6.0,38388.0,4.0,1.0,6.0,38798.0,,,45413.0,1.0,6.0,3.0,34480.0,10.0,26606.0,8.0,6.0,6.0,7.0,4.0,12.0,6.0,12.0,12.0,2008/2009,2.0,1,1.17,2009-04-25 00:00:00,7.0,7.0,7.0,10.0,38393.0,38389.0,10.0,4.0,178291.0,1,,4.0,,10.0,6.0,12.0,13423.0,1.0,4,,16.0,,37069.0,2.0,15.0,8.0,3.0,7.0,11.0,5.5,2.0,30949.0,38383.0,1.15,3.0,1.17,31,6.5,14.0,5.5,6.0,4.0,,8.0,1.15,7.0,3.0,6.0,,,3.0,149367.0,2.0,8.0,0,7.5,,33620.0,1.0,5.5,6.0,34031.0,,67896.0
3.0,1.2,39573.0,1.2,493084,4.0,1.18,148286.0,222,7.0,37262.0,,,8203,33657.0,3.0,1.22,3.0,9985,1.18,12.0,7.0,6.0,38800.0,4.0,1.0,5.5,35412.0,,,67898.0,1.0,6.0,3.0,38797.0,10.0,6800.0,8.0,5.5,6.0,7.0,4.0,11.0,5.0,10.0,10.0,2008/2009,2.0,1,1.2,2009-04-25 00:00:00,7.0,7.0,7.0,10.0,148335.0,47411.0,10.0,4.0,,1,37112.0,4.0,,10.0,6.0,10.0,37861.0,1.0,4,,12.0,,148315.0,2.0,13.0,8.0,3.0,7.0,11.0,5.0,2.0,39631.0,39591.0,1.2,3.0,1.2,31,6.0,11.0,5.5,6.0,4.0,,8.0,1.2,7.0,3.0,6.0,,,3.0,26502.0,2.0,8.0,1,6.0,,39580.0,1.0,5.5,6.0,67950.0,67958.0,67959.0
3.0,1.8,148308.0,1.8,493085,4.0,1.7,26916.0,223,7.0,69629.0,,,9996,94289.0,3.0,1.8,3.0,9994,1.8,4.35,7.0,6.0,11569.0,4.0,1.0,3.25,12099.0,,,39878.0,1.0,3.3,3.0,30934.0,10.0,38788.0,8.0,3.3,6.0,7.0,4.0,3.75,3.2,3.5,3.75,2008/2009,2.0,1,1.8,2009-04-25 00:00:00,7.0,7.0,7.0,10.0,38945.0,38273.0,10.0,4.0,,1,,4.0,,10.0,6.0,4.33,14642.0,1.0,3,,4.75,,38285.0,2.0,4.2,8.0,3.0,7.0,4.0,3.3,2.0,38290.0,95609.0,1.75,3.0,1.8,31,3.3,4.0,3.3,6.0,4.0,,8.0,1.85,7.0,3.0,6.0,,,3.0,,2.0,8.0,0,3.3,,38292.0,1.0,3.4,6.0,,38312.0,37846.0
3.0,1.53,32990.0,1.5,493086,4.0,1.5,,224,7.0,148327.0,,,4049,17703.0,3.0,1.5,3.0,8571,1.5,6.0,7.0,6.0,33660.0,4.0,1.0,3.5,67940.0,,,37085.0,1.0,3.8,3.0,33676.0,10.0,148289.0,8.0,3.5,6.0,7.0,4.0,5.5,3.4,4.6,5.5,2008/2009,2.0,1,1.57,2009-04-25 00:00:00,7.0,7.0,7.0,10.0,148326.0,149279.0,10.0,4.0,37972.0,1,35580.0,4.0,,10.0,6.0,5.5,148302.0,1.0,2,,6.5,,148329.0,2.0,6.0,8.0,3.0,7.0,5.4,3.6,2.0,38249.0,39625.0,1.53,3.0,1.5,31,3.75,6.25,3.6,6.0,4.0,,8.0,1.6,7.0,3.0,6.0,,,3.0,39157.0,2.0,8.0,2,3.8,,37971.0,1.0,3.6,6.0,37976.0,,148292.0
