Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
606,11.7,0.44,0.49,3.2,0.078,12.0,60.0,0.9986,3.18,0.6,9.5,6
1188,9.4,0.56,0.25,2.0,0.088,29.0,58.0,0.9982,3.14,0.86,9.7,6
305,9.3,0.42,0.24,2.8,0.076,12.0,42.0,0.9984,3.32,0.57,9.0,6
4,8.5,0.36,0.3,2.3,0.079,10.0,45.0,0.99444,3.2,1.36,9.5,6
1921,7.7,0.66,0.21,2.7,0.081,18.0,85.0,0.99748,3.2,0.6,9.8,5
1755,8.2,0.54,0.42,2.1,0.078,13.0,27.0,0.99498,3.18,0.77,12.1,6
1872,7.6,0.36,0.33,2.1,0.078,27.0,66.0,0.99745,3.4,0.61,9.5,6
412,11.4,0.39,0.24,4.3,0.075,6.0,42.0,0.9978,3.16,0.51,11.4,7
1134,7.7,0.78,0.1,2.2,0.1,13.0,27.0,0.99628,3.1,0.49,11.2,5
969,8.5,0.31,0.52,2.1,0.084,24.0,44.0,0.99538,3.36,0.85,11.0,7
77,7.8,0.43,0.32,2.0,0.083,23.0,58.0,0.99622,3.38,0.78,12.0,5
1288,6.7,0.52,0.08,2.4,0.0819999999999999,19.0,58.0,0.9964,3.36,0.82,10.4,7
716,6.4,0.715,0.08,2.3,0.092,32.0,54.0,0.99728,3.52,0.62,14.0,6
1027,7.5,0.57,0.02,5.5,0.078,12.0,19.0,0.99745,3.22,0.6,10.5,5
104,8.2,0.55,0.14,2.1,0.0559999999999999,14.0,22.0,0.99494,3.26,0.59,11.1,6
1602,6.8,0.66,0.0,1.5,0.065,5.0,13.0,0.99162,3.47,0.49,11.3,5
805,8.6,0.935,0.3,1.7,0.064,11.0,30.0,0.99512,3.3,0.68,11.9,6
173,7.8,0.6,0.13,2.3,0.078,16.0,86.0,0.99728,3.58,0.53,9.7,6
1674,11.3,0.44,0.53,2.0,0.095,10.0,31.0,0.99642,3.15,0.67,9.5,6
1959,7.3,0.18,0.4,2.1,0.066,6.0,20.0,0.99334,3.36,0.97,12.5,6
375,7.8,0.52,0.49,2.3,0.11,21.0,75.0,0.99656,3.26,0.68,9.7,7
1667,7.7,0.67,0.23,2.1,0.074,16.0,112.0,0.9974,3.16,0.55,9.4,5
600,13.3,0.59,0.66,6.2,0.214,23.0,43.0,1.00369,3.05,0.74,9.4,5
835,7.7,0.57,0.06,2.3,0.098,20.0,49.0,0.9959,3.4,0.58,9.8,5
1457,10.5,0.51,0.55,2.7,0.091,20.0,48.0,0.9982,3.03,0.76,9.8,6
299,7.6,0.655,0.04,2.8,0.086,19.0,31.0,0.9973,3.38,0.65,9.5,6
1139,8.8,0.4,0.53,2.2,0.105,7.0,20.0,0.995,3.21,0.57,11.066666666666698,6
1819,6.7,0.725,0.08,2.1,0.1169999999999999,14.0,28.0,0.99655,3.34,0.52,10.7,6
773,7.5,0.35,0.28,1.9,0.086,25.0,85.0,0.9967,3.27,0.54,9.6,5
1312,6.4,0.56,0.08,6.55,0.08,19.0,58.0,0.9974,3.47,0.82,10.7,8
1143,9.1,0.4,0.53,1.6,0.077,5.0,28.0,0.9974,3.26,1.13,9.1,4
161,7.4,0.5,0.1,1.8,0.106,4.0,14.0,0.9966,3.28,0.55,9.9,5
458,11.9,0.41,0.56,1.5,0.111,23.0,49.0,0.9981,3.11,0.75,9.5,6
2036,11.9,0.69,0.49,2.6,0.095,24.0,58.0,0.9994,3.3,0.53,10.5,6
1650,5.6,0.64,0.07,1.8,0.054,30.0,51.0,0.99479,3.71,0.71,10.5,7
274,6.6,0.54,0.0,2.9,0.081,17.0,35.0,0.99701,3.56,0.58,9.3,5
795,10.1,0.33,0.44,2.1,0.055,5.0,12.0,0.99585,3.27,0.83,11.4,7
466,7.1,0.85,0.0,1.3,0.08,5.0,14.0,0.99692,3.45,0.48,9.5,5
131,9.2,0.46,0.24,3.4,0.077,16.0,46.0,0.9986,3.12,0.65,11.0,7
108,8.2,0.875,0.05,2.9,0.092,16.0,86.0,0.99739,3.3,0.44,10.5,5
1578,7.8,0.55,0.12,1.5,0.076,5.0,28.0,0.9962,3.33,0.42,9.4,5
83,5.3,0.43,0.09,1.8,0.048,6.0,21.0,0.99252,3.53,0.76,12.0,7
1536,7.7,0.98,0.06,1.7,0.075,9.0,23.0,0.9969,3.48,0.44,10.3,7
611,13.0,0.35,0.49,5.8,0.085,7.0,35.0,1.0021,3.3,0.63,12.7,7
2024,7.6,0.78,0.32,1.9,0.0819999999999999,16.0,86.0,0.99748,3.31,0.52,10.0,5
1230,5.6,0.41,0.0,2.1,0.065,7.0,16.0,0.99252,3.54,0.76,12.5,6
1672,9.0,0.34,0.24,1.5,0.087,16.0,43.0,0.9978,3.32,0.62,10.0,6
1433,7.9,0.6,0.26,2.0,0.087,23.0,121.0,0.9968,3.21,0.49,9.8,5
1560,8.6,0.46,0.27,2.3,0.079,27.0,43.0,0.99516,3.17,0.85,11.7,6
1565,7.9,0.655,0.1,1.7,0.087,17.0,82.0,0.9962,3.31,0.45,9.5,5
1269,7.6,0.38,0.45,2.0,0.044,5.0,19.0,0.9934,3.2,0.56,12.3,5
1859,10.3,0.4,0.49,2.8,0.093,15.0,104.0,0.9994,3.22,0.61,9.2,5
1084,7.4,0.49,0.26,1.7,0.077,33.0,85.0,0.99622,3.35,0.58,9.2,5
184,6.6,0.63,0.1,1.9,0.071,45.0,87.0,0.99525,3.46,0.68,10.2,6
1763,7.8,0.48,0.28,1.9,0.0819999999999999,23.0,119.0,0.99694,3.28,0.7,9.5,6
32,8.9,0.45,0.39,1.5,0.05,3.0,12.0,0.99808,3.32,0.72,11.0,5
508,8.7,0.5,0.3,2.6,0.08,13.0,49.0,0.9965,3.3,1.18,10.2,6
659,9.5,0.53,0.24,2.7,0.074,22.0,41.0,0.9994,3.12,0.57,9.6,5
517,12.5,0.4,0.63,2.3,0.071,6.0,24.0,0.9986,3.1,0.83,10.8,6
26,7.3,0.7,0.0,2.2,0.0579999999999999,16.0,42.0,0.99472,3.38,0.6,11.8,6
1364,9.4,0.58,0.28,2.5,0.092,30.0,135.0,0.9984,3.38,0.6,9.6,6
203,13.3,0.39,0.49,2.2,0.086,5.0,14.0,1.0002,3.19,0.61,9.3,5
564,10.4,0.48,0.68,3.1,0.107,8.0,22.0,0.9971,3.09,1.03,12.3,6
797,12.3,0.43,0.55,2.3,0.0819999999999999,23.0,44.0,1.0004,3.13,0.59,9.5,6
1460,7.4,0.78,0.0,2.3,0.067,15.0,42.0,0.99836,3.51,0.52,9.7,5
1145,5.6,0.65,0.0,1.8,0.07,18.0,38.0,0.99157,3.68,0.53,9.8,6
1236,10.0,0.56,0.24,2.1,0.102,5.0,13.0,0.9994,3.25,0.68,10.4,7
1595,9.4,0.28,0.52,2.3,0.0969999999999999,5.0,14.0,0.9988,3.26,0.82,11.7,8
950,7.3,0.42,0.3,2.9,0.072,22.0,54.0,0.99516,3.37,0.56,10.5,6
533,9.3,0.39,0.4,2.2,0.081,41.0,55.0,0.99498,3.19,0.75,11.8,6
333,8.1,0.765,0.22,2.2,0.071,21.0,77.0,0.9973,3.37,0.54,9.4,5
388,9.4,0.53,0.24,1.9,0.119,20.0,119.0,0.9976,3.18,0.57,9.4,5
369,5.0,0.5,0.0,1.7,0.066,19.0,48.0,0.99294,3.78,0.66,12.1,6
657,8.1,0.28,0.48,2.1,0.054,4.0,13.0,0.9965,3.3,0.8,12.2,6
779,10.1,0.915,0.0,2.4,0.0409999999999999,6.0,12.0,0.99536,3.12,0.44,11.4,5
437,7.6,0.47,0.32,2.2,0.073,19.0,98.0,0.9984,3.08,0.65,9.8,6
1272,8.7,0.52,0.24,2.9,0.085,9.0,47.0,0.9994,3.02,0.59,9.7,5
1708,6.7,1.33,0.0,1.7,0.062,6.0,34.0,0.9948,3.5,0.48,10.9,4
569,6.6,0.63,0.31,2.4,0.075,25.0,44.0,0.99636,3.55,0.74,9.8,4
1747,8.6,0.52,0.35,2.4,0.065,23.0,58.0,0.9934,2.92,0.82,12.4,6
916,8.6,0.84,0.24,2.2,0.098,5.0,19.0,0.998,3.29,0.46,9.3,7
1379,6.3,0.64,0.0,2.4,0.068,19.0,64.0,0.99574,3.42,0.67,11.7,5
1021,6.7,0.725,0.06,2.0,0.081,21.0,77.0,0.9963,3.5,0.53,9.8,5
522,9.0,0.61,0.24,2.5,0.084,41.0,110.0,0.9976,3.07,0.56,9.4,5
37,8.7,0.58,0.21,2.5,0.0969999999999999,18.0,91.0,0.99596,3.19,0.68,9.2,5
1550,6.9,0.22,0.23,2.2,0.074,7.0,26.0,0.9971,3.53,0.87,12.8,6
1820,8.3,0.43,0.28,2.1,0.0819999999999999,18.0,88.0,0.99823,3.32,0.52,9.5,5
1334,11.5,0.54,0.66,3.0,0.078,6.0,21.0,0.9997,3.08,0.62,9.2,5
628,6.5,0.56,0.0,2.4,0.074,19.0,27.0,0.9956,3.42,0.65,11.0,6
1622,13.2,0.4,0.53,2.0,0.102,22.0,49.0,0.9994,3.25,0.93,12.1,6
1162,7.0,0.735,0.02,2.6,0.084,20.0,47.0,0.9988,3.47,0.6,9.4,6
214,12.3,0.38,0.49,2.6,0.098,10.0,42.0,1.0004,3.15,0.61,9.2,5
642,5.9,0.43,0.23,2.3,0.08,3.0,15.0,0.9916,3.49,0.58,11.6,6
251,7.9,0.31,0.27,1.9,0.0579999999999999,16.0,36.0,0.99396,3.17,0.4,11.4,6
1098,7.4,0.47,0.47,2.3,0.061,24.0,64.0,0.9979,3.25,0.48,9.5,5
651,6.6,0.59,0.08,2.6,0.093,7.0,31.0,0.9998,3.4,0.55,9.5,5
1737,9.3,0.33,0.34,2.8,0.095,38.0,46.0,0.99713,3.34,0.84,12.5,7
1085,8.9,0.34,0.36,1.9,0.08,27.0,69.0,0.99748,3.39,0.77,12.5,6
993,9.2,0.28,0.38,2.2,0.093,19.0,98.0,0.998,3.33,0.53,9.4,5
355,7.3,0.59,0.18,2.0,0.074,12.0,93.0,0.9961,3.29,0.59,9.7,5
621,8.7,0.745,0.22,2.0,0.084,17.0,104.0,0.9983,3.26,0.55,9.3,5
1604,7.5,0.36,0.32,2.2,0.08,25.0,67.0,0.99725,3.38,0.62,12.0,6
70,7.1,0.66,0.0,4.3,0.0819999999999999,5.0,16.0,0.99787,3.48,0.45,9.6,5
1986,7.7,0.6,0.26,2.9,0.079,25.0,65.0,0.99631,3.26,0.53,9.3,7
2051,6.6,0.31,0.13,2.0,0.0559999999999999,29.0,42.0,0.99388,3.52,0.87,12.0,7
755,12.0,0.5,0.49,2.6,0.079,5.0,22.0,0.9997,3.04,0.7,9.0,6
300,7.6,0.43,0.29,2.3,0.077,34.0,121.0,0.9961,3.17,0.56,9.5,6
348,8.7,0.6,0.26,3.3,0.083,28.0,129.0,0.99622,3.28,0.56,9.8,6
597,8.6,0.37,0.25,2.8,0.1689999999999999,6.0,17.0,0.99718,3.14,0.65,9.7,6
834,7.8,0.61,0.06,2.5,0.087,21.0,59.0,0.99746,3.25,0.91,9.8,6
1110,7.4,0.59,0.26,2.0,0.0819999999999999,31.0,92.0,0.99694,3.52,0.49,9.7,6
1444,12.5,0.37,0.66,2.8,0.091,3.0,15.0,0.9994,3.2,0.93,11.5,4
1451,9.9,0.5,0.35,2.7,0.1159999999999999,17.0,53.0,0.99786,3.17,0.62,10.5,5
1365,8.4,0.54,0.37,2.4,0.076,25.0,85.0,0.99746,3.23,0.72,10.8,6
794,6.6,0.61,0.01,2.1,0.072,34.0,46.0,0.99546,3.57,0.73,10.5,5
509,7.8,0.865,0.1,4.5,0.087,13.0,57.0,0.99631,3.34,0.59,9.5,5
941,7.8,0.58,0.01,4.3,0.096,3.0,12.0,0.99568,3.36,0.53,11.0,7
895,6.9,0.35,0.46,1.7,0.063,19.0,50.0,0.9948,3.36,0.6,11.0,5
1998,8.7,0.43,0.4,2.2,0.079,32.0,44.0,0.99526,3.31,0.77,10.5,6
520,7.2,0.62,0.06,2.5,0.078,24.0,94.0,0.99746,3.52,0.71,10.5,6
946,7.5,0.6,0.01,2.3,0.069,29.0,46.0,0.99521,3.35,0.55,10.5,6
1122,7.1,0.43,0.41,3.3,0.052,14.0,25.0,0.99458,3.44,0.71,11.5,6
1073,12.6,0.48,0.49,1.7,0.091,10.0,50.0,0.9997,2.98,0.64,10.2,5
51,7.3,0.42,0.29,2.5,0.081,26.0,65.0,0.99689,3.44,0.83,12.5,6
617,8.9,0.37,0.45,2.2,0.09,25.0,52.0,0.99702,3.38,0.79,11.4,6
1720,8.2,0.45,0.49,1.7,0.07,16.0,59.0,0.9973,3.35,0.57,10.8,5
263,7.8,0.54,0.28,3.9,0.078,21.0,77.0,0.99408,3.37,0.77,12.4,7
718,8.3,0.49,0.28,1.9,0.084,25.0,105.0,0.995,3.26,0.54,9.2,5
457,9.2,0.635,0.49,2.3,0.084,13.0,49.0,1.001,3.31,0.73,9.8,5
136,7.0,0.62,0.06,1.6,0.076,23.0,44.0,0.9963,3.38,0.8,9.5,6
220,8.8,0.66,0.45,3.4,0.094,6.0,14.0,0.99852,3.1,0.54,9.2,5
1715,8.9,0.6,0.31,3.0,0.092,32.0,44.0,0.99836,3.38,0.72,10.5,7
47,7.4,0.32,0.41,2.4,0.086,16.0,72.0,0.99728,3.33,0.77,10.8,6
1445,8.9,0.66,0.0,4.0,0.086,9.0,22.0,0.9986,3.16,0.53,9.6,5
725,11.6,0.3,0.68,2.4,0.061,4.0,11.0,0.99546,3.1,0.78,11.0,7
582,6.6,0.36,0.02,1.4,0.064,11.0,18.0,0.9952,3.55,0.58,10.8,5
1851,6.8,0.49,0.09,2.0,0.072,15.0,18.0,0.99385,3.39,0.64,12.6,6
991,7.8,0.6,0.26,3.6,0.083,22.0,84.0,0.99622,3.35,0.59,9.3,5
1926,13.0,0.27,0.49,2.8,0.085,8.0,21.0,1.0004,3.2,0.64,9.5,5
158,9.3,0.36,0.39,1.7,0.075,13.0,35.0,0.9978,3.09,1.06,9.0,6
1314,9.0,0.3,0.36,1.8,0.054,6.0,16.0,0.99739,3.43,0.62,10.9,5
625,9.9,0.38,0.49,2.6,0.226,7.0,65.0,0.9981,3.21,0.75,9.5,7
728,6.5,0.63,0.0,2.0,0.0969999999999999,14.0,24.0,0.99632,3.54,0.55,11.4,5
1629,7.3,0.65,0.02,2.0,0.077,5.0,105.0,0.99855,3.12,0.44,9.4,5
1489,6.8,0.64,0.0,1.9,0.0579999999999999,14.0,28.0,0.99258,3.47,0.63,10.6,6
1611,7.2,0.39,0.13,1.8,0.079,19.0,48.0,0.99514,3.32,0.65,11.5,6
2001,8.9,0.41,0.45,4.6,0.0559999999999999,15.0,34.0,0.99652,3.1,0.59,11.7,6
1131,8.6,0.38,0.3,1.5,0.084,11.0,119.0,0.9965,3.2,1.12,9.4,5
1900,6.7,0.855,0.02,1.7,0.087,25.0,34.0,0.996,3.54,0.82,10.0,8
365,7.8,0.54,0.31,2.5,0.076,22.0,71.0,0.9984,3.26,0.74,9.3,5
1804,6.8,0.61,0.01,2.8,0.074,13.0,31.0,0.99538,3.34,0.54,12.7,7
1008,10.0,0.6,0.22,4.1,0.086,41.0,110.0,0.99922,3.15,0.49,9.6,5
1157,6.7,0.39,0.31,2.0,0.0559999999999999,20.0,49.0,0.99472,3.38,0.81,12.5,6
1836,11.5,0.35,0.53,2.3,0.091,5.0,19.0,0.99642,3.16,0.85,11.0,7
1428,7.0,0.6,0.08,2.5,0.071,31.0,67.0,0.99584,3.42,0.54,9.4,5
1581,6.0,0.615,0.08,2.1,0.093,16.0,44.0,0.99448,3.48,0.67,10.4,6
420,7.3,0.37,0.32,2.8,0.076,29.0,70.0,0.99689,3.37,0.56,10.1,5
1391,9.3,0.42,0.39,2.5,0.07,36.0,46.0,0.99652,3.47,0.73,10.1,5
1835,10.0,0.33,0.63,1.9,0.071,6.0,12.0,0.99547,3.17,0.64,10.5,7
338,7.9,0.39,0.13,2.0,0.0579999999999999,15.0,24.0,0.99499,3.19,0.49,10.1,6
917,7.8,0.49,0.19,1.8,0.077,21.0,119.0,0.9968,3.39,0.54,9.4,5
1287,8.6,0.42,0.3,3.4,0.077,42.0,60.0,0.9977,3.2,0.7,10.3,5
598,7.9,0.63,0.05,1.7,0.054,5.0,16.0,0.9946,3.3,0.47,9.3,5
1322,7.6,0.37,0.29,2.5,0.059,6.0,14.0,0.9958,3.16,0.52,9.6,5
85,10.0,0.52,0.33,2.4,0.076,3.0,14.0,0.9978,3.2,0.91,10.1,6
757,10.1,0.38,0.55,2.7,0.106,12.0,19.0,0.9982,3.17,0.75,11.1,7
1167,7.1,0.66,0.0,2.3,0.0969999999999999,26.0,52.0,0.9976,3.44,0.54,9.4,5
1509,8.4,0.42,0.57,2.2,0.084,6.0,12.0,0.99502,3.21,0.57,11.8,6
478,10.9,0.24,0.34,3.0,0.086,8.0,23.0,0.9991,3.2,0.62,9.3,5
1283,6.2,0.63,0.08,2.7,0.076,10.0,25.0,0.99628,3.56,0.49,10.6,6
504,5.6,0.66,0.01,1.9,0.1169999999999999,12.0,20.0,0.99784,3.72,0.74,9.6,5
1764,7.6,0.695,0.13,2.1,0.076,38.0,76.0,0.99494,3.29,0.52,9.5,5
428,8.7,0.63,0.14,2.4,0.087,27.0,62.0,0.99672,3.14,0.66,10.9,6
1523,6.9,0.655,0.0,2.4,0.0559999999999999,26.0,35.0,0.99518,3.33,0.73,11.7,7
1522,10.7,0.39,0.48,2.6,0.0819999999999999,11.0,45.0,0.9976,3.03,0.49,9.8,5
1091,11.3,0.41,0.54,2.6,0.072,3.0,9.0,0.99504,3.26,0.76,11.7,6
1015,7.1,0.43,0.4,1.9,0.064,32.0,54.0,0.99476,3.39,0.64,10.5,6
1546,8.3,0.28,0.45,1.9,0.063,13.0,49.0,0.99418,3.26,0.82,11.4,6
999,7.9,0.46,0.42,1.9,0.052,38.0,46.0,0.99504,3.35,0.62,11.5,6
1049,7.6,0.61,0.07,2.0,0.094,17.0,45.0,0.9981,3.41,0.7,10.3,6
1060,6.5,0.36,0.16,1.8,0.064,15.0,35.0,0.99397,3.49,0.62,11.3,6
1957,7.9,0.31,0.49,1.9,0.0969999999999999,41.0,110.0,0.9976,3.31,0.54,9.2,5
294,8.2,0.32,0.45,4.3,0.078,6.0,10.0,0.9971,3.31,0.78,12.1,7
250,7.3,0.28,0.35,2.0,0.077,23.0,54.0,0.9948,3.39,0.6,11.3,6
419,9.8,0.53,0.45,2.3,0.118,22.0,84.0,0.9978,3.15,0.86,9.4,7
1418,11.4,0.39,0.53,2.2,0.107,6.0,13.0,0.9968,3.15,0.69,11.8,6
31,6.1,0.69,0.24,2.3,0.078,5.0,19.0,0.9952,3.54,0.74,9.7,6
1601,8.9,0.78,0.3,2.2,0.084,16.0,63.0,0.9966,3.3,0.57,10.4,6
787,7.7,0.645,0.0,2.8,0.1169999999999999,5.0,13.0,0.99586,3.26,0.78,10.9,7
697,7.4,0.64,0.0,2.4,0.053,27.0,60.0,0.99611,3.36,0.47,11.3,5
1805,8.9,0.52,0.51,1.6,0.077,4.0,9.0,0.99558,3.3,0.87,9.8,6
1259,7.0,0.885,0.0,2.2,0.08,17.0,91.0,0.9982,3.53,0.53,9.5,5
1316,8.8,0.55,0.13,2.5,0.074,21.0,37.0,0.9987,3.44,0.89,10.5,7
962,8.8,0.28,0.49,2.8,0.093,32.0,68.0,0.9994,3.31,0.63,10.0,7
1205,7.5,0.6,0.26,2.1,0.079,31.0,131.0,0.99612,3.27,0.62,10.0,6
280,13.3,0.46,0.49,2.2,0.066,10.0,42.0,1.0032,3.16,0.72,12.0,5
11,10.4,0.24,0.42,2.4,0.059,6.0,15.0,0.9972,3.08,0.86,10.8,7
552,10.8,0.28,0.48,2.1,0.093,6.0,19.0,0.99408,3.32,0.58,12.8,7
750,7.1,0.57,0.02,2.1,0.0819999999999999,8.0,18.0,0.99668,3.35,0.42,9.3,5
822,8.8,0.43,0.31,3.4,0.0559999999999999,32.0,48.0,0.99396,3.31,0.65,11.2,6
1086,7.1,0.69,0.06,2.0,0.087,21.0,51.0,0.9955,3.41,0.39,10.3,6
380,6.7,0.64,0.21,3.0,0.079,5.0,14.0,0.99608,3.56,0.48,11.3,6
1590,7.5,0.27,0.53,2.6,0.095,8.0,23.0,0.99736,3.28,1.13,9.3,4
677,8.2,0.28,0.48,2.7,0.109,10.0,86.0,0.99865,3.33,0.6,9.3,5
627,8.3,0.3,0.33,2.4,0.085,26.0,53.0,0.99484,3.27,0.62,12.3,6
1462,9.3,0.43,0.24,1.6,0.102,13.0,29.0,0.99702,3.41,0.57,10.5,5
1384,12.8,0.5,0.49,2.7,0.0819999999999999,6.0,19.0,1.0002,3.19,0.5,9.2,7
137,9.8,0.8,0.11,2.4,0.083,4.0,8.0,0.99668,3.21,0.57,9.8,5
1656,7.3,0.34,0.33,2.4,0.071,10.0,24.0,0.9922,3.38,0.81,12.0,6
234,7.7,0.725,0.12,1.9,0.078,21.0,66.0,0.9963,3.37,0.49,8.7,4
839,6.2,0.635,0.08,2.0,0.083,14.0,61.0,0.99702,3.41,0.52,10.4,5
2052,9.7,0.59,0.21,1.8,0.079,27.0,65.0,0.99745,3.14,0.58,9.4,5
1584,7.9,0.835,0.29,1.9,0.092,16.0,62.0,0.9966,3.32,0.62,9.2,5
64,8.0,0.825,0.18,1.6,0.074,12.0,87.0,0.99685,3.3,0.55,9.5,5
1246,6.4,0.695,0.0,1.8,0.0559999999999999,4.0,10.0,0.99536,3.51,0.56,11.9,6
1882,7.6,0.47,0.4,2.1,0.0819999999999999,19.0,58.0,0.9964,3.38,0.65,10.3,7
1221,8.1,0.51,0.0,1.7,0.123,6.0,12.0,0.99624,3.32,0.74,11.0,7
1493,10.6,0.38,0.66,2.0,0.088,6.0,15.0,0.9979,3.11,0.75,11.8,6
1361,7.0,0.52,0.24,2.2,0.062,35.0,53.0,0.99604,3.37,0.62,10.6,7
1437,5.6,0.82,0.0,2.7,0.05,13.0,28.0,0.9934,3.51,0.74,12.4,7
1704,7.8,0.77,0.17,1.6,0.087,17.0,40.0,0.9969,3.2,0.52,9.2,5
727,7.8,0.61,0.14,2.4,0.084,15.0,58.0,0.9968,3.14,0.56,9.4,5
1078,6.4,0.63,0.03,2.1,0.084,16.0,65.0,0.99508,3.58,0.63,11.8,6
1059,8.5,0.64,0.45,3.6,0.0969999999999999,5.0,16.0,0.9976,3.24,0.66,9.9,8
1866,7.5,0.62,0.01,2.3,0.071,28.0,52.0,0.99467,3.42,0.72,10.4,5
1254,9.6,0.39,0.27,2.9,0.092,27.0,85.0,0.99854,3.18,0.57,9.5,5
1003,7.4,0.64,0.26,2.5,0.114,52.0,102.0,0.99736,3.25,0.61,9.8,5
912,11.5,0.32,0.63,2.4,0.099,6.0,27.0,0.9987,3.08,0.58,9.5,5
323,9.3,0.31,0.5,6.6,0.078,11.0,18.0,0.99746,3.36,0.85,12.8,7
1105,7.3,0.81,0.13,4.3,0.076,28.0,54.0,0.99668,3.38,0.46,9.5,5
1158,8.0,0.48,0.11,1.9,0.091,36.0,48.0,0.99782,3.32,0.66,9.6,6
102,8.2,0.7,0.09,3.0,0.039,16.0,42.0,1.00015,3.46,0.74,9.2,5
1855,7.1,0.63,0.2,2.1,0.06,19.0,77.0,0.99745,3.55,0.73,10.0,7
245,6.4,0.82,0.03,2.2,0.087,28.0,109.0,0.9967,3.56,0.6,10.8,6
1275,5.3,0.33,0.32,1.8,0.042,18.0,96.0,0.9934,3.36,0.5,9.2,5
911,6.4,0.33,0.27,2.0,0.0579999999999999,25.0,42.0,0.99478,3.44,0.55,11.0,5
1017,8.3,0.5,0.32,2.9,0.051,40.5,289.0,0.9984,3.29,0.57,9.2,6
952,8.4,0.745,0.12,2.1,0.092,16.0,86.0,0.9968,3.09,0.67,9.5,5
673,7.8,0.47,0.32,2.0,0.079,34.0,52.0,0.9964,3.3,0.86,10.4,7
1628,6.3,0.66,0.1,1.7,0.063,14.0,28.0,0.99748,3.54,0.74,10.3,5
1097,6.2,0.51,0.11,2.2,0.084,14.0,26.0,0.99538,3.54,0.89,11.1,6
271,6.8,0.6,0.08,1.8,0.064,27.0,61.0,0.9948,3.45,0.53,9.5,5
62,9.4,0.35,0.39,2.9,0.08,32.0,44.0,0.99786,3.32,0.63,10.5,6
714,6.1,0.48,0.3,1.8,0.08,32.0,53.0,0.99489,3.43,0.64,11.0,7
882,11.9,0.41,0.54,2.0,0.084,13.0,27.0,0.9994,3.1,0.85,10.5,7
1729,8.7,0.725,0.22,4.65,0.1169999999999999,10.0,31.0,0.99668,3.36,0.48,9.7,5
1317,6.4,0.62,0.14,1.8,0.078,32.0,44.0,0.99574,3.59,0.61,10.5,5
1510,8.8,0.57,0.05,1.6,0.079,25.0,49.0,0.99734,3.38,0.68,10.6,5
1207,6.0,0.96,0.0,1.6,0.072,16.0,44.0,0.9956,3.58,0.56,9.4,5
695,6.6,0.6,0.01,2.1,0.071,27.0,35.0,0.99516,3.36,0.62,11.3,6
1037,7.8,0.77,0.01,2.3,0.078,12.0,87.0,0.9967,3.42,0.52,9.5,5
1784,7.1,0.45,0.0,2.1,0.0819999999999999,21.0,59.0,0.9966,3.48,0.62,9.2,5
84,8.0,0.82,0.22,2.3,0.08,11.0,86.0,0.99668,3.31,0.53,9.5,5
1884,7.9,0.41,0.45,2.0,0.111,9.0,16.0,0.99576,3.28,0.65,11.4,6
1284,10.4,0.39,0.63,2.0,0.092,6.0,22.0,0.9976,3.17,0.63,11.4,6
1722,7.0,0.53,0.36,1.4,0.07,13.0,50.0,0.99596,3.45,0.56,9.2,5
1164,8.1,0.37,0.49,1.6,0.07,7.0,24.0,0.9972,3.26,1.13,9.3,5
1783,5.0,0.46,0.11,1.6,0.0559999999999999,12.0,19.0,0.99258,3.22,0.7,12.6,6
588,7.8,0.51,0.18,2.7,0.103,7.0,28.0,0.99633,3.25,0.53,9.3,5
100,7.4,0.62,0.06,2.0,0.089,27.0,61.0,0.99621,3.51,0.73,10.7,6
1067,7.6,0.34,0.33,1.9,0.076,16.0,46.0,0.9972,3.34,0.77,10.0,6
1217,7.2,0.63,0.28,2.6,0.093,17.0,88.0,0.99736,3.3,0.53,9.5,5
1047,7.9,0.77,0.0,1.9,0.057,6.0,18.0,0.99628,3.36,0.46,9.5,5
870,7.7,0.65,0.06,4.65,0.076,4.0,19.0,0.9974,3.32,0.54,9.6,5
1582,10.2,0.4,0.6,2.1,0.061,12.0,25.0,0.99702,3.28,0.68,11.4,7
339,5.0,0.5,0.0,1.8,0.048,15.0,33.0,0.99292,3.78,0.79,12.3,8
160,7.6,0.655,0.09,1.8,0.078,8.0,18.0,0.99476,3.31,0.39,11.5,6
544,7.5,0.58,0.13,1.9,0.0409999999999999,16.0,59.0,0.9957,3.27,0.58,9.7,5
637,11.3,0.28,0.53,2.9,0.0819999999999999,5.0,28.0,0.9982,3.33,0.63,10.7,6
1815,6.7,0.64,0.05,2.1,0.078,25.0,49.0,0.99498,3.36,0.66,12.9,6
1937,7.8,0.64,0.26,2.1,0.08,31.0,94.0,0.99622,3.26,0.58,9.8,5
1626,9.3,0.28,0.24,2.1,0.064,6.0,22.0,0.9976,3.12,0.6,10.8,5
1138,7.6,0.57,0.24,1.7,0.079,16.0,65.0,0.99578,3.15,0.47,9.5,5
1296,12.4,0.6,0.49,2.6,0.075,19.0,42.0,0.9976,3.14,0.57,10.9,6
1923,11.9,0.545,0.68,2.6,0.084,20.0,49.0,0.9982,3.02,0.79,10.7,7
76,10.9,0.49,0.44,2.6,0.081,16.0,42.0,1.0032,3.32,0.61,12.0,6
341,7.7,0.84,0.03,2.6,0.077,31.0,54.0,0.9964,3.53,0.47,10.5,5
