,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
86,"Violin Scales, Arpeggios & Studies Initial-Grade 8 From 2016",Trinity College London,"Arts, Film & Photography",Music,Sheet music,"₹1,484.00",4.7,246.0,https://www.amazon.in/Arpeggios-Studies-Initial-Grade-Trinity-Repertoire/dp/0857364316/ref=zg_bs_g_1318059031_d_sccl_7/000-0000000-0000000?psc=1
87,Net Sangeet,Dr. Tejsingh Taak,"Arts, Film & Photography",Music,Paperback,₹295.00,4.4,98.0,https://www.amazon.in/Net-Sangeet-Dr-Tej-Singh/dp/9385149164/ref=zg_bs_g_1318059031_d_sccl_8/000-0000000-0000000?psc=1
88,Trinity College London Piano Exam Pieces Plus Exercises 2021-2023: Initial - Extended Edition,Trinity College London,"Arts, Film & Photography",Music,Sheet music,"₹1,142.00",4.5,161.0,https://www.amazon.in/Trinity-College-London-Exercises-2021-2023/dp/0857369288/ref=zg_bs_g_1318059031_d_sccl_9/000-0000000-0000000?psc=1
89,Concepts Of Vocal Music Class 12 (Second Edition),Pt. Satish Chandra Srivastava,"Arts, Film & Photography",Music,Hardcover,₹159.00,4.5,8.0,https://www.amazon.in/Concepts-Vocal-Music-Class-Second/dp/B09Z5ZMJR2/ref=zg_bs_g_1318059031_d_sccl_10/000-0000000-0000000?psc=1
90,"Piano Adventures, Primer Level, Lesson Book",Nancy Faber,"Arts, Film & Photography",Music,Paperback,₹772.00,4.8,6322.0,https://www.amazon.in/Piano-Adventures-Lesson-Primer-Level/dp/1616770759/ref=zg_bs_g_1318059031_d_sccl_11/000-0000000-0000000?psc=1
91,Ganamrutha Bodhini Sangeetha Bala Padam English & Varna Malika (English) latest versions,Sangeetha Vidwan A.S. Panchapakesa Iyer,"Arts, Film & Photography",Music,Paperback,₹850.00,4.6,82.0,https://www.amazon.in/Ganamrutha-Bodhini-Sangeetha-English-versions/dp/B08W5833SN/ref=zg_bs_g_1318059031_d_sccl_12/000-0000000-0000000?psc=1
92,Trinity College London Piano Exam Pieces Plus Exercises from 2023: Grade 1: Extended Edition: 21 Pieces for Trinity College London Exams from 2023,Trinity College London,"Arts, Film & Photography",Music,Sheet music,"₹1,552.00",4.4,5.0,https://www.amazon.in/Trinity-College-London-Pieces-Exercises/dp/1804903280/ref=zg_bs_g_1318059031_d_sccl_13/000-0000000-0000000?psc=1
93,Best of Taylor Swift : Song collection,Aishi,"Arts, Film & Photography",Music,Paperback,₹260.00,3.9,9.0,https://www.amazon.in/Best-Taylor-Swift-Song-collection/dp/1649513844/ref=zg_bs_g_1318059031_d_sccl_14/000-0000000-0000000?psc=1
94,Learn Your Fretboard: The Essential Memorization Guide for Guitar (Book + Online Bonus),Luke Zecchin,"Arts, Film & Photography",Music,Paperback,₹647.00,4.4,464.0,https://www.amazon.in/Learn-Your-Fretboard-Essential-Memorization/dp/0992550726/ref=zg_bs_g_1318059031_d_sccl_15/000-0000000-0000000?psc=1
95,Bollywood Odyssey: The Singing Taxman's Journey Into Film Music,Ajay Mankotia,"Arts, Film & Photography",Music,Paperback,₹675.00,4.4,11.0,https://www.amazon.in/Bollywood-Odyssey-Singing-Taxmans-Journey/dp/9391800475/ref=zg_bs_g_1318059031_d_sccl_16/000-0000000-0000000?psc=1
96,"ABRSM Grade 3 Theory Workbook, Discovering Music Theory(New Syllabus 2021)",ABRSM Publication,"Arts, Film & Photography",Music,Paperback,₹990.00,4.7,4.0,https://www.amazon.in/ABRSM-Theory-Workbook-Discovering-Syllabus/dp/B09QJTNHT1/ref=zg_bs_g_1318059031_d_sccl_17/000-0000000-0000000?psc=1
97,"Solfège Des Solfèges, Complete, Book I, Book II and Book III: 337 Sight Singing Exercises",A. Dannhäuser,"Arts, Film & Photography",Music,Paperback,"₹2,349.00",4.7,5.0,https://www.amazon.in/Solf%C3%A8ge-Solf%C3%A8ges-Complete-Book-III/dp/1544687478/ref=zg_bs_g_1318059031_d_sccl_18/000-0000000-0000000?psc=1
98,A History of Heavy Metal: 'Absolutely hilarious' – Neil Gaiman,Andrew O'Neill,"Arts, Film & Photography",Music,Paperback,₹649.00,4.4,549.0,https://www.amazon.in/History-Heavy-Metal-Andrew-ONeill/dp/1472241452/ref=zg_bs_g_1318059031_d_sccl_19/000-0000000-0000000?psc=1
99,John Thompson's Modern Course for the Piano 1,John Thompson,"Arts, Film & Photography",Music,Paperback,₹740.00,4.6,88.0,https://www.amazon.in/Thompsons-Modern-Course-First-Grade/dp/1780388640/ref=zg_bs_g_1318059031_d_sccl_20/000-0000000-0000000?psc=1
100,Harry Potter and the Cursed Child - Parts One and Two: The Official Playscript of the Original West End Production,J.K. Rowling,"Arts, Film & Photography",Theater & Ballet,Kindle Edition with Audio/Video,₹247.95,4.4,86578.0,https://www.amazon.in/Harry-Potter-Cursed-Child-Playscript-ebook/dp/B073P9348D/ref=zg_bs_g_1318063031_d_sccl_1/000-0000000-0000000?psc=1
101,Waiting for Godot : A Tragicomedy in Two: A Tragicomedy in Two Acts (Faber Drama),Samuel Beckett,"Arts, Film & Photography",Theater & Ballet,Paperback,₹269.00,4.4,614.0,https://www.amazon.in/Waiting-Godot-Tragicomedy-Faber-Drama/dp/0571244599/ref=zg_bs_g_1318063031_d_sccl_2/000-0000000-0000000?psc=1
102,"Nandikeshwar's Abhinaya Darpanam, Revised & Enlarged",Manmohan Ghosh,"Arts, Film & Photography",Theater & Ballet,Hardcover,₹200.00,4.2,147.0,https://www.amazon.in/Nandikeshwars-Abhinaya-Darpanam-Revised-Enlarged/dp/8193279417/ref=zg_bs_g_1318063031_d_sccl_3/000-0000000-0000000?psc=1
103,"The Courtesan, The Mahatma And The Italian Brahmin : Tales From Indian History",Manu S. Pillai,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹342.00,4.4,783.0,https://www.amazon.in/Courtesan-Mahatma-Italian-Brahmin-History-ebook/dp/B0BLY8CQ4X/ref=zg_bs_g_1318063031_d_sccl_4/000-0000000-0000000?psc=1
104,Save the Cat!: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,"Arts, Film & Photography",Theater & Ballet,Paperback,₹850.00,4.5,7060.0,https://www.amazon.in/Save-Cat-Last-Screenwriting-Youll/dp/1932907009/ref=zg_bs_g_1318063031_d_sccl_5/000-0000000-0000000?psc=1
105,Greatest Comedies of Shakespeare Deluxe Hardbound Edition,William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Hardcover,₹469.00,4.5,367.0,https://www.amazon.in/Greatest-Comedies-Shakespeare-Deluxe-Hardbound/dp/8194898838/ref=zg_bs_g_1318063031_d_sccl_6/000-0000000-0000000?psc=1
106,காதல் ஔஷதம் நீ (Tamil Edition),அஞ்சனா  சுபி,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹340.00,4.3,44.0,https://www.amazon.in/%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%8D-%E0%AE%94%E0%AE%B7%E0%AE%A4%E0%AE%AE%E0%AF%8D-Tamil-%E0%AE%85%E0%AE%9E%E0%AF%8D%E0%AE%9A%E0%AE%A9%E0%AE%BE-%E0%AE%9A%E0%AF%81%E0%AE%AA%E0%AE%BF-ebook/dp/B0C41V8HWD/ref=zg_bs_g_1318063031_d_sccl_7/000-0000000-0000000?psc=1
107,So That Happened: A Romantic Comedy (Donovan Family Book 1),Katie Bailey,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹416.00,4.1,5984.0,https://www.amazon.in/So-That-Happened-Romantic-Comedy-ebook/dp/B09NR11FNS/ref=zg_bs_g_1318063031_d_sccl_8/000-0000000-0000000?psc=1
108,On Cloud Nine (Perks & Benefits Book 3),Denise Stone,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹415.00,3.9,780.0,https://www.amazon.in/Cloud-Nine-Perks-Benefits-Book-ebook/dp/B0BHQXRS3M/ref=zg_bs_g_1318063031_d_sccl_9/000-0000000-0000000?psc=1
109,மௌனக்குமிழ்கள் (Tamil Edition),சுகமதி Sugamathi,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹309.00,4.2,17.0,https://www.amazon.in/%E0%AE%AE%E0%AF%8C%E0%AE%A9%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D-Tamil-%E0%AE%9A%E0%AF%81%E0%AE%95%E0%AE%AE%E0%AE%A4%E0%AE%BF-Sugamathi-ebook/dp/B0CMJX697D/ref=zg_bs_g_1318063031_d_sccl_10/000-0000000-0000000?psc=1
110,Plays: Ivanov/The Seagull/Uncle Vanya/Three Sisters/The Cherry Orchard (Penguin Classics) Anton Chekhov,Anton Chekhov,"Arts, Film & Photography",Theater & Ballet,Paperback,₹298.69,4.6,367.0,https://www.amazon.in/Plays-Seagull-Sisters-Orchard-Classics/dp/0140447334/ref=zg_bs_g_1318063031_d_sccl_11/000-0000000-0000000?psc=1
111,Poetics (Penguin Classics),Aristotle,"Arts, Film & Photography",Theater & Ballet,Paperback,₹206.00,4.5,602.0,https://www.amazon.in/Poetics-Penguin-Classics-Aristotle/dp/0140446362/ref=zg_bs_g_1318063031_d_sccl_12/000-0000000-0000000?psc=1
112,சுடரொளியாய் வெளிச்சமூட்டு: SUDAROLIYAI VELICHAMOOTU (Tamil Edition),அஞ்சனா  சுபி,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹325.00,4.2,94.0,https://www.amazon.in/%E0%AE%9A%E0%AF%81%E0%AE%9F%E0%AE%B0%E0%AF%8A%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%BE%E0%AE%AF%E0%AF%8D-%E0%AE%B5%E0%AF%86%E0%AE%B3%E0%AE%BF%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AE%AE%E0%AF%82%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AF%81-Tamil-%E0%AE%85%E0%AE%9E%E0%AF%8D%E0%AE%9A%E0%AE%A9%E0%AE%BE-%E0%AE%9A%E0%AF%81%E0%AE%AA%E0%AE%BF-ebook/dp/B0BCQTT4SD/ref=zg_bs_g_1318063031_d_sccl_13/000-0000000-0000000?psc=1
113,"How to Write Funny: Your Serious, Step-By-Step Blueprint For Creating Incredibly, Irresistibly, Successfully Hilarious Writing",Scott Dikkers,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹235.00,4.4,679.0,https://www.amazon.in/How-Write-Funny-Step-Step-ebook/dp/B00K9PI7AQ/ref=zg_bs_g_1318063031_d_sccl_14/000-0000000-0000000?psc=1
114,The Science of Storytelling,Will Storr,"Arts, Film & Photography",Theater & Ballet,Audible Audiobook,"₹1,172.00",4.5,1707.0,https://www.amazon.in/The-Science-of-Storytelling/dp/B0835YN9J5/ref=zg_bs_g_1318063031_d_sccl_15/000-0000000-0000000?psc=1
115,Four Great Comedies,William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Mass Market Paperback,₹265.69,4.6,89.0,https://www.amazon.in/Four-Great-Comedies-TwelfthNight-Shakespeare/dp/0451527313/ref=zg_bs_g_1318063031_d_sccl_16/000-0000000-0000000?psc=1
116,"Hayvadan [Hardcover] Girish Karnad, Tr. B.V. Karant",Tr. B.V. Karant Girish Karnad,"Arts, Film & Photography",Theater & Ballet,Paperback,₹301.00,4.6,39.0,https://www.amazon.in/Hayvadan-Girish-Karnad/dp/8171193617/ref=zg_bs_g_1318063031_d_sccl_17/000-0000000-0000000?psc=1
117,This Life at Play: Memoirs,Girish Karnad,"Arts, Film & Photography",Theater & Ballet,Paperback,₹344.00,4.6,168.0,https://www.amazon.in/This-Life-at-Play-Memoirs/dp/9354895840/ref=zg_bs_g_1318063031_d_sccl_18/000-0000000-0000000?psc=1
118,Stella Adler: The Art of Acting,Howard Kissel,"Arts, Film & Photography",Theater & Ballet,Audible Audiobook,₹668.00,4.7,869.0,https://www.amazon.in/Audible-Stella-Adler-Art-Acting/dp/B09PMGDJHD/ref=zg_bs_g_1318063031_d_sccl_19/000-0000000-0000000?psc=1
119,A History of Heavy Metal: 'Absolutely hilarious' – Neil Gaiman,Andrew O'Neill,"Arts, Film & Photography",Theater & Ballet,Paperback,₹649.00,4.4,549.0,https://www.amazon.in/History-Heavy-Metal-Andrew-ONeill/dp/1472241452/ref=zg_bs_g_1318063031_d_sccl_20/000-0000000-0000000?psc=1
120,அசுரனின் காதல் (Tamil Edition),Ebin Rider,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹400.00,5.0,1.0,https://www.amazon.in/%E0%AE%85%E0%AE%9A%E0%AF%81%E0%AE%B0%E0%AE%A9%E0%AE%BF%E0%AE%A9%E0%AF%8D-%E0%AE%95%E0%AE%BE%E0%AE%A4%E0%AE%B2%E0%AF%8D-Tamil-Ebin-Rider-ebook/dp/B0CTFRN16B/ref=zg_bs_g_1318063031_d_sccl_21/000-0000000-0000000?psc=1
121,BEFORE & LAUGHTER,Jimmy Carr,"Arts, Film & Photography",Theater & Ballet,Paperback,₹682.00,4.4,3198.0,https://www.amazon.in/Before-Laughter-Jimmy-Carr/dp/1529413117/ref=zg_bs_g_1318063031_d_sccl_22/000-0000000-0000000?psc=1
122,Pixar Storytelling: Rules for Effective Storytelling Based on Pixar's Greatest Films,Dean Movshovitz,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,441.00",4.4,778.0,https://www.amazon.in/Pixar-Storytelling-Effective-Pixars-Greatest/dp/1717736408/ref=zg_bs_g_1318063031_d_sccl_23/000-0000000-0000000?psc=1
123,BUILDING A CHARACTER,Constantin Stanislavski,"Arts, Film & Photography",Theater & Ballet,Paperback,₹371.00,4.7,456.0,https://www.amazon.in/Character-Bloomsbury-Revelations-Constantin-Stanislavski/dp/1780935676/ref=zg_bs_g_1318063031_d_sccl_24/000-0000000-0000000?psc=1
124,"Storyworthy: Engage, Teach, Persuade, and Change Your Life Through the Power of Storytelling",Matthew Dicks,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,425.00",4.6,1618.0,https://www.amazon.in/Storyworthy-Engage-Persuade-through-Storytelling/dp/1608685489/ref=zg_bs_g_1318063031_d_sccl_25/000-0000000-0000000?psc=1
125,Batman Begins: The Screenplay: Including Storyboards and Exclusive Interviews,Christopher Nolan,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,596.00",4.5,46.0,https://www.amazon.in/Batman-Begins-Christopher-Nolan/dp/0571229948/ref=zg_bs_g_1318063031_d_sccl_26/000-0000000-0000000?psc=1
126,An Actor Prepares,Constantin Stanislavski,"Arts, Film & Photography",Theater & Ballet,Paperback,₹568.00,4.5,1521.0,https://www.amazon.in/Actor-Prepares-Bloomsbury-Revelations/dp/1780938438/ref=zg_bs_g_1318063031_d_sccl_27/000-0000000-0000000?psc=1
127,Gulmohar,Kale V.P.,"Arts, Film & Photography",Theater & Ballet,Paperback,₹110.00,4.4,122.0,https://www.amazon.in/Gulmohar-Kale-V-P/dp/8177667491/ref=zg_bs_g_1318063031_d_sccl_28/000-0000000-0000000?psc=1
128,Film Lighting: Talks with Hollywood's Cinematographers and Gaffers [Paperback] Kris Malkiewicz,Kris Malkiewicz,"Arts, Film & Photography",Theater & Ballet,Paperback,₹628.00,4.6,156.0,https://www.amazon.in/Film-Lighting-Hollywoods-Cinematographers-Gaffers/dp/1439169063/ref=zg_bs_g_1318063031_d_sccl_29/000-0000000-0000000?psc=1
129,Thirteen Plays of Bhasa: (2 Vols. Bound in One),A.C. Woolner Lakshman Sarup,"Arts, Film & Photography",Theater & Ballet,Hardcover,₹695.00,0.0,0.0,https://www.amazon.in/Thirteen-Plays-Bhasa-Vols-Bound/dp/9392510497/ref=zg_bs_g_1318063031_d_sccl_30/000-0000000-0000000?psc=1
130,James Acaster's Guide to Quitting Social Media,James Acaster,"Arts, Film & Photography",Theater & Ballet,Hardcover,"₹1,280.00",4.0,338.0,https://www.amazon.in/James-Acasters-Guide-Quitting-Social/dp/1472288564/ref=zg_bs_g_1318063031_d_sccl_1/000-0000000-0000000?psc=1
131,The Quite Nice and Fairly Accurate Good Omens Script Book,Neil Gaiman,"Arts, Film & Photography",Theater & Ballet,Paperback,₹767.00,4.8,1543.0,https://www.amazon.in/Quite-Fairly-Accurate-Omens-Script/dp/1472261283/ref=zg_bs_g_1318063031_d_sccl_2/000-0000000-0000000?psc=1
132,"Funny Jokes for 15 Year Old Teens: The Ultimate Q&A, One-Liner, Dad, Knock-Knock, Riddle, and Tongue Twister Collection! Hilarious and Silly Humor for Teenagers",Cooper The Pooper,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹165.00,5.0,1.0,https://www.amazon.in/Funny-Jokes-Year-Old-Teens-ebook/dp/B0CVFKC999/ref=zg_bs_g_1318063031_d_sccl_3/000-0000000-0000000?psc=1
133,Drama Games for Those Who Like to Say No,Chris Johnston,"Arts, Film & Photography",Theater & Ballet,Paperback,₹930.30,4.5,71.0,https://www.amazon.in/Drama-Games-Those-Who-Like/dp/1848420498/ref=zg_bs_g_1318063031_d_sccl_4/000-0000000-0000000?psc=1
134,"BOLLYWOOD, BOX OFFICE AND BEYOND: The Evolving Business of Indian Cinema",Lata Jha,"Arts, Film & Photography",Theater & Ballet,Paperback,₹199.00,4.3,7.0,https://www.amazon.in/BOLLYWOOD-BOX-OFFICE-BEYOND-Evolving/dp/9355209827/ref=zg_bs_g_1318063031_d_sccl_5/000-0000000-0000000?psc=1
135,अभिनेता जीवन-एक संघर्ष: Evaluate yourself before you enter in the industry! (Hindi Edition),Pankaj Gupta,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹99.00,5.0,1.0,https://www.amazon.in/%E0%A4%85%E0%A4%AD%E0%A4%BF%E0%A4%A8%E0%A5%87%E0%A4%A4%E0%A4%BE-%E0%A4%9C%E0%A5%80%E0%A4%B5%E0%A4%A8-%E0%A4%8F%E0%A4%95-%E0%A4%B8%E0%A4%82%E0%A4%98%E0%A4%B0%E0%A5%8D%E0%A4%B7-aspiring-actors-ebook/dp/B092TB1XJ4/ref=zg_bs_g_1318063031_d_sccl_6/000-0000000-0000000?psc=1
136,The Voice Exercise Book: A Guide to Healthy and Effective Voice Use,Jeannette Nelson,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹695.72,4.7,74.0,https://www.amazon.in/Voice-Exercise-Book-Healthy-Effective-ebook/dp/B06XGR3ZTV/ref=zg_bs_g_1318063031_d_sccl_7/000-0000000-0000000?psc=1
137,The Oxford Guide to Plays (Oxford Quick Reference),Michael Patterson,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,853.00",4.3,15.0,https://www.amazon.in/Oxford-Guide-Plays-Quick-Reference/dp/0198604181/ref=zg_bs_g_1318063031_d_sccl_8/000-0000000-0000000?psc=1
138,William Shakespeare: The Complete Works (Illustrated),William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹86.29,4.6,1059.0,https://www.amazon.in/William-Shakespeare-Complete-Works-Illustrated-ebook/dp/B07PWMQ52G/ref=zg_bs_g_1318063031_d_sccl_9/000-0000000-0000000?psc=1
139,Sanford Meisner on Acting,Dennis Longwell,"Arts, Film & Photography",Theater & Ballet,Paperback,₹622.00,4.6,1693.0,https://www.amazon.in/Sanford-Meisner-Acting-Vintage/dp/0394750594/ref=zg_bs_g_1318063031_d_sccl_10/000-0000000-0000000?psc=1
140,Discover India: Festivals of India,Sonia Mehta,"Arts, Film & Photography",Theater & Ballet,Paperback,₹129.00,4.4,165.0,https://www.amazon.in/Discover-India-Festivals-Sonia-Mehta/dp/0143445251/ref=zg_bs_g_1318063031_d_sccl_11/000-0000000-0000000?psc=1
141,Days of Reading (Penguin Great Ideas),Marcel Proust,"Arts, Film & Photography",Theater & Ballet,Mass Market Paperback,₹200.00,4.3,57.0,https://www.amazon.in/Days-Reading-Penguin-Great-Ideas/dp/0141036737/ref=zg_bs_g_1318063031_d_sccl_12/000-0000000-0000000?psc=1
142,Will,Will Smith,"Arts, Film & Photography",Theater & Ballet,Paperback,₹473.00,4.6,22078.0,https://www.amazon.in/Will-EXPORT-Smith/dp/1529124166/ref=zg_bs_g_1318063031_d_sccl_13/000-0000000-0000000?psc=1
143,101 Foolproof Jokes to Use in Case of Emergency,Adam Kisiel,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹199.00,3.6,562.0,https://www.amazon.in/101-foolproof-jokes-case-emergency-ebook/dp/B006X7TRNA/ref=zg_bs_g_1318063031_d_sccl_14/000-0000000-0000000?psc=1
144,Kishore Kumar: The Ultimate Biography,Anirudha Bhattacharjee,"Arts, Film & Photography",Theater & Ballet,Paperback,₹489.00,4.7,283.0,https://www.amazon.in/Kishore-Kumar-Biography-Anirudha-Bhattacharjee/dp/9356291713/ref=zg_bs_g_1318063031_d_sccl_15/000-0000000-0000000?psc=1
145,"Basketball (and Other Things): A Collection of Questions Asked, Answered, Illustrated",Shea Serrano,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,338.08",4.8,1765.0,https://www.amazon.in/Basketball-Other-Things-Collection-Illustrated/dp/1419726471/ref=zg_bs_g_1318063031_d_sccl_16/000-0000000-0000000?psc=1
146,"Everyone You Hate is Going to Die: And Other Comforting Thoughts on Family, Friends, Sex, Love, and More Things That Ruin Your Life",Daniel Sloss,"Arts, Film & Photography",Theater & Ballet,Paperback,₹551.00,4.6,967.0,https://www.amazon.in/Everyone-You-Hate-Going-Die/dp/1529157099/ref=zg_bs_g_1318063031_d_sccl_17/000-0000000-0000000?psc=1
147,Marainthirunthu Paarkum Marmam Enna..!!!: மறைந்திருந்து பார்க்கும் மர்மம் என்ன..!!! (Tamil Edition),Thiyashi Vijay,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹250.00,5.0,3.0,https://www.amazon.in/Marainthirunthu-Paarkum-Marmam-Enna-%E0%AE%AE%E0%AE%B1%E0%AF%88%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%81-ebook/dp/B0CNPVV4HG/ref=zg_bs_g_1318063031_d_sccl_18/000-0000000-0000000?psc=1
148,A Bird on My Windowsill,Manav Kaul,"Arts, Film & Photography",Theater & Ballet,Hardcover,₹324.00,4.5,2.0,https://www.amazon.in/Bird-My-Windowsill-Manav-Kaul/dp/0143464620/ref=zg_bs_g_1318063031_d_sccl_19/000-0000000-0000000?psc=1
149,The Guide for Every Screenwriter: From Synopsis to Subplots: The Secrets of Screenwriting Revealed,Geoffrey D Calhoun,"Arts, Film & Photography",Theater & Ballet,Paperback,₹630.00,4.5,98.0,https://www.amazon.in/Guide-Every-Screenwriter-Synopsis-Screenwriting/dp/1733989633/ref=zg_bs_g_1318063031_d_sccl_20/000-0000000-0000000?psc=1
150,Physics Galaxy 2024: JEE Advanced - Physics - Chapter wise PYQ Analysis by Ashish Arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹214.00,4.4,75.0,https://www.amazon.in/Physics-Galaxy-2024-Advanced-Analysis/dp/9356813477/ref=zg_bs_g_1318057031_d_sccl_1/000-0000000-0000000?psc=1
151,Physics Galaxy 2024: Physics - 23 Years' NEET - Chapter-wise & Topic-Wise Solutions (2001-2023) by Ashish Arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹225.00,4.3,37.0,https://www.amazon.in/Physics-Galaxy-2024-Chapter-wise-Topic-Wise/dp/9356813639/ref=zg_bs_g_1318057031_d_sccl_2/000-0000000-0000000?psc=1
152,"The Silent Patient: The record-breaking, multimillion copy Sunday Times bestselling thriller and TikTok sensation",Alex Michaelides,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,₹194.75,4.5,291822.0,https://www.amazon.in/Silent-Patient-most-anticipated-thriller-ebook/dp/B07G17DR4X/ref=zg_bs_g_1318057031_d_sccl_3/000-0000000-0000000?psc=1
