id,Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
72722,I,0.325,0.23,0.075,0.1445,0.0515,0.0355,0.05,6
43643,F,0.63,0.485,0.175,1.1345,0.5565,0.262,0.2885,8
77705,F,0.6,0.45,0.15,1.056,0.4725,0.2405,0.305,10
25578,I,0.525,0.4,0.135,0.6025,0.2895,0.121,0.1455,8
27896,F,0.645,0.53,0.175,1.473,0.5735,0.3385,0.4,12
52252,M,0.645,0.5,0.175,1.3315,0.6315,0.297,0.32,9
34351,M,0.565,0.395,0.155,0.798,0.365,0.173,0.2475,9
3214,F,0.53,0.415,0.15,0.7095,0.2795,0.1415,0.255,15
19083,M,0.525,0.405,0.18,0.8415,0.3445,0.1585,0.3,19
32387,M,0.58,0.455,0.15,0.931,0.486,0.1905,0.23,9
34580,F,0.54,0.44,0.145,0.8895,0.3475,0.19,0.28,13
75491,F,0.57,0.475,0.145,0.974,0.392,0.183,0.295,11
69976,F,0.555,0.43,0.135,0.7895,0.2575,0.1645,0.235,10
87767,M,0.475,0.37,0.115,0.4775,0.1825,0.093,0.155,7
50881,M,0.63,0.515,0.165,1.217,0.5125,0.2205,0.329,9
11193,M,0.6,0.475,0.155,1.082,0.425,0.2175,0.325,14
86629,F,0.58,0.45,0.155,1.027,0.4035,0.25,0.285,12
49845,M,0.525,0.415,0.135,0.7665,0.2465,0.152,0.235,13
68813,M,0.57,0.45,0.135,0.8975,0.38,0.2135,0.245,8
68471,I,0.5,0.38,0.14,0.5805,0.2485,0.1045,0.17,8
20900,F,0.44,0.335,0.115,0.4305,0.184,0.108,0.1195,7
53734,M,0.58,0.435,0.145,0.8495,0.4325,0.1615,0.2185,9
51755,F,0.625,0.48,0.17,1.2525,0.5885,0.287,0.3255,9
26847,I,0.55,0.425,0.135,0.6355,0.2695,0.144,0.21,9
9246,I,0.335,0.255,0.075,0.1855,0.0825,0.0355,0.0525,7
73911,M,0.565,0.45,0.165,0.87,0.404,0.1825,0.2615,9
88957,F,0.69,0.54,0.2,1.5105,0.8465,0.3115,0.42,10
74844,F,0.505,0.355,0.125,0.6085,0.2555,0.1205,0.1815,9
36238,F,0.395,0.305,0.1,0.3275,0.1245,0.0725,0.0905,7
43980,I,0.51,0.4,0.12,0.599,0.3065,0.1285,0.167,7
17146,M,0.695,0.55,0.2,1.726,0.7785,0.3675,0.46,11
16131,I,0.52,0.38,0.11,0.4775,0.2075,0.1065,0.163,9
18734,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,7
82814,F,0.575,0.445,0.15,0.9425,0.432,0.201,0.25,9
75781,F,0.55,0.44,0.14,0.806,0.3545,0.1425,0.29,13
23957,I,0.6,0.48,0.17,0.955,0.3485,0.201,0.29,15
49164,I,0.37,0.275,0.095,0.2225,0.0975,0.0455,0.075,6
59717,M,0.56,0.435,0.145,0.8685,0.3245,0.1795,0.275,12
12993,F,0.525,0.405,0.155,0.738,0.2815,0.1525,0.205,13
11956,M,0.575,0.445,0.155,0.867,0.3785,0.217,0.28,11
15039,M,0.535,0.405,0.125,0.738,0.352,0.17,0.1795,7
14117,I,0.185,0.11,0.04,0.021,0.0095,0.005,0.011,6
8703,M,0.655,0.485,0.185,1.4355,0.545,0.3045,0.47,19
64456,F,0.725,0.51,0.175,1.5545,0.6935,0.3735,0.386,11
27085,M,0.56,0.44,0.155,0.927,0.382,0.1855,0.295,17
54910,M,0.665,0.5,0.165,1.2955,0.544,0.3145,0.3125,10
61823,I,0.415,0.31,0.09,0.3595,0.167,0.0785,0.115,7
83413,I,0.43,0.325,0.105,0.309,0.119,0.056,0.0975,9
81352,I,0.435,0.335,0.11,0.4005,0.167,0.0835,0.1175,7
88868,I,0.37,0.285,0.1,0.2435,0.111,0.057,0.0595,6
57891,F,0.515,0.39,0.135,0.6295,0.3235,0.1425,0.144,7
7698,M,0.54,0.415,0.16,0.7215,0.2725,0.2,0.225,10
59495,I,0.24,0.175,0.055,0.0515,0.019,0.0135,0.018,4
82519,M,0.575,0.44,0.14,0.873,0.3815,0.1625,0.245,10
42958,I,0.545,0.43,0.13,0.6625,0.2815,0.138,0.22,11
33369,F,0.66,0.515,0.175,1.489,0.6485,0.3135,0.3925,10
18954,I,0.45,0.34,0.095,0.401,0.2015,0.094,0.11,8
76266,M,0.535,0.42,0.13,0.7395,0.3485,0.15,0.245,9
84852,M,0.595,0.47,0.16,1.0595,0.4435,0.2615,0.315,16
17246,M,0.515,0.4,0.14,0.7365,0.3125,0.1415,0.185,10
43632,I,0.45,0.33,0.125,0.4435,0.195,0.082,0.129,7
29628,M,0.61,0.495,0.15,1.0985,0.5265,0.2385,0.33,8
31878,M,0.48,0.38,0.125,0.591,0.2395,0.1385,0.17,8
22174,I,0.28,0.21,0.075,0.1195,0.053,0.0205,0.03,6
47444,F,0.61,0.475,0.14,0.938,0.391,0.2275,0.235,11
17113,I,0.39,0.3,0.085,0.2735,0.0975,0.053,0.08,6
86248,I,0.615,0.475,0.155,1.025,0.4145,0.1945,0.35,18
20212,F,0.6,0.465,0.155,1.0185,0.4695,0.2355,0.3115,11
59281,M,0.555,0.44,0.155,0.874,0.3285,0.1805,0.3135,12
83938,I,0.54,0.415,0.135,0.6155,0.25,0.1445,0.185,9
47256,I,0.435,0.315,0.1,0.366,0.1755,0.0835,0.095,8
56420,M,0.475,0.355,0.11,0.4775,0.2115,0.1015,0.15,8
18029,I,0.57,0.45,0.135,0.8155,0.425,0.1505,0.225,8
79656,F,0.695,0.53,0.19,1.65,0.6645,0.3865,0.47,12
62216,M,0.635,0.505,0.145,1.3565,0.5575,0.297,0.345,8
19384,F,0.525,0.4,0.135,0.6855,0.293,0.163,0.26,12
41881,M,0.625,0.515,0.175,1.478,0.7145,0.3345,0.3985,11
10123,M,0.665,0.475,0.16,1.3615,0.6805,0.3265,0.31,14
49935,M,0.565,0.455,0.155,0.9355,0.425,0.1645,0.2725,9
34002,M,0.605,0.495,0.155,0.9415,0.3265,0.2255,0.265,17
26892,M,0.62,0.465,0.16,0.911,0.3835,0.2145,0.278,9
48873,I,0.46,0.36,0.11,0.3785,0.1545,0.0785,0.1625,10
87843,F,0.4,0.32,0.105,0.335,0.165,0.06,0.086,8
57084,F,0.51,0.395,0.135,0.5915,0.213,0.131,0.235,14
81872,F,0.56,0.43,0.15,0.791,0.3495,0.1895,0.223,11
76607,M,0.71,0.57,0.23,1.8365,0.739,0.3745,0.56,14
8248,F,0.475,0.385,0.125,0.566,0.185,0.1175,0.215,15
67586,M,0.605,0.435,0.155,1.142,0.48,0.2375,0.315,9
33448,I,0.35,0.275,0.08,0.219,0.078,0.0255,0.06,10
82134,M,0.615,0.46,0.145,1.038,0.4975,0.1905,0.251,11
679,M,0.625,0.475,0.155,1.1575,0.575,0.207,0.274,12
75314,F,0.465,0.365,0.14,0.6515,0.2855,0.1425,0.1585,8
18786,M,0.54,0.425,0.12,0.742,0.3345,0.159,0.182,8
79976,F,0.595,0.47,0.15,1.0615,0.492,0.212,0.2765,10
56357,F,0.685,0.52,0.175,1.534,0.8115,0.3665,0.4395,10
63098,M,0.56,0.43,0.135,0.8755,0.375,0.2095,0.2385,7
20718,I,0.32,0.24,0.085,0.1455,0.0415,0.049,0.06,7
53979,M,0.58,0.44,0.15,1.114,0.3055,0.2205,0.29,14
20217,I,0.395,0.295,0.095,0.3245,0.134,0.0595,0.085,7
87783,I,0.535,0.43,0.135,0.741,0.3305,0.1375,0.214,8
6403,M,0.7,0.555,0.175,2.0725,0.7355,0.4215,0.432,9
45988,F,0.645,0.51,0.19,1.337,0.5575,0.2725,0.3625,9
50259,F,0.725,0.57,0.215,2.124,0.765,0.4585,0.885,11
28096,I,0.275,0.21,0.075,0.106,0.0475,0.037,0.03,7
8404,M,0.465,0.345,0.14,0.7765,0.3375,0.148,0.1665,8
37183,F,0.585,0.455,0.13,0.9175,0.4,0.1925,0.22,9
27017,I,0.37,0.275,0.095,0.248,0.115,0.053,0.065,6
36771,F,0.64,0.495,0.195,1.539,0.5475,0.3335,0.515,10
61325,M,0.605,0.49,0.155,1.2215,0.5105,0.2985,0.3395,10
78620,M,0.53,0.405,0.125,0.8145,0.3525,0.187,0.1785,8
1370,F,0.555,0.465,0.15,1.0325,0.4655,0.2495,0.2765,10
86227,F,0.72,0.575,0.205,2.173,0.9515,0.564,0.5175,12
3169,M,0.49,0.375,0.13,0.541,0.2105,0.0945,0.165,9
62240,I,0.525,0.4,0.14,0.6025,0.2815,0.144,0.179,7
5157,F,0.575,0.455,0.15,0.953,0.3945,0.2135,0.258,9
78568,F,0.5,0.385,0.145,0.6335,0.2165,0.149,0.195,19
20003,I,0.385,0.3,0.115,0.2875,0.1115,0.0625,0.095,7
70158,M,0.525,0.405,0.14,0.6515,0.2695,0.152,0.205,8
6672,M,0.69,0.54,0.18,1.684,0.7245,0.3255,0.49,12
26253,F,0.625,0.49,0.16,1.235,0.5785,0.287,0.3,9
79455,F,0.655,0.525,0.2,1.412,0.6255,0.2485,0.497,12
65058,I,0.355,0.27,0.08,0.197,0.0885,0.045,0.058,9
16869,I,0.575,0.46,0.16,0.869,0.3425,0.185,0.319,11
17308,I,0.51,0.4,0.105,0.5485,0.2515,0.0915,0.1635,9
49279,M,0.31,0.225,0.07,0.1445,0.0675,0.0385,0.045,6
47262,M,0.48,0.355,0.12,0.5805,0.2435,0.0915,0.184,9
3299,M,0.72,0.575,0.185,2.124,0.9455,0.4915,0.5295,14
83082,F,0.55,0.42,0.16,0.9155,0.3905,0.1685,0.285,17
53853,I,0.17,0.125,0.055,0.0235,0.009,0.0065,0.008,3
71656,M,0.525,0.405,0.14,0.8605,0.32,0.1785,0.32,14
54601,I,0.325,0.235,0.075,0.1075,0.0435,0.0205,0.031,6
66026,I,0.375,0.28,0.1,0.2585,0.1085,0.0575,0.085,7
8020,I,0.365,0.26,0.09,0.2075,0.086,0.04,0.06,7
6881,I,0.43,0.34,0.1,0.384,0.1835,0.073,0.105,11
64625,F,0.655,0.49,0.19,1.218,0.5455,0.2765,0.355,11
27590,I,0.485,0.375,0.125,0.658,0.2715,0.1405,0.185,9
79804,F,0.675,0.525,0.205,1.3745,0.6075,0.314,0.4295,13
24901,F,0.735,0.545,0.18,1.6465,0.6555,0.513,0.513,11
73942,M,0.505,0.4,0.135,0.651,0.2935,0.142,0.2175,9
56248,F,0.565,0.44,0.145,0.839,0.3055,0.1815,0.24,11
28953,I,0.175,0.125,0.045,0.0265,0.0145,0.0075,0.008,4
78960,M,0.57,0.415,0.155,0.998,0.43,0.1835,0.27,17
2040,F,0.565,0.455,0.155,0.892,0.44,0.193,0.245,10
26931,F,0.45,0.345,0.125,0.3695,0.148,0.0795,0.135,10
22724,M,0.545,0.45,0.135,0.837,0.349,0.1725,0.24,8
29423,F,0.615,0.49,0.155,0.9885,0.4145,0.189,0.345,12
44952,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.37,11
852,M,0.6,0.47,0.145,1.107,0.4955,0.2315,0.29,10
29560,M,0.645,0.5,0.17,1.2945,0.605,0.337,0.354,10
61411,F,0.53,0.435,0.12,0.879,0.3175,0.1695,0.27,13
67890,I,0.2,0.175,0.045,0.0465,0.0235,0.009,0.011,4
61337,F,0.68,0.515,0.165,1.3745,0.717,0.2975,0.3515,10
71654,F,0.65,0.52,0.21,1.4715,0.7245,0.349,0.391,11
19031,I,0.445,0.33,0.09,0.3435,0.1415,0.07,0.11,8
19776,I,0.41,0.31,0.1,0.378,0.188,0.087,0.09,6
29885,I,0.54,0.435,0.155,0.89,0.4325,0.187,0.225,11
47946,I,0.56,0.45,0.155,0.874,0.3305,0.2075,0.235,8
37673,I,0.38,0.29,0.1,0.25,0.0855,0.0515,0.085,6
67041,I,0.265,0.195,0.055,0.088,0.0365,0.0175,0.023,5
6556,I,0.275,0.205,0.07,0.1055,0.495,0.018,0.035,6
77480,M,0.565,0.405,0.12,0.8195,0.4145,0.1605,0.255,9
90429,I,0.47,0.36,0.125,0.4535,0.2095,0.103,0.145,8
75552,F,0.61,0.48,0.145,0.874,0.3935,0.1665,0.26,9
48413,I,0.365,0.275,0.095,0.2205,0.0985,0.044,0.066,7
84314,M,0.685,0.535,0.175,1.5515,0.6435,0.309,0.42,12
72131,I,0.4,0.31,0.095,0.309,0.118,0.0585,0.115,7
46808,M,0.54,0.405,0.14,0.8095,0.332,0.169,0.205,10
50371,I,0.18,0.125,0.065,0.0235,0.0095,0.0075,0.008,5
46544,M,0.545,0.43,0.135,0.8665,0.3935,0.1815,0.25,9
29166,M,0.595,0.445,0.16,0.9465,0.393,0.2385,0.3,11
14872,F,0.635,0.51,0.155,1.2385,0.567,0.314,0.339,9
6359,M,0.575,0.46,0.165,0.826,0.38,0.1695,0.29,11
80988,F,0.695,0.565,0.18,1.5245,0.6675,0.3345,0.4425,16
73473,M,0.52,0.42,0.14,0.781,0.375,0.144,0.2155,8
32027,I,0.55,0.43,0.135,0.807,0.3625,0.155,0.225,8
52014,I,0.5,0.395,0.145,0.6335,0.2725,0.1295,0.1895,11
8005,M,0.445,0.355,0.1,0.4475,0.193,0.0935,0.13,9
5547,I,0.58,0.45,0.14,0.81,0.317,0.157,0.2215,1
77293,F,0.59,0.465,0.165,1.0985,0.4635,0.2505,0.29,12
37709,M,0.755,0.565,0.195,2.003,0.7625,0.4085,0.6375,11
90339,M,0.57,0.45,0.15,0.745,0.2765,0.1675,0.29,12
85174,I,0.185,0.13,0.045,0.028,0.0095,0.006,0.0075,4
84387,F,0.605,0.5,0.185,1.1285,0.469,0.2625,0.335,12
48854,F,0.58,0.465,0.2,1.0825,0.4155,0.239,0.4115,13
25932,I,0.4,0.31,0.1,0.2625,0.1215,0.061,0.085,7
6969,F,0.415,0.325,0.135,0.3885,0.1585,0.0755,0.1025,16
68930,I,0.56,0.445,0.155,0.871,0.3305,0.1805,0.26,11
14149,M,0.58,0.45,0.15,0.915,0.4,0.246,0.27,11
25661,I,0.41,0.325,0.11,0.3555,0.151,0.063,0.117,7
31997,M,0.585,0.46,0.22,0.9175,0.3875,0.2155,0.36,10
20214,M,0.595,0.445,0.14,0.9205,0.445,0.2065,0.253,9
13644,F,0.525,0.4,0.12,0.5905,0.2625,0.1165,0.17,6
25145,M,0.64,0.515,0.145,1.3305,0.783,0.2555,0.2865,10
55762,I,0.435,0.33,0.09,0.3275,0.134,0.056,0.095,8
51340,I,0.45,0.34,0.115,0.4155,0.18,0.0635,0.125,7
64862,F,0.725,0.575,0.2,1.764,0.8505,0.389,0.3985,11
83462,M,0.6,0.475,0.18,1.2415,0.4635,0.2645,0.34,18
48752,F,0.54,0.41,0.155,0.879,0.2695,0.1765,0.265,12
30102,M,0.45,0.345,0.115,0.411,0.2055,0.0845,0.135,10
88556,I,0.38,0.305,0.095,0.2805,0.1375,0.0625,0.09,10
20416,M,0.565,0.435,0.16,0.9795,0.3525,0.246,0.31,19
43150,I,0.435,0.32,0.115,0.393,0.171,0.0885,0.1505,8
58089,M,0.57,0.45,0.185,0.9,0.288,0.1725,0.38,16
72357,M,0.55,0.42,0.145,0.8295,0.3345,0.2175,0.225,10
69494,M,0.345,0.265,0.09,0.1545,0.0705,0.0375,0.06,9
50925,I,0.505,0.41,0.13,0.742,0.3535,0.1785,0.17,8
16369,I,0.455,0.35,0.095,0.4665,0.2075,0.1045,0.135,8
36506,M,0.64,0.515,0.175,1.3905,0.7365,0.3035,0.3265,10
28576,I,0.61,0.48,0.185,0.857,0.4065,0.1785,0.2605,11
18365,I,0.395,0.315,0.09,0.241,0.096,0.066,0.078,7
35266,M,0.62,0.48,0.15,1.224,0.5115,0.2715,0.3395,9
67536,F,0.5,0.385,0.16,0.858,0.3695,0.1725,0.205,9
38786,M,0.68,0.52,0.155,1.551,0.715,0.3655,0.3725,9
22194,I,0.415,0.315,0.115,0.3555,0.1795,0.0785,0.125,6
90341,I,0.415,0.305,0.095,0.312,0.151,0.0625,0.085,7
67669,I,0.255,0.18,0.065,0.0955,0.0305,0.0125,0.0215,7
53773,I,0.47,0.375,0.11,0.4675,0.2105,0.1055,0.1195,8
25265,I,0.445,0.36,0.11,0.4565,0.2435,0.0925,0.14,8
67171,M,0.585,0.455,0.165,1.1245,0.4695,0.2275,0.365,13
81140,M,0.605,0.485,0.165,1.167,0.5065,0.298,0.317,9
10319,I,0.42,0.325,0.11,0.3415,0.1545,0.082,0.095,8
46094,F,0.7,0.545,0.185,1.6605,0.678,0.3255,0.47,13
77023,F,0.47,0.36,0.115,0.4775,0.2125,0.0955,0.15,8
44175,F,0.595,0.435,0.155,1.0105,0.491,0.212,0.24,9
24185,I,0.355,0.255,0.08,0.168,0.078,0.0505,0.06,6
2813,I,0.52,0.38,0.13,0.5825,0.2505,0.1565,0.19,11
39085,F,0.625,0.47,0.17,1.1525,0.564,0.2895,0.308,9
31187,F,0.645,0.5,0.195,1.4275,0.6835,0.2705,0.405,11
31082,I,0.435,0.335,0.1,0.378,0.187,0.089,0.1135,7
74064,I,0.36,0.275,0.09,0.2255,0.08,0.0435,0.07,9
86044,F,0.535,0.42,0.135,0.768,0.294,0.196,0.2475,11
41480,M,0.52,0.39,0.13,0.6245,0.302,0.1575,0.185,8
82437,F,0.645,0.52,0.18,1.366,0.6605,0.2935,0.3435,9
32865,I,0.52,0.395,0.125,0.567,0.2165,0.1045,0.167,9
16841,I,0.28,0.205,0.07,0.124,0.0365,0.0205,0.03,5
45841,F,0.615,0.5,0.145,0.9175,0.3845,0.2345,0.29,10
89052,M,0.57,0.45,0.155,0.8275,0.3525,0.1825,0.275,15
46688,I,0.425,0.32,0.105,0.393,0.1645,0.0875,0.1,6
24251,F,0.57,0.44,0.155,0.9705,0.4925,0.2135,0.235,9
65755,I,0.375,0.27,0.1,0.219,0.0925,0.038,0.07,8
25799,M,0.45,0.325,0.13,0.487,0.194,0.0995,0.14,12
60290,F,0.68,0.52,0.185,1.6645,0.5615,0.3345,0.54,14
39480,M,0.605,0.48,0.15,1.1375,0.53,0.2595,0.288,11
25326,M,0.565,0.45,0.125,0.7385,0.3475,0.1445,0.26,8
16227,F,0.555,0.425,0.135,0.906,0.3895,0.1865,0.249,10
79304,I,0.39,0.3,0.09,0.3055,0.121,0.06,0.085,7
57192,I,0.375,0.29,0.09,0.257,0.11,0.0595,0.085,9
21479,I,0.37,0.275,0.115,0.2505,0.0915,0.043,0.085,7
88445,M,0.59,0.45,0.14,0.7485,0.3045,0.1315,0.22,9
40150,I,0.45,0.335,0.105,0.447,0.2145,0.0945,0.1495,8
2255,M,0.58,0.455,0.185,1.1385,0.4565,0.2505,0.285,10
67618,F,0.555,0.455,0.145,0.832,0.428,0.1685,0.277,9
35117,I,0.5,0.38,0.12,0.5425,0.2965,0.1065,0.135,9
61721,M,0.575,0.45,0.145,1.0725,0.4915,0.22,0.2475,9
71968,F,0.58,0.425,0.145,0.837,0.3215,0.184,0.27,13
38987,F,0.595,0.465,0.15,1.082,0.4965,0.2385,0.29,11
69759,I,0.33,0.255,0.09,0.1785,0.079,0.0365,0.055,6
57695,I,0.255,0.185,0.06,0.0725,0.0285,0.017,0.021,5
40929,M,0.59,0.47,0.15,1.1165,0.5615,0.2255,0.29,11
48948,I,0.455,0.37,0.135,0.514,0.2085,0.1155,0.145,8
42003,I,0.6,0.455,0.145,0.9765,0.4115,0.2515,0.2745,12
78634,M,0.7,0.555,0.2,1.7375,0.6685,0.48,0.51,21
77416,M,0.55,0.43,0.15,0.8705,0.4035,0.1905,0.24,9
73747,F,0.515,0.4,0.125,0.6885,0.3265,0.1755,0.2,13
46230,F,0.48,0.39,0.15,0.5815,0.2135,0.103,0.193,12
12314,I,0.54,0.465,0.115,0.7815,0.362,0.1245,0.21,9
17549,F,0.6,0.48,0.15,1.1735,0.5195,0.2225,0.3,9
89260,I,0.35,0.26,0.09,0.3275,0.1325,0.0675,0.0875,8
32783,F,0.575,0.45,0.145,0.9745,0.4565,0.2175,0.285,9
26443,F,0.405,0.305,0.1,0.275,0.1185,0.0595,0.095,6
45790,I,0.355,0.27,0.09,0.2225,0.093,0.056,0.075,7
80516,M,0.58,0.455,0.155,1.079,0.4735,0.2325,0.26,9
68574,I,0.505,0.395,0.135,0.6335,0.3075,0.1215,0.17,8
32019,F,0.62,0.485,0.15,1.1405,0.587,0.2305,0.2965,9
52391,M,0.645,0.525,0.195,1.6645,0.6025,0.3215,0.5015,13
6656,F,0.63,0.49,0.145,1.115,0.4095,0.1825,0.33,15
80654,M,0.54,0.45,0.18,0.8725,0.371,0.2135,0.25,10
46834,I,0.35,0.265,0.075,0.1825,0.074,0.0475,0.055,6
43852,M,0.595,0.455,0.17,1.0615,0.4265,0.2355,0.305,14
30656,I,0.5,0.37,0.11,0.5065,0.244,0.1015,0.15,8
16525,F,0.655,0.535,0.215,1.806,0.564,0.2655,0.6485,18
135,M,0.575,0.47,0.13,0.9555,0.3735,0.185,0.275,13
75459,F,0.62,0.47,0.15,0.966,0.4675,0.196,0.2415,9
88135,F,0.605,0.485,0.165,1.078,0.4835,0.2145,0.315,10
21262,I,0.515,0.4,0.125,0.6605,0.2745,0.1255,0.174,8
4863,F,0.57,0.445,0.13,0.9905,0.3955,0.2195,0.28,9
54001,F,0.575,0.455,0.17,1.02,0.4605,0.2255,0.28,8
47409,I,0.235,0.175,0.065,0.058,0.027,0.0135,0.018,5
39885,F,0.66,0.515,0.19,1.6185,0.647,0.299,0.48,10
55629,F,0.56,0.44,0.165,1.0385,0.3165,0.2345,0.335,15
8506,I,0.51,0.395,0.145,0.7625,0.3695,0.1615,0.195,10
69289,M,0.67,0.505,0.195,1.4005,0.6255,0.36,0.38,11
81088,M,0.545,0.41,0.17,0.8705,0.3525,0.1475,0.235,18
9891,F,0.575,0.48,0.15,0.897,0.4245,0.1905,0.248,9
49732,F,0.515,0.385,0.145,0.6445,0.2845,0.1525,0.285,15
34107,F,0.545,0.43,0.145,0.8705,0.2635,0.174,0.26,16
11401,F,0.545,0.415,0.155,0.868,0.3065,0.207,0.235,14
84883,I,0.37,0.275,0.1,0.2415,0.115,0.048,0.056,7
43006,I,0.46,0.355,0.11,0.4565,0.206,0.099,0.14,8
76972,I,0.415,0.325,0.1,0.3265,0.1475,0.061,0.09,7
6994,I,0.52,0.41,0.12,0.646,0.2825,0.1295,0.167,8
57547,I,0.335,0.25,0.08,0.17,0.0735,0.042,0.0575,6
18502,M,0.62,0.47,0.145,0.9815,0.3695,0.2185,0.2875,10
86308,I,0.34,0.265,0.085,0.1875,0.081,0.0465,0.055,6
45172,M,0.615,0.505,0.195,1.3105,0.4495,0.2265,0.49,16
64445,M,0.545,0.445,0.16,0.8715,0.3525,0.1905,0.225,17
9652,F,0.675,0.555,0.17,1.402,0.624,0.3205,0.406,14
49720,I,0.33,0.245,0.075,0.1515,0.0685,0.0355,0.0475,6
9902,I,0.36,0.265,0.09,0.2165,0.098,0.0545,0.075,8
16783,I,0.19,0.15,0.05,0.0315,0.0135,0.005,0.0125,6
13058,M,0.5,0.4,0.125,0.5625,0.27,0.1095,0.17,8
4795,I,0.335,0.24,0.075,0.22,0.1105,0.0345,0.055,7
55260,I,0.47,0.35,0.1,0.4355,0.1815,0.0875,0.125,8
45194,M,0.505,0.395,0.125,0.7205,0.352,0.1555,0.155,8
17457,M,0.56,0.425,0.15,0.8295,0.3425,0.1905,0.225,9
78101,M,0.595,0.455,0.12,0.913,0.3935,0.1805,0.295,15
35734,F,0.585,0.475,0.145,0.9845,0.4325,0.2195,0.28,11
27477,F,0.71,0.555,0.17,1.6195,0.5415,0.3635,0.52,12
53882,F,0.59,0.45,0.155,0.9365,0.4235,0.176,0.26,12
4026,I,0.34,0.26,0.085,0.2,0.08,0.0575,0.055,8
1139,F,0.545,0.445,0.135,0.814,0.3775,0.1715,0.22,10
49937,F,0.595,0.455,0.16,0.974,0.3045,0.1555,0.355,20
13388,F,0.535,0.42,0.14,0.6835,0.3125,0.1515,0.1765,9
89444,F,0.66,0.53,0.17,1.347,0.5455,0.3365,0.52,13
3150,F,0.575,0.44,0.135,0.983,0.48,0.1915,0.22,8
58778,M,0.275,0.2,0.065,0.092,0.0345,0.0205,0.027,6
59688,F,0.675,0.525,0.175,1.8085,0.7045,0.3485,0.395,11
3545,F,0.625,0.47,0.165,1.142,0.57,0.229,0.2955,8
3129,M,0.565,0.42,0.16,0.6335,0.267,0.1425,0.205,9
61011,I,0.4,0.29,0.09,0.2575,0.1105,0.056,0.0605,6
14966,M,0.55,0.44,0.165,0.991,0.348,0.168,0.375,20
76550,M,0.595,0.46,0.18,1.247,0.48,0.2475,0.475,17
28770,M,0.47,0.365,0.125,0.516,0.2,0.0935,0.155,15
16286,M,0.59,0.46,0.165,0.8665,0.3695,0.1855,0.29,11
30590,I,0.16,0.125,0.04,0.018,0.0095,0.0055,0.005,4
21501,M,0.23,0.19,0.065,0.083,0.0245,0.014,0.032,6
43907,I,0.275,0.2,0.065,0.0935,0.037,0.0155,0.031,6
71408,F,0.695,0.55,0.205,1.7715,0.8195,0.331,0.437,10
27165,I,0.53,0.425,0.13,0.737,0.3465,0.1395,0.202,8
8317,M,0.575,0.45,0.145,0.8145,0.3495,0.1985,0.2515,12
84737,I,0.255,0.195,0.065,0.0515,0.025,0.0105,0.02,4
18598,F,0.615,0.475,0.16,1.0265,0.4935,0.2345,0.2485,9
39663,M,0.615,0.495,0.15,1.065,0.5105,0.196,0.26,8
19925,M,0.71,0.57,0.205,1.757,0.9155,0.4385,0.5755,16
70867,I,0.265,0.2,0.06,0.086,0.0375,0.0105,0.03,6
27185,M,0.585,0.42,0.14,0.7335,0.3555,0.1725,0.175,8
39847,F,0.695,0.55,0.2,1.5515,0.6705,0.3865,0.445,12
26458,I,0.575,0.425,0.11,0.7615,0.3975,0.1415,0.2325,8
86663,F,0.56,0.435,0.155,0.764,0.3285,0.148,0.203,9
2295,F,0.6,0.475,0.175,1.14,0.564,0.2645,0.35,10
51082,M,0.36,0.255,0.095,0.198,0.08,0.034,0.063,6
15906,F,0.6,0.475,0.16,1.057,0.4255,0.2065,0.3015,9
48360,F,0.57,0.46,0.15,1.168,0.6285,0.239,0.3285,9
43318,M,0.535,0.385,0.12,0.6005,0.239,0.1375,0.185,9
25624,F,0.545,0.435,0.145,0.8105,0.3595,0.1925,0.24,9
36515,F,0.615,0.495,0.155,1.0865,0.435,0.1955,0.39,23
21926,M,0.57,0.445,0.135,0.879,0.394,0.195,0.22,14
40656,F,0.625,0.475,0.16,1.1345,0.4865,0.2455,0.305,11
16898,M,0.605,0.485,0.145,1.1635,0.5305,0.2215,0.335,10
32838,M,0.57,0.44,0.135,0.8645,0.375,0.1835,0.2515,10
22338,F,0.535,0.42,0.135,0.879,0.3625,0.2175,0.24,10
53688,M,0.625,0.485,0.175,1.2075,0.5205,0.262,0.3725,10
88147,M,0.605,0.485,0.15,1.2415,0.5305,0.3075,0.39,16
32741,M,0.735,0.565,0.195,1.9565,0.8105,0.3675,0.6855,13
36096,M,0.485,0.38,0.13,0.528,0.2115,0.11,0.185,10
79253,F,0.62,0.465,0.17,1.0915,0.369,0.2255,0.32,14
64424,I,0.495,0.375,0.125,0.5605,0.2375,0.1175,0.165,9
10990,I,0.32,0.24,0.085,0.1885,0.0815,0.0475,0.058,6
33913,F,0.615,0.49,0.135,0.9885,0.4265,0.1785,0.33,10
60502,F,0.625,0.485,0.15,1.238,0.564,0.2615,0.3375,10
79953,F,0.67,0.51,0.175,1.3835,0.7185,0.3105,0.32,11
65208,I,0.47,0.375,0.12,0.5265,0.2105,0.1555,0.13,11
53653,F,0.615,0.46,0.14,1.0015,0.5495,0.2265,0.25,9
7022,M,0.7,0.575,0.165,1.756,0.6995,0.247,0.547,13
69991,M,0.55,0.44,0.165,0.8295,0.3435,0.1605,0.275,14
